id,question,answer,intent,terminal,language
163,How to prepare children for flight security checks?,"Explain the process calmly. Keep ID, boarding pass, and necessary items ready. Remove prohibited items in advance. Help children stay calm during screening. Follow staff instructions. Use family lanes if available.",guidance,departure,english
164,How to manage liquids and gels for security?,"Use containers of 100 ml or less. Place all liquids in a transparent, resealable bag. Present bag separately during security screening. Avoid prohibited items. Keep accessible for inspection.",guidance,departure,english
165,How to use airport lounges effectively?,"Check eligibility based on ticket or membership. Enjoy seating, refreshments, Wi-Fi, and flight updates. Staff assistance available. Ideal for long waits or delayed flights. Stay updated on boarding announcements.",guidance,departure,english
166,How to request dietary meals onboard?,"Inform airline in advance. Options include vegetarian, vegan, halal, or allergy-specific meals. Confirm selection during check-in. Crew will provide meals accordingly. Ensures dietary needs are met efficiently.",guidance,departure,english
167,How to secure children during turbulence?,Fasten seatbelts for yourself and children. Keep them seated. Secure loose items. Follow crew instructions. Avoid moving around the cabin. Stay calm and reassuring.,guidance,departure,english
168,How to check-in online efficiently?,Complete online check-in within airline-specified time. Select seats and request special services. Download or print boarding pass. Confirm baggage drop instructions. Arrive early to drop luggage if needed.,guidance,departure,english
169,How to handle lost documents at the airport?,Keep photocopies and digital copies of important documents. Report missing items immediately to airline or airport authorities. Follow staff guidance for replacements. Maintain calm and verify identification.,guidance,departure,english
170,How to handle connecting flights efficiently?,Check gate and transfer times. Confirm baggage is tagged to the final destination. Monitor display boards and app notifications. Allow sufficient time for security or customs. Ask staff for guidance if needed.,guidance,departure,english
171,How to handle flight cancellations?,Contact airline immediately for alternate flights or refunds. Monitor announcements and mobile notifications. Keep boarding pass and documents handy. Consider using lounges or waiting areas. Stay patient and plan alternatives.,guidance,departure,english
172,How to navigate airport security quickly?,"Keep boarding pass and ID ready. Remove laptops, liquids, and prohibited items. Follow staff instructions. Use family or priority lanes if eligible. Arrive early to avoid last-minute stress.",guidance,departure,english
173,How to manage personal electronic devices?,"Carry laptops, tablets, and phones in an accessible place. Follow airline instructions for usage. Keep devices charged. Use headphones for entertainment. Place items in overhead bin or under seat safely.",guidance,departure,english
174,How to shop duty-free at the airport?,Carry passport and boarding pass. Observe purchase limits. Follow airline rules for liquids and restricted items. Keep receipts for reference. Plan shopping according to luggage space and weight.,guidance,departure,english
175,How to handle emergency announcements?,Listen carefully to crew instructions. Follow safety procedures. Keep calm and assist children or companions if needed. Familiarize with exit locations. Stay attentive throughout the flight.,guidance,departure,english
176,How to manage carry-on baggage space?,Store bags in overhead compartments or under the seat. Avoid blocking aisles. Keep essentials accessible. Follow staff instructions. Check airline restrictions for size and weight.,guidance,departure,english
177,How to ensure comfort during long-haul flights?,Use pillows and blankets. Recline gently without disturbing neighbors. Stay hydrated and stretch when safe. Use entertainment options to pass time. Seek crew assistance for needs.,guidance,departure,english
178,How to locate special assistance counters?,"Follow airport signage or ask at info desks. Services for wheelchairs, seniors, and disabled passengers are available. Submit requests in advance if needed. Staff guidance ensures smooth navigation.",guidance,departure,english
179,How to handle emergencies for children onboard?,Stay calm and fasten seatbelts. Use oxygen masks and life jackets as instructed. Keep children close. Follow crew instructions strictly. Reassure children and ensure their safety.,guidance,departure,english
180,How to request a bassinet for infants?,Inform airline ahead of time. Staff will allocate appropriate seat. Bedding and safety checked. Boarding assistance provided. Ensures safe and comfortable travel for infants.,guidance,departure,english
181,How to manage boarding during gate changes?,Monitor display boards and announcements. Confirm gate via staff or app. Arrive on time at new gate. Keep boarding pass and ID ready. Stay attentive to avoid missing boarding.,guidance,departure,english
182,How to charge personal devices on board?,Use seat power ports or USB outlets. Keep devices secure while charging. Maintain airplane mode if required. Portable chargers recommended. Follow crew instructions.,guidance,departure,english
183,How to access airport Wi-Fi?,Select official network. Follow login or registration instructions. Free and paid options may exist. Ensure device security. Turn on airplane mode when required. Use Wi-Fi for updates or entertainment.,guidance,departure,english
184,How to manage unaccompanied minors?,Inform airline in advance. Staff provide supervision and escort. Parent/guardian contact details required. Assistance during boarding and deboarding provided. Ensures safe travel.,guidance,departure,english
185,How to handle liquids in cabin baggage?,"Keep containers ?100 ml. Use a transparent, resealable bag. Present separately at security screening. Avoid prohibited liquids. Keep bag accessible. Follow staff instructions.",guidance,departure,english
186,How to use priority boarding effectively?,Join designated lane for eligible passengers. Keep boarding pass ready. Follow staff instructions. Allows early cabin access and overhead bin space. Reduces boarding stress.,guidance,departure,english
187,How to follow seatbelt and safety instructions?,Always keep seatbelt fastened when seated. Read safety card. Follow crew instructions. Familiarize with emergency exits. Keep children and companions safe.,guidance,departure,english
188,How to manage personal comfort items?,"Use pillows, blankets, and entertainment devices. Keep items organized. Ask staff for assistance if needed. Adjust seating for long flights. Maintain personal comfort and convenience.",guidance,departure,english
189,How to use boarding passes on mobile?,Download from airline app. QR code scanned at gate. Keep screen bright. Backup print copy recommended. Keep ID handy for verification.,guidance,departure,english
190,How to navigate airport signage efficiently?,"Follow clear signs for check-in, security, lounges, and gates. Use airport maps or apps if needed. Ask staff for guidance. Allocate extra time for transfers.",guidance,departure,english
191,How to confirm baggage transfer?,Verify with airline staff during check-in. Ensure baggage is tagged to final destination. Keep boarding passes handy. Ask staff if unsure. Early confirmation prevents delays.,guidance,departure,english
192,How to handle flight delays due to operational issues?,Stay updated via app or display boards. Contact airline for alternate arrangements if needed. Use lounges for comfort. Keep documents ready. Stay patient and calm.,guidance,departure,english
193,How to request dietary meals on short notice?,Contact airline staff at check-in. Confirm preferences. Availability depends on airline policy. Staff will assist where possible. Always inform in advance if possible.,guidance,departure,english
194,How to handle security for electronics?,"Place laptops, tablets, and large electronics in separate tray. Remove devices during screening. Keep items accessible. Follow staff instructions. Avoid delays by preparing beforehand.",guidance,departure,english
195,How to locate airport assistance counters quickly?,"Follow signs or ask at info desks. Staff provide help for seniors, disabled passengers, and families. Submit requests in advance. Guidance ensures smooth navigation.",guidance,departure,english
196,How to shop duty-free efficiently?,Passport and boarding pass ready. Check purchase limits. Follow airline regulations for liquids and restricted items. Keep receipts for reference. Plan purchases according to luggage space.,guidance,departure,english
197,How to use airport shuttle services?,Check schedules at counters. Have tickets or passes ready. Follow designated pickup area. Use licensed shuttles. Allow extra time for transfers. Staff guidance ensures safety.,guidance,departure,english
198,How to manage carry-on baggage during long flights?,Keep essentials within reach. Store securely in overhead or under-seat. Avoid prohibited items. Organize efficiently. Follow airline size and weight rules.,guidance,departure,english
199,How to follow emergency procedures onboard?,Listen carefully to crew. Familiarize with exits and safety equipment. Keep calm and assist children or companions. Follow all instructions. Ensure personal and family safety.,guidance,departure,english
200,How to prepare children for departure?,Explain airport and security processes. Keep documents and boarding pass ready. Pack essential items accessible. Follow staff instructions calmly. Use family lanes if available.,guidance,departure,english
,,,,,
id,question,answer,intent,terminal,language
1,Where is the nearest restroom?,Restrooms are located near Gate 3 and Gate 8 in the departure lounge,facilities,departure,english
2,Is there free WiFi at the airport?,"Yes, free WiFi is available throughout the airport. Connect to 'ISB_Airport_Free' network",facilities,departure,english
3,Where can I find a prayer room?,Prayer rooms are located on the second floor near Gate 5 with separate areas for men and women,facilities,departure,english
4,Are there any restaurants in the departure lounge?,"Yes, we have Gloria Jean's, Subway, KFC, and traditional Pakistani cuisine at Taste of Pakistan restaurant",facilities,departure,english
5,Where is the airport lounge?,"The Premium Lounge is located on the first floor near Gate 6, accessible with lounge passes or business class tickets",facilities,departure,english
6,Is there a pharmacy in the airport?,"Yes, there's a 24-hour pharmacy near the main entrance of the departure hall",facilities,departure,english
7,Where can I charge my phone?,Charging stations are available at all gate seating areas and near the food court,facilities,departure,english
8,Are there ATMs in the departure terminal?,"ATMs are located near the entrance, food court, and in the main departure hall",facilities,departure,english
9,Where can I buy souvenirs?,Souvenir shops are located in the departure lounge near Gates 4 and 7,facilities,departure,english
10,Is there a smoking area in the airport?,"Yes, designated smoking areas are available in the outdoor section accessible from the departure lounge",facilities,departure,english
11,Where is the information desk?,Information desks are located at the main entrance and in the center of the departure hall,facilities,departure,english
12,Are there baby changing facilities?,Baby changing stations are available in all restrooms and a dedicated nursing room near Gate 3,facilities,departure,english
13,Where can I get coffee?,Coffee shops including Gloria Jean's and Espresso are located in the food court area,facilities,departure,english
14,Is there a currency exchange service?,Currency exchange counters are near the main entrance and in the departure lounge,facilities,departure,english
15,Where are the wheelchair accessible facilities?,"Wheelchair accessible restrooms and ramps are available throughout the terminal, and wheelchairs can be requested at information desks",facilities,departure,english
16,Are there any duty-free shops?,"Duty-free shops are located after security in the departure lounge offering cosmetics, perfumes, and electronics",facilities,departure,english
17,Where is the first aid center?,Medical and first aid center is located on the ground floor near Gate 2,facilities,departure,english
18,Is there a children's play area?,"Yes, a kids' play zone is available near Gate 5 in the departure lounge",facilities,departure,english
19,Where can I store my luggage?,Left luggage storage facility is available near the main entrance for a fee,facilities,departure,english
20,Are there any bookstores in the airport?,"A bookshop offering newspapers, magazines, and books is located near Gate 6",facilities,departure,english
21,Where is the business center?,"Business center with internet, printing, and meeting rooms is available in the Premium Lounge",facilities,departure,english
22,Can I get travel insurance at the airport?,Travel insurance counters are available near the check-in area,facilities,departure,english
23,Where are the water fountains?,Water fountains and refill stations are located throughout the terminal near all gate areas,facilities,departure,english
24,Is there a baggage wrapping service?,Baggage wrapping service is available near check-in counters for a small fee,facilities,departure,english
25,Where can I find a taxi service counter?,"Taxi booking counters are in the arrival area, but you can inquire at information desks",facilities,departure,english
26,Are there any clothing stores?,Fashion and accessory shops are located in the departure lounge shopping area,facilities,departure,english
27,Where is the lost and found office?,Lost and found office is near the main information desk in the departure hall,facilities,departure,english
28,Is there a VIP meet and greet service?,VIP meet and greet services are available through advance booking with PAA,facilities,departure,english
29,Where can I buy SIM cards?,Mobile phone SIM cards are available at telecom shops near the entrance,facilities,departure,english
30,Are there any hotels near the airport?,Airport hotels and nearby accommodations can be found via information desks or booking counters,facilities,departure,english
31,Where is the shoeshine service?,Shoeshine stands are available in the departure lounge near the premium shops,facilities,departure,english
32,Can I access the internet for free?,"Yes, free WiFi is available throughout; internet kiosks are in the business center",facilities,departure,english
33,Where are the public telephones?,Public telephone booths are located near the entrance and in the departure lounge,facilities,departure,english
34,Is there a post office at the airport?,A small postal service counter is available near the main entrance during business hours,facilities,departure,english
35,Where can I watch TV while waiting?,TV screens showing news and flight information are in all gate seating areas,facilities,departure,english
36,Are there any massage services?,Chair massage services are available in the Premium Lounge,facilities,departure,english
37,Where is the customer service center?,Customer service and complaint office is located in the main departure hall,facilities,departure,english
38,Can I buy snacks and drinks?,Convenience stores selling snacks and beverages are near all gate clusters,facilities,departure,english
39,Where are the elevator and escalators?,Elevators and escalators are located at both ends of the terminal connecting all floors,facilities,departure,english
40,Is there a health screening area?,Health screening and temperature check stations are at the entrance and after security,facilities,departure,english
41,Where can I print my boarding pass?,Self-service kiosks for printing boarding passes are near check-in counters,facilities,departure,english
42,Are there any luxury brand shops?,Luxury and premium brand stores are in the duty-free area after security,facilities,departure,english
43,Where is the airline ticket office?,Airline ticket counters and offices are in the check-in area,facilities,departure,english
44,Can I get my shoes repaired?,Quick shoe repair services are occasionally available near shoeshine stands,facilities,departure,english
45,Where are the vending machines?,Vending machines for snacks and drinks are located throughout the terminal,facilities,departure,english
46,Is there a nursery room for mothers?,A dedicated mother and baby room is available near Gate 3 with privacy and facilities,facilities,departure,english
47,Where can I find flight information displays?,Flight information display screens are throughout the terminal and at all gates,facilities,departure,english
48,Are there any jewelry shops?,Jewelry and accessories shops are in the departure shopping area,facilities,departure,english
49,Where is the complaint and feedback box?,Feedback forms and complaint boxes are at customer service desks and information counters,facilities,departure,english
50,Can I access the VIP lounge with my credit card?,Some premium credit cards offer complimentary lounge access; check with lounge reception,facilities,departure,english
51,Where can I find halal food options?,"All food outlets at Islamabad International Airport serve halal-certified food, as this is standard practice in Pakistan. Popular options include KFC, Subway, and Taste of Pakistan restaurant which offers traditional Pakistani cuisine including biryani, nihari, and kebabs. Gloria Jean's Coffee serves halal-certified snacks and beverages. The food court area features multiple dining establishments, all adhering to Islamic dietary requirements. You'll also find convenience stores selling packaged halal snacks, sandwiches, and beverages throughout the terminal. For vegetarian options, Subway offers extensive customizable salads and sandwiches, while Taste of Pakistan has vegetarian curries and lentil dishes.",facilities,departure,english
52,Is there a place to perform wudu before prayers?,"Yes, dedicated ablution (wudu) facilities are available adjacent to both the men's and women's prayer rooms on the second floor near Gate 5. These areas are specifically designed for Islamic ritual washing before prayers, featuring low-level water taps and seating areas. The facilities are kept clean and well-maintained with continuous water supply. The prayer rooms themselves are spacious, carpeted, and oriented towards the Qibla direction with clear markings. Separate prayer spaces are provided for men and women with appropriate privacy measures. The prayer rooms can accommodate approximately 30-40 worshippers at a time and are open 24/7 for all five daily prayers.",facilities,departure,english
53,Can I get a wheelchair for my elderly parent?,"Absolutely! Wheelchair assistance is available free of charge at Islamabad International Airport. You can request a wheelchair at any of these locations: the main entrance assistance desk, airline check-in counters, or information desks throughout the terminal. It's highly recommended to request wheelchair service in advance when booking your flight or at least call your airline 24-48 hours before departure. Airport staff will provide trained personnel to assist your elderly parent from the check-in area through security screening, to the boarding gate, and onto the aircraft. The service includes help with baggage handling and navigating the terminal. Wheelchairs are also available for connecting flights and can be arranged to wait at the arrival gate.",facilities,departure,english
54,Where is the medical clinic if someone feels unwell?,"The airport medical center is located on the ground floor near Gate 2 in the departure terminal. This facility is staffed with qualified medical professionals including doctors and nurses who can handle minor medical emergencies, provide first aid, and offer basic medical consultations. The clinic is equipped with essential medical equipment, oxygen supply, automated external defibrillators (AED), and common medications. Services include blood pressure monitoring, glucose testing, wound dressing, and treatment for common ailments like headaches, nausea, or minor injuries. For serious medical emergencies, the clinic can coordinate with nearby hospitals and ambulance services. The medical center operates 24/7 to ensure passenger safety and wellbeing. Paramedics are also stationed throughout the terminal and can be quickly summoned through any information desk or by approaching security personnel.",facilities,departure,english
55,Are there any quiet areas where I can rest or sleep during a long layover?,"While Islamabad International Airport doesn't have dedicated sleeping pods or rest capsules, there are several quiet seating areas where passengers can rest during layovers. The best options include: the gate seating areas near Gates 8-10 which tend to be less crowded and have reclining seats, the upper level near the prayer rooms which offers a calmer environment, and the Premium Lounge (available for business class passengers or with paid access) which provides comfortable seating, dim lighting, and a quieter atmosphere. The lounge also offers shower facilities and rest areas. For passengers on extended layovers (8 hours), some nearby hotels offer day-use rooms that can be booked through the airport information desk. The terminal maintains 24-hour lighting, so if you're sensitive to light, consider bringing an eye mask. Security is present throughout the terminal, making it safe to rest, though it's advised to keep your belongings secure and valuables on your person.",facilities,departure,english
56,Where can I buy traditional Pakistani handicrafts as gifts?,"Traditional Pakistani handicrafts and souvenirs are available at several locations in the departure terminal. The main souvenir shops near Gates 4 and 7 offer an excellent selection of authentic Pakistani products including: hand-embroidered textiles and shawls, miniature truck art replicas, blue pottery from Multan, onyx and marble handicrafts, traditional jewelry featuring semi-precious stones, Peshawar chappal (traditional footwear), pashmina shawls from northern areas, brass and copper decorative items, and packaged Pakistani spices and teas. The duty-free shops also carry some Pakistani handicraft items. Prices range from small items at 500-1,000 rupees to premium crafts costing several thousand rupees. Shop staff can provide certificates of authenticity for higher-value items and arrange appropriate packaging for fragile handicrafts. These make excellent gifts representing Pakistani culture and craftsmanship.",facilities,departure,english
57,Is there a place to shower before my flight?,"Shower facilities are available in the Premium Lounge located on the first floor near Gate 6. Access to the lounge and its shower facilities is available for business class passengers, first class ticket holders, eligible frequent flyer program members, or passengers who purchase a day pass (approximately 3,000-4,000 rupees). The shower rooms are private, clean, and well-maintained, equipped with hot water, toiletries, towels, and hair dryers. Each shower room includes a changing area and basic amenities. For passengers without lounge access, some nearby airport hotels offer shower facilities that can be used for a fee even without booking a room. Unfortunately, there are no pay-per-use public shower facilities in the main terminal area. If you need to freshen up without a full shower, the restrooms throughout the terminal have wash basins, and you can purchase toiletries at the convenience stores or pharmacy.",facilities,departure,english
58,Can I buy a local SIM card for my trip in Pakistan?,"Yes, several telecom provider shops are located near the main entrance of the departure terminal and in the arrival area. The major Pakistani mobile networks represented include Jazz, Telenor, Zong, and Ufone. These shops sell prepaid SIM cards specifically designed for tourists and visitors, offering various data and calling packages. To purchase a SIM card, you'll need to present your passport and may need to provide biometric verification as per Pakistani regulations. Typical tourist SIM packages range from 500-2,000 rupees and include data allowances from 5GB to unlimited, plus local calling minutes. Staff can help you choose an appropriate package based on your travel duration and usage needs. The SIM cards are activated immediately or within a few hours. Some shops also sell mobile phone accessories, portable chargers, and international calling cards. Remember that certain areas in northern Pakistan may have limited network coverage regardless of provider.",facilities,departure,english
59,Where can I exchange foreign currency to Pakistani rupees?,"Currency exchange services are available at multiple locations throughout Islamabad International Airport. The main exchange counters are located near the main entrance of the departure terminal and within the departure lounge after security. These counters are operated by authorized money exchangers and banks, typically offering competitive rates for major currencies including US Dollars, British Pounds, Euros, UAE Dirhams, Saudi Riyals, and other common international currencies. The exchange counters usually operate from early morning (around 6 AM) until late evening (around 11 PM), with some offering 24-hour service depending on flight schedules. Additionally, several ATMs throughout the terminal accept international cards (Visa, Mastercard, UnionPay) and dispense Pakistani rupees directly, though your bank may charge foreign transaction fees. It's advisable to compare rates between different counters and ATMs to get the best value. Keep your exchange receipts as you may need them when departing Pakistan to reconvert unused rupees.",facilities,departure,english
60,Is there a children's entertainment area or toys shop?,"Yes, a dedicated children's play area is located near Gate 5 in the departure lounge. This colorful, safe play zone features age-appropriate equipment including slides, climbing structures, soft play elements, and interactive games suitable for children aged 2-10 years. The area is carpeted with soft flooring to prevent injuries and is designed with parents' supervision in mind, allowing clear visibility from surrounding seating. While there isn't a specialized toy store, the souvenir shops near Gates 4 and 7 carry a selection of toys, stuffed animals, coloring books, and children's activities that can keep kids entertained during waits. The convenience stores also stock children's snacks, juice boxes, and small toys. Additionally, many gate areas have charging stations where children can use tablets or devices. The Premium Lounge, if accessible, offers additional child-friendly amenities and quieter spaces for families. Restrooms near the play area include baby changing facilities and family restrooms with extra space for parents with multiple children.",facilities,departure,english
61,Where can I report lost items or baggage?,"The Lost and Found office is located near the main information desk in the central area of the departure hall on the ground floor. This office handles all inquiries related to lost personal items, misplaced baggage, and found property within the airport terminal. Staff maintain a comprehensive database and storage system for recovered items. If you've lost something before security screening, report it immediately to the Lost and Found office. For items lost after security or at boarding gates, contact the office but also inform your airline's customer service desk as they maintain separate records for gate areas. To claim lost baggage that didn't arrive with you, you must file a Property Irregularity Report (PIR) at your airline's baggage service counter in the arrival area. The Lost and Found office operates during regular business hours (approximately 8 AM to 8 PM) but after-hours reports can be filed with airport security or information desks who will forward the information. When reporting lost items, provide detailed descriptions including brand, color, contents, and exact location where you last saw the item. The office typically holds found items for 30-90 days depending on value and type.",facilities,departure,english
62,Can I rent a portable WiFi device or get better internet?,"While Islamabad International Airport provides free WiFi throughout the terminal (network name: ISB_Airport_Free), portable WiFi device rentals are not directly available at the airport. However, the telecom shops near the entrance sell mobile WiFi hotspot devices and prepaid SIM cards with substantial data packages that can serve the same purpose. For improved internet access beyond the free WiFi, consider these options: purchase a local Pakistani SIM card with a data package from Jazz, Telenor, or Zong shops (4G LTE coverage is available in major cities), use the business center in the Premium Lounge which offers dedicated high-speed wired internet connections, or contact the information desk about temporary internet access passes for business travelers. The free airport WiFi is generally adequate for email, messaging, and light browsing but may have bandwidth limitations during peak hours. For video streaming, large file downloads, or video calls, a personal data connection is recommended. Many cafes and restaurants in the terminal also offer their own WiFi networks which may have better speeds.",facilities,departure,english
63,Where can I buy power adapters or phone chargers?,"Electronics accessories including power adapters, phone chargers, and travel converters are available at several locations in Islamabad International Airport. The convenience stores near the gate clusters stock basic phone charging cables (USB-C, Lightning, and Micro-USB), portable power banks, and international power adapters. The electronics shops in the duty-free area after security offer a wider selection of premium brands and universal travel adapters suitable for various countries. Pakistan uses Type C and Type D electrical outlets (230V, 50Hz), so if you're arriving from countries using different standards, you'll need an adapter. Prices range from 500 rupees for basic charging cables to 2,000-4,000 rupees for quality universal adapters or power banks. The mobile phone accessory shops near the telecom stores at the entrance also carry these items. If you forgot your charger, remember that many gate seating areas have USB charging ports built into the seats, and wireless charging pads are available in the Premium Lounge. In emergencies, you can ask at information desks if they have loaner chargers available.",facilities,departure,english
64,Is there a smoking lounge or designated smoking area?,"Yes, designated smoking areas are available for passengers at Islamabad International Airport, as smoking is prohibited throughout the interior of the terminal building in accordance with Pakistani aviation regulations and public health laws. The smoking area is located in an outdoor section accessible from the departure lounge, typically past security screening. This outdoor space is covered but open-air, equipped with seating, ashtrays, and adequate ventilation. It can be accessed while remaining within the secure area, so you won't need to go through security again. Look for clear signage indicating 'Smoking Area' or ask information desk staff for specific directions as you move through the terminal. Smoking any tobacco products, including cigarettes, cigars, and hookahs, inside the terminal building, restrooms, or gate areas is strictly forbidden and can result in substantial fines or legal action. Electronic cigarettes and vaping devices are also subject to the same restrictions. If you're a smoker with a long wait before your flight, plan your visits to the smoking area accordingly, allowing enough time to return to your gate for boarding announcements.",facilities,departure,english
65,Where can I get Pakistani snacks and sweets to take with me?,"Pakistani snacks and traditional sweets are available at multiple locations in the departure terminal. The convenience stores and souvenir shops stock packaged Pakistani treats including: various brands of chips and namkeen (savory snacks), biscuits and cookies from local brands like Peek Freans and EBM, traditional sweets like Sohan Halwa from Multan, packaged mithai (Indian sweets) such as gulab jamun and barfi, dried fruits and nuts which are popular Pakistani snacks, nimco (spicy mixed nuts and lentils), and packaged samosas and other savory items suitable for travel. The main gift shop near Gate 7 has a dedicated section for food items with attractive packaging suitable for gifts. Taste of Pakistan restaurant sometimes sells packaged versions of their popular dishes. Prices vary from 200-1,000 rupees depending on quantity and type. These make excellent gifts or personal snacks and most are TSA-compliant for international carry-on. Remember to check destination country customs regulations regarding food items before purchasing large quantities, as some countries restrict importation of certain food products.",facilities,departure,english
66,Can I print or photocopy documents at the airport?,"Yes, document printing, photocopying, and business services are available at Islamabad International Airport through several options. The primary facility is the business center located within the Premium Lounge on the first floor near Gate 6, which offers professional printing services, high-speed photocopying, scanning, faxing (though rare nowadays), document binding, and lamination services. This facility is equipped with modern printers, computers with internet access, and office supplies. Access to the business center typically requires lounge access (business class ticket, day pass purchase, or eligible frequent flyer status). Alternatively, the customer service desks and information counters throughout the terminal can assist with basic printing needs such as boarding passes, and some airline counters may help print important travel documents if you explain your situation. For urgent business needs, some passengers report success asking at airline business class check-in counters. Charges for printing services in the business center typically range from 20-50 rupees per page for black and white, and 50-100 rupees for color printing. If you need extensive business services, consider arriving early or budgeting time to access the Premium Lounge.",facilities,departure,english
67,Where is the baggage wrapping service and how much does it cost?,"Professional baggage wrapping services are available near the check-in counters in the departure hall at Islamabad International Airport. These services are typically operated by private vendors with clearly marked stalls or counters, usually identified by signs reading 'Baggage Wrapping' or 'Luggage Protection Service.' The service involves wrapping your entire suitcase or bag in thick, durable plastic film that protects against dirt, moisture, tampering, and minor damage during handling. This is particularly popular among Pakistani travelers and highly recommended for: bags with broken or weak handles/wheels, luggage containing fragile or valuable items, bags that look similar to many others (the wrapping makes yours distinctive), protection against unauthorized opening or theft, and keeping bags clean during transit. Prices typically range from 200-300 rupees per regular-sized bag, with larger or odd-shaped items costing 400-500 rupees. The process takes approximately 3-5 minutes per bag. The plastic wrap is transparent so security officials can still see your bag content on X-ray machines, but it provides a visible seal showing if anyone has tampered with your luggage. Most travelers find this a worthwhile investment for peace of mind.",facilities,departure,english
68,Is there a place to buy travel insurance at the airport?,"Yes, travel insurance can be purchased at Islamabad International Airport through dedicated insurance counters located near the check-in area in the departure hall. Several Pakistani insurance companies maintain representatives or automated kiosks at the airport, offering various travel insurance policies for both domestic and international travel. These policies typically cover: medical emergencies and hospitalization during travel, trip cancellation or interruption, lost or delayed baggage, flight delays and missed connections, emergency evacuation, and personal liability. Policy options range from basic coverage (around 1,000-2,000 rupees) for short domestic trips to comprehensive international coverage (5,000-15,000 rupees or more) depending on destination, duration, and coverage limits. Insurance agents can help you select appropriate coverage based on your destination and travel plans. It's generally more economical to purchase travel insurance online before arriving at the airport, but last-minute purchases are certainly possible. Bring your passport, flight details, and payment method (most counters accept both cash and cards). Some credit cards also provide complimentary travel insurance benefits for tickets purchased with the card?check with your bank before purchasing additional coverage. The insurance counters typically operate during peak flight hours but may have limited availability during early morning or late night.",facilities,departure,english
69,"Where can I buy magazines, books, or newspapers?","Reading materials including magazines, newspapers, and books are available at the bookshop located near Gate 6 in the departure lounge. This retail outlet stocks: current Pakistani English and Urdu newspapers (Dawn, The News, Express Tribune, Jang, Express), international newspapers and magazines (subject to availability, typically including major publications like Time, The Economist), Pakistani magazines covering topics like current affairs, lifestyle, and entertainment, bestselling English and Urdu books including fiction, non-fiction, and Pakistani authors, children's books and activity books for young travelers, travel guides and maps for various destinations, and crossword puzzle books and sudoku for in-flight entertainment. The convenience stores near gate clusters also carry a limited selection of magazines and newspapers. Prices are slightly higher than regular bookstores due to the airport location premium. Digital alternatives are also worth considering?you can download e-books, magazines, and newspapers to your device using the free airport WiFi before boarding. The bookshop staff can recommend Pakistani literature if you're interested in learning more about the country and culture. Operating hours typically align with flight schedules, with extended hours during peak travel times.",facilities,departure,english
70,Can I access the internet through computers or kiosks?,"Public internet access through computers and kiosks is limited at Islamabad International Airport. The primary option is the business center within the Premium Lounge (first floor, near Gate 6), which features desktop computers with high-speed internet, Microsoft Office suite, and printing capabilities?however, this requires lounge access through business class tickets, day pass purchase, or qualifying frequent flyer status. The main terminal does not have traditional internet café-style kiosks for general passenger use. However, several alternatives exist: the free airport WiFi (ISB_Airport_Free) provides comprehensive coverage throughout the terminal for your personal devices (smartphones, tablets, laptops), self-service check-in kiosks near airline counters can be used for basic flight-related internet functions, and information desk staff may assist with urgent internet needs such as accessing flight information or printing essential documents. If you urgently need computer access without lounge entry, consider asking at airline customer service desks or explaining your situation to staff at the information counter?they may provide solutions for critical needs. Most modern travelers rely on personal smartphones or tablets with the free WiFi rather than public computers. For future reference, consider traveling with a smartphone or tablet to ensure you can access essential services and communication during your journey.",facilities,departure,english
71,Is there halal meat available at the restaurants?,"Yes, absolutely! All meat served at restaurants and food outlets in Islamabad International Airport is 100% halal-certified, as this is a mandatory requirement for all food establishments in Pakistan. This includes KFC's chicken products, Subway's meat options, and all dishes at Taste of Pakistan restaurant. Pakistani law requires halal certification for all meat products sold and served in public establishments, and the airport strictly enforces these regulations. You can confidently order any meat-containing dish knowing it meets Islamic dietary laws. The restaurants display their halal certificates prominently, and staff can provide additional confirmation if requested. This applies to all forms of meat including chicken, beef, and lamb. The food outlets source their meat from certified halal suppliers who follow proper Islamic slaughter methods (zabiha). Even international chain restaurants operating in Pakistan, like KFC and Subway, adapt their supply chains to use halal-certified ingredients to comply with local requirements and cater to the predominantly Muslim population and international Muslim travelers.",facilities,departure,english
72,Where can I find a quiet workspace to use my laptop?,"For a quiet workspace to use your laptop at Islamabad International Airport, your best options are: The Premium Lounge on the first floor near Gate 6 offers dedicated work areas with comfortable seating, power outlets, good lighting, and minimal noise?ideal for productive work. Access requires business class tickets, lounge membership, or day pass purchase (3,000-4,000 rupees). The upper level seating areas near the prayer rooms (second floor) tend to be quieter than the main departure hall and have some desk-style seating with power outlets. Gate seating areas during off-peak hours, particularly Gates 8-10, can provide relatively quiet spaces, though noise levels vary depending on nearby flight activity. Some corners of the food court have individual table seating where you can work while having access to refreshments. All these areas have free WiFi coverage (ISB_Airport_Free network). For important work calls or video conferences, note that the terminal can be noisy during peak hours, so noise-cancelling headphones are highly recommended. The Premium Lounge offers the most professional and quiet environment if you need extended focus time for work. Power outlets are available at most seating areas throughout the terminal for charging laptops and devices.",facilities,departure,english
