"id","query","language","intent","terminal","entities","expected_response","notes"
"77","Can I bring Karachi's famous sohan halwa for my relatives?","en","baggage","departure","{""item"":""sweets""}","Yes, you can absolutely bring traditional Pakistani sweets like Karachi's famous sohan halwa, Multani sohan halwa, Hafiz's sweets, or any other local mithai in both your checked baggage and cabin baggage. Traditional sweets are among the most commonly transported items by Pakistani travelers visiting family or friends in other cities or abroad, and airports are very familiar with passengers carrying these food gifts. Sohan halwa and similar dry sweets are not considered liquids, so they don't face the liquid restrictions that apply to items like syrup-based sweets. For checked baggage, pack sweets in their original boxes or secure containers to prevent crushing - place them between clothing or in rigid boxes for protection. For cabin baggage, sweets are allowed but keep them accessible as security might want to visually inspect the packaging to confirm contents. The main concern is packaging - avoid anything that could leak or become messy, and if carrying items with syrup or moisture, seal them in plastic bags. For international travel, packaged commercial sweets from recognized sweet shops are generally preferred over homemade items, as they appear more legitimate to customs officials. Most countries allow small quantities of packaged sweets for personal consumption without issues.","Local sweets"
"78","My PIA flight was canceled yesterday, can I reuse the baggage tags?","en","baggage","departure","{""issue"":""canceled flight""}","No, you cannot reuse baggage tags from a canceled flight - all baggage tags become invalid when a flight is canceled or rescheduled, and you must obtain new tags for your rebooked flight. Each baggage tag contains specific barcoded information tied to a particular flight number, date, destination routing, and departure time, all of which have changed with your new flight. When you arrive at the airport for your rescheduled flight, proceed to the PIA check-in counter with your baggage, new booking confirmation, and identification. The check-in staff will issue fresh baggage tags with updated flight information and routing codes. Keep your old canceled flight documentation including the old baggage tag receipts in case of any disputes about rebooking or refunds, but these old tags are now just records, not valid for travel. The retagging process is quick - the staff will print new tags, attach them to your luggage, and give you new baggage claim receipts that you must safeguard until you collect your bags at your destination. This retagging requirement exists to prevent bags from being loaded onto wrong flights or misrouted through the baggage handling system.","Retagging required"
"79","Where can I buy bubble wrap to protect my items?","en","baggage","departure","{""service"":""packing materials""}","Unfortunately, Islamabad International Airport doesn't sell packing materials like bubble wrap, foam, or padding supplies in the terminal area. However, you have several alternatives to protect fragile items. The most convenient option is the professional baggage wrapping service located near the check-in counters in the departure hall, which charges PKR 200-300 per bag to wrap your entire suitcase in industrial-strength plastic wrap - while this doesn't provide internal padding, it does secure and protect the exterior. For internal cushioning, if you have time before arriving at the airport, purchase bubble wrap, foam sheets, or packing paper from stationery shops, hardware stores, or packaging material suppliers in Rawalpindi or Islamabad city. Common shops like Pace, Metro, or local markets in Saddar have these supplies. As an improvised solution at the airport, you can purchase clothing items from airport shops and use them as padding around fragile items - thick socks, sweaters, or towels work reasonably well. Some travelers use newspapers, though these aren't available for purchase at the airport. The airport's duty-free shops and retail stores focus on travel essentials, gifts, and food rather than packing supplies.","Packing supplies"
"80","Can I keep my electric shaver in my cabin bag?","en","baggage","departure","{""item"":""electric shaver""}","Yes, electric shavers, beard trimmers, and other battery-operated or rechargeable grooming devices are completely allowed in cabin baggage at Islamabad International Airport without any restrictions. These personal care electronic items are not classified as dangerous or prohibited goods. Keep your shaver easily accessible in your cabin bag because when you reach the security screening point, you may be asked to remove larger electronics for separate X-ray screening, though small grooming devices typically don't require removal. Both corded electric shavers and battery-operated models are permitted - if your shaver has a lithium battery, it's actually required to be in cabin baggage rather than checked luggage, as loose lithium batteries are restricted in checked bags due to fire risk. If your shaver has replaceable batteries, make sure the battery compartment is properly secured so batteries don't fall out during your journey. Other grooming tools like hair dryers, electric toothbrushes, and hair clippers are similarly allowed in cabin baggage. For liquid grooming products like shaving cream or aftershave, remember these must follow the 100ml liquid restriction and be in a clear plastic bag if carried in cabin baggage.","Grooming tools"
"81","I work for PIA, what's my staff baggage allowance?","en","baggage","departure","{""passenger"":""airline staff""}","As a PIA employee traveling on staff tickets or ID travel, your baggage allowance differs from regular passenger allowances and depends on several factors including your employment category, rank, route, and travel class. Generally, PIA staff have more generous allowances than regular passengers, but the exact weight and piece limits vary. For accurate information specific to your situation, you should check with the PIA employee services department, consult your company travel policy handbook, or contact the ID travel desk before your trip. When checking in for your staff travel, present your PIA employee ID card along with your staff ticket to the check-in counter, and they will apply the appropriate staff baggage allowance to your booking. The allowance typically varies between domestic and international sectors, with international flights often having higher limits. Some staff positions and seniority levels may have additional privileges. If you're traveling on a positive space confirmed ticket as opposed to standby, your allowances might differ. Never assume your allowance without verification, as showing up with excess baggage expecting automatic waiver can cause issues and potential charges.","Staff benefits"
"82","I'm taking gold jewelry for my sister's wedding, any restrictions?","en","baggage","departure","{""item"":""jewelry""}","You can transport gold jewelry and other valuable ornaments for personal or family use such as wedding gifts, but there are important security and customs considerations to keep in mind. For maximum security, always carry expensive jewelry in your cabin baggage rather than checked luggage - this keeps valuable items with you at all times and reduces theft risk. Checked baggage occasionally gets lost, delayed, or tampered with, and airline liability for valuable items in checked bags is very limited. While there's no restriction on the quantity of gold jewelry you can carry domestically within Pakistan, large quantities or high values should be documented with purchase receipts or family ownership records in case questions arise. For international travel, customs regulations become important - if you're carrying jewelry worth more than the duty-free allowance of your destination country, you may need to declare it and potentially pay import duty. Some countries have specific forms for temporarily importing jewelry that you'll take back with you. At Pakistani airports, security may ask to inspect jewelry during X-ray screening to verify it's genuine jewelry and not concealing prohibited items. Keep jewelry in original boxes or soft pouches to prevent damage and tangling.","Valuable jewelry"
"83","My bag smells like biryani from the food I packed, is that a problem?","en","baggage","departure","{""issue"":""odor""}","A mild food odor from sealed food items like biryani in your checked baggage is generally acceptable and won't prevent your bag from being checked in, as many Pakistani travelers transport home-cooked food between cities or to relatives abroad. However, there are practical considerations to keep in mind. Strong, pungent smells that might permeate throughout the baggage hold and affect other passengers' luggage should be avoided out of courtesy. The main concern isn't the smell itself but rather whether the food is properly sealed and won't leak or spill during transit - biryani with gravy can be messy if containers aren't absolutely leakproof. Use rigid, sealed plastic containers rather than thin plastic bags or aluminum foil, and double-wrap them in plastic bags as a precaution. Place food containers in the center of your bag surrounded by clothing to absorb any potential leaks and minimize odor transfer. For cabin baggage, avoid bringing strong-smelling foods as the confined aircraft cabin space makes odors more noticeable and can disturb other passengers. Security personnel might inspect food items to ensure they're indeed food and not concealing prohibited materials. If the smell is extremely strong, check-in staff might suggest additional packaging or plastic wrap to contain the odor.","Food smell"
"84","Can I take my tabla in the cabin instead of checking it?","en","baggage","departure","{""item"":""tabla""}","Yes, you can carry your tabla (traditional drum) as cabin baggage if it fits within the standard cabin baggage size dimensions of approximately 56cm x 45cm x 25cm and doesn't exceed the 7kg weight limit. Tablas, being relatively compact musical instruments, often fit these requirements especially if carried in a properly fitted soft case or bag. Musical instruments are valuable and can be damaged by rough handling in checked baggage, so carrying them in the cabin is actually the preferred option for many musicians. When you arrive at the check-in counter, inform the staff that you're carrying a musical instrument in cabin baggage - they may measure it to confirm it meets size requirements. Once on board, you can place the tabla in the overhead bin or under the seat in front of you, just like regular cabin baggage. If your tabla set is larger than cabin allowance or you have both tabla and other items exceeding combined limits, you'll need to check it. In that case, pack it very carefully with substantial padding, use a hard case if possible, mark it as fragile, and request delicate handling labels from check-in staff. Some airlines allow purchasing an extra seat for musical instruments that are too large for cabin but too valuable to check - inquire if this option interests you.","Traditional instrument"
"85","I bought perfume at duty-free, does it count as hand luggage?","en","baggage","departure","{""item"":""duty-free""}","No, items purchased at airport duty-free shops after passing through security, including perfumes, alcohol, cosmetics, and other products, do not count toward your regular cabin baggage allowance. These duty-free purchases come in special sealed tamper-evident bags with the receipt visible inside, and you can carry these additionally along with your standard cabin baggage and personal item. This exception exists because you purchased these items after security screening in the sterile area of the airport, so they've already cleared security protocols. The duty-free bags can contain liquids exceeding the normal 100ml limit that would otherwise be prohibited in cabin baggage if brought from outside the airport. You can carry multiple duty-free shopping bags without worry. However, if you have a connecting flight, especially an international connection through another country, be aware that you might need to go through security again, and those destination airports might not accept your duty-free liquids if you're transferring. For final destination flights, keep your duty-free purchases in their original sealed bags with receipt visible until you reach your destination. Don't open or tamper with the sealed bags during the flight, as this could cause issues with customs or connecting security screenings.","Duty-free separate"
"86","My flight is at 5 AM, can I check baggage the night before?","en","baggage","departure","{""service"":""early check-in""}","No, Islamabad International Airport does not offer night-before or overnight baggage check-in services. All baggage must be checked in on the same day as your flight departure, regardless of how early the flight is scheduled. For your 5 AM flight, check-in counters typically open 3 hours before departure for international flights and 2 hours before for domestic flights, which means counters open around 2 AM for your international flight or 3 AM for domestic. Yes, this requires arriving at the airport very early in the morning, but this is standard procedure for early morning flights worldwide. The requirement for same-day check-in exists because checked baggage must be continuously monitored for security, and airports cannot store bags overnight due to security protocols and liability concerns. Plan your transportation accordingly - you may need to arrange a taxi, use ride-sharing apps, or have family drive you to reach the airport by 2-3 AM. Some hotels near the airport offer early morning airport shuttle services. If you're traveling from far away, consider staying at an airport hotel the night before your early flight. Once you check in, you can rest in the departure lounge until your flight boards, as the terminal is open 24 hours.","No night check-in"
"87","My 5-year-old has a small school bag, does it count separately?","en","baggage","departure","{""passenger"":""child""}","Children who are 2 years old or above traveling on a purchased ticket (not as an infant on lap) are entitled to their own baggage allowance according to the ticket class they're traveling in, just like adult passengers. So your 5-year-old has their own separate checked baggage allowance (typically 20-23kg for economy class) and cabin baggage allowance (typically 7kg). Their small school bag would count as their personal item or cabin baggage within their allowance. In practice, airlines at Islamabad International Airport are generally flexible about small children's personal items - a small school backpack worn by a 5-year-old is unlikely to be weighed separately or strictly enforced, especially if it just contains toys, snacks, and entertainment for the flight. However, technically, if you're already at your cabin baggage limit with your own bags, the child's school bag is their cabin baggage and should be within the 7kg limit. Many families strategically pack heavier items in children's checked baggage since kids rarely pack 20kg of belongings, leaving capacity to split family items across multiple baggage allowances. If the school bag is truly tiny - just containing a toy and snacks - most airlines won't count it strictly. But if it's a full-size backpack, it counts as cabin baggage under the child's allowance.","Child bags"
"88","I'm diabetic, can I carry insulin injections in hand luggage?","en","baggage","departure","{""item"":""insulin""}","Yes, passengers with diabetes can carry insulin, syringes, insulin pens, blood glucose monitors, test strips, lancets, and all other diabetic supplies in cabin baggage without quantity restrictions at Islamabad International Airport and all Pakistani airports. These are classified as essential medical supplies, and airports make accommodations for passengers who need medications during travel. Insulin actually should be carried in cabin baggage rather than checked luggage because the cargo hold's temperature fluctuations can potentially damage insulin's effectiveness. Carry your diabetic supplies in a clear case or bag for easy identification during security screening. While a prescription or doctor's letter is not legally required for insulin in Pakistan, having this documentation is highly recommended as it quickly verifies your medical need if questioned by security or customs officers. A doctor's letter should state your diagnosis, the prescribed insulin type and dosage, and that you require these supplies for medical purposes. Keep insulin in its original pharmacy packaging with labels showing your name and medication details. For international travel, carry enough insulin for your entire trip plus extra days' supply in case of delays, and research your destination's regulations about importing medications. Some countries require declaring medical supplies at customs.","Diabetes supplies"
"89","How much can I declare for valuable items in my baggage?","en","baggage","departure","{}","The standard liability limit that airlines have for checked baggage under international aviation rules (Montreal Convention) is approximately 1,131 Special Drawing Rights (SDRs), which equals roughly USD 1,500-1,700, or about PKR 400,000-450,000 at current exchange rates. This represents the maximum compensation you can receive if your checked baggage is lost, damaged, or delayed, regardless of the actual value of contents. Importantly, this limit applies per passenger, not per bag, and it's a maximum - compensation is based on actual documented losses up to this limit. The liability for domestic flights within Pakistan may be lower and is governed by Pakistan's domestic aviation regulations. If you're carrying items worth more than this liability limit - such as expensive jewelry, electronics, cameras, antiques, or other valuables - the airline is not responsible for the excess value unless you purchase additional insurance. You have several options: purchase excess valuation insurance directly from the airline at check-in (expensive but possible), buy travel insurance from independent providers that covers baggage loss up to higher amounts, or simply don't check valuable items and carry them in cabin baggage where you maintain physical control. High-value items should really travel in cabin baggage whenever possible rather than checked luggage.","Liability limits"
"90","Can I pack document photocopies in checked luggage?","en","baggage","departure","{""item"":""documents""}","Yes, you can pack photocopies of documents in checked luggage, and in fact it's a good practice to keep backup copies of important documents separate from originals in case of loss or theft. However, never pack original important documents in checked baggage - always keep originals of your passport, national ID card, flight tickets, boarding passes, travel insurance documents, hotel reservations, medical prescriptions, credit cards, and any other critical papers in your cabin baggage where you have direct control and access. Checked bags occasionally get lost, delayed, or stolen, and if your original documents are inside, you'll face serious problems at your destination. The photocopies in checked luggage serve as backups - if something happens to your cabin bag or you lose documents during travel, you have copies that can help with police reports, embassy assistance for replacing passports, or proving identity. Consider also keeping digital scans of all important documents in your email or cloud storage (Google Drive, Dropbox) accessible from your phone - this provides another backup layer. Organize documents in a waterproof document holder or ziplock bag to protect them from potential moisture or spills in your luggage. Some travelers also leave copies of important documents with family members at home who can scan and email them if needed urgently.","Document placement"
"91","My hiking backpack has a metal frame, will security stop me?","en","baggage","departure","{""item"":""backpack""}","Your hiking backpack with a metal frame will pass through security screening at Islamabad International Airport without issues, as metal frames in backpacks are common and not prohibited items. The X-ray machines and metal detectors are sophisticated enough to distinguish between structural metal components like frames and prohibited items like weapons. However, you should expect the screening process to take slightly longer because the metal frame will show up prominently on the X-ray screen, and security officers will want to ensure it's just a backpack frame and not concealing anything suspicious. When you place your backpack on the conveyor belt for X-ray screening, remove it from any protective covers, open all compartments and pockets, and remove any large items like laptops or tablets that need separate screening. The backpack itself can remain assembled with the frame inside. Security personnel may ask you to open the backpack for manual inspection, especially if it's heavily packed and the X-ray image isn't completely clear. Be cooperative and patient - this is routine procedure for bags with metal components. If you have trekking poles, tent stakes, or other hiking equipment with metal parts, these might require additional inspection. Carabiners, camping equipment, and similar metal outdoor gear are allowed in checked baggage but must be in checked luggage, not cabin baggage.","Metal frame screening"
"92","Can I bring clay pottery from Multan in checked baggage?","en","baggage","departure","{""item"":""pottery""}","Yes, you can transport clay pottery, ceramic items, and traditional Multani blue pottery in checked baggage, but extreme care must be taken with packing because these items are very fragile and easily broken during baggage handling. Pakistani handicrafts like Multani pottery, tile work, and ceramic pieces are commonly transported by travelers as gifts or personal items. Each pottery piece should be individually wrapped in multiple layers of bubble wrap, foam, or thick paper. If you don't have professional packing materials, use clothing, towels, or blankets to wrap each item separately. Place wrapped items in the center of your suitcase surrounded by soft items like clothes, never near the edges or corners where impacts are most severe. Fill all empty spaces in the bag with soft materials to prevent items from shifting during transit. Hard-shell suitcases provide better protection than soft bags for fragile items. If transporting multiple pottery pieces, pack them so they don't touch each other directly. Consider buying luggage wrapping service at the airport (PKR 200-300) for extra protection. Critically important: understand that airlines explicitly state they are not liable for damage to fragile items in checked baggage - you pack and check such items at your own risk. If pottery items are very valuable or irreplaceable, consider shipping them separately through a specialized courier service that insures fragile items.","Fragile pottery"
"93","It rained and my bag got wet on the way, will they accept it?","en","baggage","departure","{""issue"":""wet baggage""}","Yes, slightly wet baggage from rain is acceptable for check-in at Islamabad International Airport, as airport staff understand that weather conditions sometimes cause luggage to get damp during transport to the airport. However, it's in your best interest to address the moisture before checking in. If the exterior is just damp, wipe it down with a towel or cloth available at the airport or from your car. If it's very wet, consider using the baggage wrapping service near check-in counters (PKR 200-300), which will seal the wet exterior and prevent moisture from affecting other passengers' bags in the cargo hold or dripping on airport floors. The most critical concern is protecting the contents inside your bag - immediately check that water hasn't seeped into the interior, especially around zippers and seams. Electronics, documents, and clothing inside must stay dry. If water has penetrated inside, try to dry the contents or transfer items to a plastic bag or dry bag to prevent further water damage during the flight. Water damage to baggage contents is typically not covered by airline liability if the exterior moisture was pre-existing and not caused by airline handling. For future trips during monsoon season, consider using waterproof luggage covers, rain bags, or wrapping your luggage in plastic before leaving home. Most modern suitcases have some water resistance, but prolonged rain exposure can lead to seepage.","Rain-wet bag"
"94","I want to take my cricket bat and stumps to Lahore, is that allowed?","en","baggage","departure","{""item"":""cricket equipment""}","Yes, cricket equipment including bats, stumps, pads, helmets, gloves, and protective gear can be transported in checked baggage on flights from Islamabad to Lahore or any other domestic route, and this is very common given Pakistan's passion for cricket. Your cricket equipment will count toward your regular checked baggage weight allowance (typically 20-23kg for economy class), so if you have a full cricket kit bag with bat, pads, helmet, gloves, and stumps, it can be quite heavy - ensure you're within your limit or be prepared to pay excess baggage charges. Cricket bats are considered potential weapons and cannot be carried in cabin baggage under any circumstances - they must be checked in. Pack your bat carefully with padding around it to prevent the blade from being damaged, and ensure it's secured so it doesn't shift and damage other items or the bag itself. Modern English willow bats are expensive and can crack if dropped, so consider a hard case if the bat is valuable. Stumps with sharp ends should be wrapped or covered so they don't tear through the bag or injure baggage handlers. For international flights, cricket equipment is generally not restricted, though very large items like practice nets or bowling machines might require special cargo arrangements. If you're a serious player traveling for tournaments, many team managers check full kit bags as group baggage.","Cricket gear"
"95","Can I leave my bags here if I'm coming back through ISB in 3 days?","en","baggage","departure","{""service"":""long-term storage""}","No, Islamabad International Airport does not offer multi-day or long-term baggage storage facilities for passengers who are traveling onward and returning later. The left luggage service available at the airport is designed only for same-day or overnight storage during flight delays, layovers, or short visits, not for storage spanning multiple days between separate trips. For storing luggage for 3 days or longer, you'll need to use commercial storage facilities in Rawalpindi or Islamabad city. Some options include self-storage companies that offer secure locker services, certain hotels that provide luggage storage for guests (even after checkout, for a fee), or private luggage storage businesses near popular tourist areas. If you're staying at a hotel before your departure or after your return, ask if they can store your bags for a few days - many hotels offer this service to their guests for a minimal fee or sometimes free. The reason airports don't provide extended storage is due to security protocols - bags cannot be left unattended for multiple days due to security concerns, and airports lack the infrastructure to manage long-term storage with proper tracking and liability. For future planning, if you need to leave items between trips, arrange advance booking with a city storage facility, which is more secure and reliable than airport options anyway.","No long-term storage"
"96","I'm taking an electric iron to my hostel, can I check it?","en","baggage","departure","{""item"":""electric iron""}","Yes, electric irons and other household electrical appliances are completely allowed in checked baggage at Islamabad International Airport. Students and professionals frequently transport small appliances like irons, kettles, immersion heaters, and fans when moving to hostels, universities, or new accommodation. Before packing your electric iron in checked luggage, ensure it has completely cooled down if it was recently used - hot appliances can damage other items in your bag or pose a safety risk. Empty any water from steam iron reservoirs, as water can leak during baggage handling and damage clothing or electronics in your bag. If the iron has a detachable power cord, pack it separately or wrap it securely around the iron to prevent tangling with other items. Remove any batteries if your iron has battery backup, as loose lithium batteries are restricted in checked baggage - though corded irons typically don't have batteries. Pack the iron in the center of your suitcase surrounded by clothing or soft items for cushioning, as irons can be heavy and might damage other items if they shift during transit. The iron will count toward your checked baggage weight allowance, and irons can be several kilograms, so account for this weight. For international travel, verify your destination's voltage standards - Pakistan uses 220V, and your iron should be compatible with your destination's electrical system.","Electric iron"
"97","My company bag has logo stickers all over, is that acceptable?","en","baggage","departure","{}","Yes, luggage with company logos, brand stickers, and decorative labels is completely acceptable and actually quite common at Islamabad International Airport. Many passengers use stickers to personalize their bags, making them easily identifiable on the baggage carousel and reducing the chance of another passenger accidentally taking your bag since many suitcases look similar. Company-branded bags from corporations, promotional bags from events, or luggage covered in travel stickers are all standard sights at airports. The only restriction would be if stickers or logos contain offensive content, hate symbols, or inappropriate imagery - these would violate airport conduct standards and might prompt staff to ask you to remove or cover them. Otherwise, corporate logos, sports team emblems, university badges, travel destination stickers, and brand names are all fine. In fact, travel experts recommend making your bag distinctive through stickers, colored ribbons, or unique tags because it speeds up identification at baggage claim and deters theft since a highly recognizable bag is harder to steal unnoticed. If your company bag is particularly distinctive with unique colors or design, you're less likely to experience the common problem of bag mix-ups where passengers accidentally take similar-looking bags. Just ensure stickers are firmly attached and won't peel off and potentially jam baggage handling equipment.","Logo stickers okay"
"98","Can I pack climbing rope and carabiners in my checked bag?","en","baggage","departure","{""item"":""climbing equipment""}","Yes, mountain climbing and rock climbing equipment including ropes, carabiners, harnesses, belay devices, ascenders, descenders, and climbing shoes are all permitted in checked baggage at Pakistani airports. Pakistan has a strong mountaineering community with many climbers heading to northern areas like Gilgit-Baltistan, Hunza, and K2 base camp, so climbing gear is commonly transported. Your equipment counts toward your regular checked baggage weight allowance, and climbing gear can be quite heavy especially with ropes, so watch your weight limits to avoid excess charges. Pack metal equipment like carabiners carefully so they don't damage the bag interior or other contents - consider a dedicated climbing gear bag or duffel. Coil ropes neatly and secure them to prevent tangling and make the bag easier to handle. Climbing harnesses and soft gear can go anywhere in the bag. Remove any sharp items like ice axes, crampons, or pitons from checked bags and pack them very carefully wrapped and secured, as truly sharp items may require additional security clearance. For international mountaineering expeditions, your equipment faces no restrictions, though commercial quantities of gear might raise questions. If you're part of a climbing expedition, coordinate with your team about distributing group equipment across multiple bags to avoid overweight issues. Consider gear insurance as airline liability for sports equipment is limited.","Climbing gear"
"99","I'm connecting from Islamabad to Peshawar, will my bag go directly?","en","baggage","departure","{""flight_type"":""domestic connection""}","For connecting domestic flights within Pakistan on the same airline, your checked baggage is typically checked through directly to your final destination (Peshawar), meaning you won't need to collect it at Islamabad and re-check it. When you check in at your origin city, inform the check-in agent that you have a connecting flight and provide both flight details - they will tag your bag with routing labels to Peshawar via Islamabad. You'll receive baggage claim tags and the staff should confirm that your bag is checked through to your final destination. However, it's essential to confirm this explicitly at check-in, as not all domestic connections are set up for through-checked baggage, especially if flights are on different airlines or have long layovers. If your connection is with a different airline, you'll likely need to collect baggage in Islamabad and re-check it with the second airline. For same-airline connections, ensure your layover time is sufficient (at least 2-3 hours recommended) in case your first flight is delayed and you need to catch up with your connecting flight. If your first flight is significantly delayed and you miss your connection, the airline will rebook you and your bag will be rerouted to your next available flight - your baggage tags allow tracking throughout this process.","Domestic transfer"
"100","Can I carry green tea and herbal chai in my hand luggage?","en","baggage","departure","{""item"":""tea""}","Yes, you can carry green tea, herbal chai, black tea, traditional Kashmiri kahwa, and other tea products in your hand luggage without any restrictions at Islamabad International Airport. Tea in its dry form - whether loose tea leaves, tea bags, tea powder, or dried herbs - is not classified as a liquid or restricted substance, so standard baggage rules apply. These items pass through security screening easily and are commonly carried by Pakistani travelers who want their preferred tea brands or traditional varieties that might not be available at their destination. Keep tea in its original packaging when possible, as branded packaging makes identification quick during security screening. If you're carrying loose tea or have transferred it to containers, use clear or transparent packaging so security personnel can visually inspect the contents if needed. Popular items like green tea bags, Tapal Danedar, Lipton tea bags, herbal infusions, and medicinal teas like senna or chamomile are all acceptable. The quantity you can carry is not specifically restricted as long as it fits within your cabin baggage weight limit (typically 7kg). For international travel, be aware that some countries have agricultural restrictions on plant materials including tea, though commercial packaged tea from recognized brands rarely faces issues. Traditional Pakistani chai with mixed spices is also allowed as long as the spices are pre-packaged.","Tea products"
"101","Is camera allowed in cabin baggage or must it be checked — can you confirm?","en","baggage","departure","{}","Economy class passengers are allowed 20kg checked baggage and 7kg cabin baggage","Common query | Auto-generated"
"102","Please tell me: where can i find the left-luggage in the departure hall?","en","baggage","departure","{}","Excess baggage costs PKR 800 per kg for domestic flights and USD 15 per kg for international flights","Pricing query | Auto-generated"
"103","Who should I contact if my baby formula is damaged during handling? Please advise.","en","baggage","departure","{}","Yes, you can carry one laptop bag or handbag in addition to your cabin baggage","Cabin baggage rules | Auto-generated"
"104","How early should I get to the airport to drop off laptop — can you confirm?","en","baggage","departure","{}","Prohibited items include lithium batteries, power banks, lighters, sharp objects, and flammable materials","Safety regulations | Auto-generated"
"105","Hi, What is the domestic flights allowance for passengers?","en","baggage","departure","{}","Cabin baggage must not exceed 7kg and dimensions should be 56cm x 36cm x 23cm","Standard IATA limits | Auto-generated"
"106","Please tell me: what is the economy class allowance for passengers?","en","baggage","departure","{}","Baggage drop-off counters are located at your airline's check-in area in the departure hall","Location query | Auto-generated"
"107","If my perfume is overweight, what are the next steps?","en","baggage","departure","{}","Yes, you can purchase additional baggage allowance at the check-in counter subject to availability","Last-minute purchase | Auto-generated"
"108","Please tell me: are there special counters for infant at check-in?","en","baggage","departure","{""passenger_type"":""infant""}","Infants are allowed 10kg checked baggage plus one collapsible stroller or car seat","Family travel | Auto-generated"
"109","What is the domestic flights allowance for passengers? Please advise.","en","baggage","departure","{""item"":""musical instrument""}","Small musical instruments that fit in overhead bins are allowed; larger ones must be checked or require an extra seat","Special items | Auto-generated"
"110","Can I purchase extra allowance for cricket bat online or at the airport — can you confirm?","en","baggage","departure","{}","Arrive at least 3 hours before international flights and 2 hours before domestic flights","Time recommendation | Auto-generated"
"111","Hi, Are there special counters for elderly passengers at check-in?","en","baggage","departure","{}","Yes, you can use TSA-approved locks; avoid regular locks as security may need to inspect your bag","Security advice | Auto-generated"
"112","Is laptop allowed in cabin baggage or must it be checked — can you confirm?","en","baggage","departure","{}","You'll need to pay excess baggage fees or remove items to meet the weight limit","Common concern | Auto-generated"
"113","What is the business class allowance for passengers? Please advise.","en","baggage","departure","{""item"":""sports equipment""}","Yes, sports equipment like golf clubs and skis are allowed but may incur additional charges","Special baggage | Auto-generated"
"114","Where can I find the tag printing in the departure hall — can you confirm?","en","baggage","departure","{""item"":""liquids""}","Liquids must be in containers of 100ml or less, placed in a clear plastic bag (max 1 liter)","Security rule | Auto-generated"
"115","If my laptop is overweight, what are the next steps? Please advise.","en","baggage","departure","{""class"":""business""}","Business class passengers are allowed 30kg checked baggage and 7kg cabin baggage","Premium class | Auto-generated"
"116","Where can I find the porter in the departure hall? Please advise.","en","baggage","departure","{""item"":""power bank""}","No, power banks must be carried in cabin baggage only due to fire safety regulations","Important restriction | Auto-generated"
"117","Can I purchase extra allowance for baby formula online or at the airport?","en","baggage","departure","{}","Yes, baggage wrapping service is available near the check-in area for a fee","Additional service | Auto-generated"
"118","Who should I contact if my hookah is damaged during handling?","en","baggage","departure","{}","Maximum dimensions are 56cm x 36cm x 23cm (22in x 14in x 9in)","Size restrictions | Auto-generated"
"119","Where can I find the porter in the departure hall — can you confirm?","en","baggage","departure","{}","This depends on your airline and ticket class; economy typically allows 1-2 bags","Varies by airline | Auto-generated"
"120","Hi, Who should I contact if my duty-free is damaged during handling?","en","baggage","departure","{""item"":""duty-free""}","Duty-free purchases are usually allowed in addition to your cabin baggage allowance","Shopping exception | Auto-generated"
"121","Are there special counters for families at check-in? Please advise.","en","baggage","departure","{""item"":""food""}","Most non-liquid food items are allowed; check destination country restrictions for fresh produce","Varies by destination | Auto-generated"
"122","Please tell me: what are the packing recommendations for hookah?","en","baggage","departure","{}","Oversized baggage must be checked and may incur additional fees","Size violations | Auto-generated"
"123","What are the packing recommendations for baby formula? Please advise.","en","baggage","departure","{}","Some airlines offer dedicated baggage drop counters for passengers who checked in online","Fast track option | Auto-generated"
"124","Please tell me: if my electronics is overweight, what are the next steps?","en","baggage","departure","{""item"":""electronics""}","It's recommended to carry valuable electronics in cabin baggage to prevent damage or theft","Safety recommendation | Auto-generated"
"125","Please tell me: how early should i get to the airport to drop off perfume?","en","baggage","departure","{}","Declare valuable items, fragile goods, lithium batteries, and any restricted items","Declaration requirements | Auto-generated"
"126","Can I purchase extra allowance for telescope online or at the airport?","en","baggage","departure","{}","Oversized baggage is handled at special counters; contact your airline for specific procedures","Special handling | Auto-generated"
"127","Hi, What is the business class allowance for passengers?","en","baggage","departure","{}","Yes, you can purchase additional allowance at the airport counter before baggage drop","Post check-in purchase | Auto-generated"
"128","How early should I get to the airport to drop off perfume?","en","baggage","departure","{}","Sharp objects, tools, liquids over 100ml, and sporting goods are not allowed in cabin","Security restrictions | Auto-generated"
"129","Hi, How early should I get to the airport to drop off laptop?","en","baggage","departure","{}","Report damaged baggage immediately at the airline's baggage service counter before leaving the airport","Damage claims | Auto-generated"
"130","How early should I get to the airport to drop off wedding dress? Please advise.","en","baggage","departure","{""item"":""wedding dress""}","Wedding dresses can be carried as cabin baggage if they fit in overhead bins or you can request a garment bag","Special occasion | Auto-generated"
"131","How early should I get to the airport to drop off telescope? Please advise.","en","baggage","departure","{}","Temporary baggage storage lockers are available in the departure hall for a fee","Storage option | Auto-generated"
"132","Are there special counters for families at check-in? Please advise. [32]","en","baggage","departure","{}","You need your boarding pass and valid ID/passport for baggage check-in","Required documents | Auto-generated"
"133","Please tell me: how much excess baggage fee will i pay for cricket bat?","en","baggage","departure","{}","Yes, you can distribute your total weight allowance across multiple bags as long as each doesn't exceed individual bag limits","Weight distribution | Auto-generated"
