"id","query","language","intent","terminal","entities","expected_response","notes"
"76","Can I rent a power bank or portable charger?","en","facilities","departure","{""service"":""power bank rental"",""item"":""charger""}","Power bank rental services are not currently available at Islamabad International Airport in the traditional sense of renting and returning devices. However, you have several alternatives to keep your devices charged: Purchase disposable or reusable portable power banks at convenience stores, electronics shops, or phone accessory shops near the entrance and in the terminal (prices range from 1,500-4,000 rupees depending on capacity and brand). Utilize the numerous free charging stations located at gate seating areas throughout the terminal—these feature both standard electrical outlets and USB ports. The Premium Lounge (first floor, near Gate 6) offers wireless charging pads and ample power outlets for lounge-access passengers. Many restaurant and café seating areas have power outlets at tables where you can charge while dining. Information desks may occasionally have courtesy chargers available for temporary loan in emergency situations, though availability varies. For future travel, consider investing in a personal portable power bank, which has become an essential travel accessory. If you're in urgent need of charging and don't want to purchase a power bank, look for the charging stations with USB ports throughout the terminal where you can charge your device while sitting nearby, or visit one of the many seating areas with built-in power outlets.","Device charging"
"77","Where can I file a complaint about airport services?","en","facilities","departure","{""facility"":""complaints desk"",""service"":""feedback""}","Passenger complaints and feedback about airport services can be filed at several locations within Islamabad International Airport. The primary venue is the Customer Service and Complaints Office located in the main departure hall, clearly marked with signage. This office is staffed during business hours (approximately 8 AM to 8 PM) and handles all service-related complaints, suggestions, and feedback. For issues outside these hours, information desks throughout the terminal can accept written complaints or direct you to emergency contacts for urgent matters. Additionally, feedback forms and complaint boxes are available at: customer service counters, information desks, and the main entrance area. When filing a complaint, provide specific details including date, time, location, nature of the issue, and any staff involved. Keep copies of any documentation for your records. For serious issues or if you're unsatisfied with the airport's response, you can escalate complaints to the Pakistan Civil Aviation Authority (PCAA) through their official channels. Many complaints can also be submitted online through the airport's official website or the PCAA's website, which may be more convenient for issues discovered after departure. The airport management takes passenger feedback seriously and investigates all complaints thoroughly. Response times typically range from a few days to 2-3 weeks depending on the complexity of the issue.","Customer service"
"78","Are there any art exhibitions or cultural displays in the airport?","en","facilities","departure","{""facility"":""art display"",""cultural"":""exhibitions""}","Islamabad International Airport features several cultural and artistic displays throughout the terminal that showcase Pakistani heritage, art, and culture. These installations are part of the airport's effort to provide travelers with a glimpse of Pakistan's rich cultural tapestry. You'll find: Permanent art installations in the main departure hall featuring contemporary and traditional Pakistani art, including paintings, sculptures, and digital displays highlighting Pakistan's diverse landscapes from the Karakoram mountains to coastal areas. Cultural exhibit areas near the gate lounges displaying traditional crafts, textiles, and handicrafts from various regions of Pakistan. The departure lounge features large photographic displays showcasing Pakistan's UNESCO World Heritage sites, including Mohenjo-Daro, Lahore Fort, and Taxila. Near the shopping areas, you'll find displays of truck art (the colorful decorative style seen on Pakistani trucks and buses) and traditional calligraphy. These artistic elements are integrated throughout the terminal rather than concentrated in a single museum-style space. The displays are changed periodically to feature different themes and artists. While not as extensive as dedicated museum exhibitions, these cultural presentations offer travelers, especially international visitors, an introduction to Pakistani culture and artistic traditions. Information plaques near displays provide context and background about the featured art and cultural elements.","Cultural displays"
"79","Is there a place to buy flowers or gifts for arriving passengers?","en","facilities","departure","{""facility"":""flower shop"",""item"":""gifts""}","Fresh flower bouquets are not typically sold within the departure terminal at Islamabad International Airport, as most gift shops focus on packaged goods, souvenirs, and travel items rather than perishable fresh flowers. However, you have several options for gifts suitable for arriving passengers: The souvenir shops near Gates 4 and 7 offer beautifully packaged Pakistani handicrafts, traditional items, sweets, and gift sets that make excellent welcome presents. Chocolate shops and confectionery stores sell premium chocolates and Pakistani sweets like packaged mithai that serve as thoughtful gifts. The duty-free shops carry perfumes, cosmetics, and luxury items suitable as gifts. If you specifically need fresh flowers, you may need to arrange delivery from flower shops in Islamabad or Rawalpindi city to the airport arrivals area, coordinating the timing with the expected arrival. Some passengers pre-arrange flowers through hotel concierge services or local florists who deliver to the airport arrivals terminal at specified times. Gift baskets and food items available at the convenience stores can also serve as welcome gifts. For last-minute greeting arrangements, consider purchasing attractive packaged gifts from the airport shops and combining them with a handwritten note or greeting card (also available at shops) to create a personalized welcome package. The souvenir shops can often arrange gift wrapping services for purchased items.","Gift shopping"
"80","Can I store my luggage overnight at the airport?","en","facilities","departure","{""service"":""overnight storage"",""duration"":""long-term""}","Yes, overnight luggage storage is available at the left luggage facility located near the main entrance of the departure hall at Islamabad International Airport. This service operates 24/7 and can accommodate bags for hours, overnight, or even several days. The storage facility is secure, monitored by CCTV cameras, and staffed by trained personnel who will issue you a claim ticket that you must present to retrieve your luggage. Charges are typically calculated per bag per day (or per 24-hour period), with rates approximately 300-500 rupees per standard-sized bag, and higher rates for larger items or extended storage periods—exact pricing should be confirmed at the facility. When storing luggage, bring valid identification (passport or national ID card) as this is required for all storage transactions. The facility will tag and record your items, and you'll need your claim ticket and ID to retrieve them. For extended storage periods, inform the staff of your expected retrieval date and time. The service is particularly useful for travelers with long layovers who want to explore Islamabad without carrying luggage, passengers with connecting flights on different days, or people who arrive early but have later flights. Note that the facility won't accept items containing prohibited or dangerous materials. For valuable items, consider using the airport's safe deposit services or keeping valuables with you rather than in stored luggage.","Long-term storage"
"81","Where can I find COVID-19 testing services?","en","facilities","departure","{""service"":""COVID testing"",""facility"":""health""}","COVID-19 testing facilities at Islamabad International Airport are located in the health screening area near the main entrance and sometimes near certain international departure gates, though availability and requirements have changed significantly as pandemic restrictions have evolved. As of current guidelines, many countries have relaxed or eliminated COVID testing requirements for travelers, but services remain available for destinations that still require them or for passengers who prefer testing for personal health reasons. The testing facility can provide: PCR tests (results typically within 24-48 hours, though express services may be available for additional fees), rapid antigen tests (results within 30-60 minutes), and official health certificates required by certain countries. It's highly advisable to check your destination country's current entry requirements well before your flight, as many nations have updated their policies. Testing fees vary but generally range from 3,000-8,000 rupees depending on the test type and turnaround time requested. For international travelers requiring COVID testing, arrive at the airport well in advance of your flight (4-5 hours for international flights) to allow time for testing and results. Some airlines also partner with specific testing providers and may have designated facilities or expedited services. Contact your airline or check the airport's official website for current COVID testing locations, hours, pricing, and requirements. Always verify destination-specific entry requirements including test timing (many countries require tests within 48-72 hours of departure) and accepted test types.","Health screening"
"82","Is there a place for Muslims to pray Jummah (Friday prayer)?","en","facilities","departure","{""facility"":""prayer room"",""religious"":""Jummah""}","Yes, the prayer rooms at Islamabad International Airport (second floor, near Gate 5) accommodate Jummah (Friday) prayers. Given that Pakistan is an Islamic country and Islamabad is the capital, the airport is well-equipped to facilitate Islamic religious observances including the special Friday congregational prayer. The prayer rooms are spacious enough to accommodate larger gatherings typical of Jummah prayers. The men's prayer room is particularly sizeable and can hold 30-40 worshippers comfortably. The timing of Jummah prayer (which replaces the regular Friday Zuhr prayer) varies by season according to solar calculations but typically falls between noon and 2:30 PM. The airport prayer rooms remain open 24/7, and on Fridays, the facility may see increased attendance during Jummah time. While a formal khutbah (sermon) and congregation led by an imam may not be regularly organized by the airport, worshippers often gather informally for Jummah prayer, and sometimes a qualified person among the travelers leads the service. The prayer rooms are oriented towards the Qibla with clear direction markings. Separate prayer spaces are maintained for men and women with appropriate privacy. Adjacent ablution facilities allow worshippers to perform wudu before prayers. If you plan to attend Jummah prayer at the airport, arrive at the prayer room 15-20 minutes before the expected time to ensure you don't miss the congregation.","Friday prayer"
"83","Can I buy Pakistani rupees if I forgot to exchange money?","en","facilities","departure","{""service"":""currency"",""location"":""departure""}","Yes, you can obtain Pakistani rupees at Islamabad International Airport even if you forgot to exchange money beforehand. Currency exchange counters are located near the main entrance of the departure terminal and within the departure lounge area after security screening. These authorized forex dealers and bank counters can exchange major international currencies including US Dollars, British Pounds, Euros, UAE Dirhams, Saudi Riyals, and other commonly traded currencies into Pakistani rupees. The counters typically operate from early morning (around 6 AM) until late evening (around 11 PM), with extended hours during peak international flight times. Additionally, numerous ATMs throughout the terminal accept international debit and credit cards (Visa, Mastercard, American Express, UnionPay) and dispense Pakistani rupees—this is often the most convenient option and may offer competitive exchange rates, though your home bank may charge foreign transaction fees (typically 1-3%). When using airport exchange services, the rates are generally reasonable but may include a small premium compared to banks in the city. It's wise to compare rates between different exchange counters before completing large transactions. Always keep your exchange receipts as you may need them later, especially if you want to reconvert unused rupees back to your original currency when departing Pakistan. For your immediate needs upon arriving in Pakistan, exchanging $50-100 or equivalent is usually sufficient to cover transportation, meals, and initial expenses.","Currency exchange"
"84","Where can I find a barber or salon for a quick haircut?","en","facilities","departure","{""facility"":""barber"",""service"":""grooming""}","Professional barbershop and salon services are typically limited at Islamabad International Airport. Such services are not commonly found in the main departure terminal areas accessible to all passengers. However, grooming services may be available in the Premium Lounge (first floor, near Gate 6) which sometimes offers basic grooming services like shaving or beard trimming as part of their amenities—this requires lounge access through business class tickets, eligible frequent flyer status, or day pass purchase. Some airport lounges globally include barber services, though availability at Islamabad's specific lounges should be confirmed. For quick grooming needs, the restrooms throughout the terminal have adequate facilities and mirrors for basic self-grooming. The pharmacy and convenience stores sell travel-sized grooming products, disposable razors, combs, and other personal care items if you need to freshen up. If you specifically need a professional haircut or extensive grooming services, there are several options in the nearby areas of Islamabad and Rawalpindi, though this would require leaving the airport terminal (only feasible if you haven't yet checked in or passed through security). Some hotels near the airport have in-house salons that might accommodate airport passengers. For future international travel, many major international hub airports offer premium services including barber shops and spas, but these facilities are less common in Pakistan's airports currently. Consider scheduling grooming appointments before arriving at the airport for your departure.","Personal grooming"
"85","Is there a place to buy traditional Pakistani clothing?","en","facilities","departure","{""facility"":""clothing shop"",""item"":""traditional""}","Traditional Pakistani clothing and fashion items are available at the clothing and fashion shops in the departure terminal, particularly in the shopping area near Gates 4-7. While the selection at airport shops is more limited than dedicated clothing bazaars in the city, you can typically find: women's dupattas and shawls (both casual and embroidered), men's shalwar kameez sets (Pakistan's traditional outfit), ladies' kurtas and tunics suitable for travel, embroidered stoles and scarves, traditional accessories like jewelry and bangles, and sometimes children's traditional outfits. The souvenir shops also carry some textile items including smaller traditional garments and accessories. For higher-end traditional clothing or more extensive selection, the duty-free and premium shops may have designer Pakistani clothing brands. Prices vary significantly based on quality, fabric, and embroidery work—simple items might start around 1,500-3,000 rupees while premium embroidered pieces can cost significantly more. The advantage of purchasing traditional clothing at the airport is the convenience and the assurance of quality, though prices are generally higher than in city markets. If you're looking for authentic, intricate traditional Pakistani fashion with extensive variety, the markets in Rawalpindi and Islamabad offer much better selection at more competitive prices. However, for last-minute purchases or gifts, the airport shops provide reasonable options. Staff can assist with sizing and offer recommendations based on your preferences and budget.","Traditional fashion"
"86","Where can I exchange rupees back to my currency?","en","facilities","departure","{""service"":""currency reconversion"",""direction"":""outbound""}","You can reconvert unused Pakistani rupees back to major foreign currencies at the same currency exchange counters located near the main entrance and within the departure lounge at Islamabad International Airport. However, there are important considerations for currency reconversion: Most exchange services will require you to present the original exchange receipts (from when you initially converted foreign currency to rupees) to prove the money's legal origin, particularly for larger amounts. Without these receipts, exchanges may be limited or refused. Pakistani regulations typically restrict the amount of rupees that can be reconverted, often around 25% of the original amount exchanged or up to certain maximum limits. Exchange rates for reconversion are generally less favorable than the original exchange, meaning you'll likely lose money in the double conversion process. For this reason, it's advisable to plan your spending in Pakistan carefully and exchange only what you're likely to need. Small amounts of leftover rupees (notes and coins) can be donated to charity boxes available at the airport, kept as souvenirs, or saved for a future visit to Pakistan. Alternatively, some travelers use remaining rupees for last-minute airport purchases like snacks, books, or souvenirs. The currency exchange counters operate during standard hours (approximately 6 AM to 11 PM) with possible extensions during peak international flight times. Always allow extra time for currency transactions before your flight, as queues can form during busy periods.","Reconversion services"
"87","Are there charging lockers for devices and luggage?","en","facilities","departure","{""facility"":""charging lockers"",""service"":""secure storage""}","Standard charging lockers (secure storage units with built-in device charging) are not currently a common feature at Islamabad International Airport. However, the airport provides several alternatives for secure device charging and luggage storage: For device charging, numerous free charging stations are available throughout the terminal at gate seating areas, featuring both standard electrical outlets and USB ports where you can charge devices while supervising them. The Premium Lounge (first floor, near Gate 6) offers secure, comfortable seating areas where you can charge devices while working or resting—this requires lounge access. Many gate seating areas have outlets integrated into the seats, allowing you to charge while remaining with your device. For luggage storage, the left luggage facility near the main entrance provides secure, staffed storage for bags and luggage (fees apply, approximately 300-500 rupees per bag per day) though these are not electronic lockers. Staff-monitored storage with security cameras ensures your belongings are safe. Some airports globally have introduced smart lockers with charging capabilities, and it's possible this feature may be added to Islamabad International Airport in future upgrades. For now, the combination of free public charging points (where you can monitor your device) and secure staffed luggage storage meets most travelers' needs. Never leave devices unattended while charging at public charging stations, as theft can occur. Keep valuables secured and within sight at all times.","Device security"
"88","Can I buy prescription medications at the pharmacy?","en","facilities","departure","{""facility"":""pharmacy"",""service"":""prescription""}","Yes, the 24-hour pharmacy located near the main entrance of the departure hall at Islamabad International Airport stocks prescription medications, though availability depends on the specific medication and local regulations. For prescription drugs, Pakistani pharmacies typically require a valid prescription from a licensed physician. However, some common medications that require prescriptions in other countries may be available over-the-counter in Pakistan, including certain antibiotics, pain medications, and blood pressure medicines—though regulations are becoming stricter. The airport pharmacy carries: common prescription medications for chronic conditions, pain relief medications (both OTC and prescription-strength), antibiotics for common infections, diabetes medications and insulin, cardiovascular medications, respiratory medications including asthma inhalers, and common travel medications like anti-nausea pills, anti-diarrheal medications, and altitude sickness tablets. If you have a prescription from your home country, bring it to the pharmacy and discuss your needs with the pharmacist, who can often help identify equivalent Pakistani medications. For controlled substances or specialized medications, availability may be limited. The pharmacist can provide advice on proper usage, dosing, and potential interactions. Prices for medications in Pakistan are generally much lower than in Western countries. If you require specific medications during your stay in Pakistan, consider: bringing adequate supplies from home (ensure they're legal in Pakistan and you have prescriptions), visiting larger hospitals or medical centers in Islamabad which have more comprehensive pharmacies, or consulting with a local Pakistani doctor who can write a prescription for local pharmacies. Always carry a copy of your prescriptions when traveling internationally.","Prescription services"
"89","Where can I find adapters for international electrical outlets?","en","facilities","departure","{""item"":""electrical adapter"",""service"":""power""}","International electrical outlet adapters and travel converters are available at several locations throughout Islamabad International Airport. You can purchase these essential travel accessories at: electronics and phone accessory shops near the main entrance, convenience stores near gate clusters (which stock basic travel adapters), duty-free shops in the departure lounge (which typically carry premium universal adapters), and souvenir shops (which sometimes include adapters in travel accessory sections). Pakistan uses Type C and Type D electrical outlets with 230V voltage and 50Hz frequency. If you're traveling from countries with different electrical standards (like North America with 110V or countries using Type A/B plugs), you'll need an adapter and possibly a voltage converter depending on your devices. Most modern electronics like phone chargers, laptops, and camera batteries have built-in voltage converters (check your device's input specifications: if it says 100-240V, you only need a plug adapter, not a voltage converter). Universal travel adapters that work in multiple countries typically cost 1,500-3,000 rupees at the airport, while basic single-country adapters may cost 500-1,000 rupees. If you forgot to bring an adapter and need to charge devices urgently, the Premium Lounge and some international airlines' gates may have universal outlets or loaner adapters available. Remember to purchase your adapter before passing through security if possible, as the best selection is usually in the shops near the entrance. For frequent travelers, investing in a quality universal adapter with multiple plug types and USB charging ports is highly recommended.","Travel adapters"
"90","Is there a place to buy traditional Pakistani tea?","en","facilities","departure","{""facility"":""food shop"",""item"":""tea""}","Yes, traditional Pakistani tea and tea products are available at multiple locations in the departure terminal at Islamabad International Airport. You can purchase packaged Pakistani tea at: the souvenir shops near Gates 4 and 7 (which offer gift-packaged traditional tea varieties perfect for presents), convenience stores throughout the terminal (stocking popular Pakistani tea brands in convenient sizes), the duty-free shops (which sometimes carry premium Pakistani tea gift sets), and the gift shops near the food court area. Available tea varieties typically include: traditional black tea (Pakistan's most consumed type, brands like Tapal, Lipton Pakistan, and local varieties), Kashmiri kahwa (a traditional green tea blend with spices, almonds, and saffron), green tea varieties, cardamom-flavored tea, and specialty herbal teas. Packaged teas are available in various formats including loose leaf tea, tea bags, and sometimes traditional tea masala (spice blends). Prices range from 200-500 rupees for standard packages to 1,000-2,000 rupees for premium gift sets. The tea products are packaged attractively and suitable for both personal use and as gifts. If you want to taste Pakistani tea before purchasing, visit Gloria Jean's or the food court cafés where you can order authentic Pakistani chai (tea) made with milk and spices. The taste of properly prepared Pakistani tea is distinctive and beloved throughout the country. Staff at shops can recommend specific brands and varieties based on your preferences. Traditional Pakistani tea culture emphasizes strong, milky tea often brewed with cardamom and other spices—these packaged products allow you to recreate this experience at home.","Tea products"
"91","Can I get assistance for visually impaired passengers?","en","facilities","departure","{""service"":""accessibility"",""disability"":""visual""}","Yes, Islamabad International Airport provides comprehensive assistance services for visually impaired passengers. These services can be requested at: the assistance desk at the main entrance, airline check-in counters when you check in, or by contacting your airline at least 48 hours before your flight (highly recommended for smooth arrangements). The airport offers trained personnel who provide escorts from entry through check-in, security screening, to the boarding gate and onto the aircraft. Services include verbal descriptions of surroundings, physical guidance, assistance with paperwork and forms, help navigating security procedures, and ensuring safe boarding. Guide dogs are permitted throughout the airport and on aircraft in accordance with international aviation accessibility standards—proper documentation should be presented. The airport layout includes tactile paving in key areas to assist with wayfinding. Staff are trained in disability awareness and assistance techniques. Information desks can provide verbal directions and assistance. Security screening procedures can be adapted with staff providing clear verbal explanations of each step. For visually impaired passengers traveling alone, the escort service ensures you never need to navigate unfamiliar spaces without assistance. Many airlines also have special programs for passengers with visual impairments—contact your airline about their specific services and procedures. The assistance is provided free of charge as part of the airport's commitment to accessibility.","Visual impairment support"
"92","Where can I find Pakistani spices to take home?","en","facilities","departure","{""facility"":""spice shop"",""item"":""food products""}","Pakistani spices and culinary products make excellent gifts and are available at multiple locations in the departure terminal. The souvenir shops and gift stores near Gates 4 and 7 stock attractively packaged spice collections including: garam masala (essential Pakistani spice blend), whole and ground spices like cumin, coriander, turmeric, red chili powder, biryani masala blends, nihari spice mixes, karahi masala, chat masala, and specialty items like dried fenugreek leaves (methi). Many come in sealed, beautifully decorated packages suitable for gifts or personal use. The convenience stores also carry basic cooking spices in smaller quantities. Prices range from 300-500 rupees for individual spice packets to 1,500-3,000 rupees for premium gift sets containing multiple spices. Some shops also sell other Pakistani food products like basmati rice, dried fruits, traditional sweets, and specialty ingredients. When purchasing spices to carry internationally, consider: most countries allow reasonable quantities of packaged commercial spices for personal use, keep items in original sealed packaging with labels clearly showing contents, declare all food items on customs forms at your destination, check specific restrictions for your destination country as some nations limit or prohibit certain food imports. The quality of Pakistani spices is excellent, with many considered among the best globally—particularly Pakistani red chili powder, which is known for its rich color and flavor. Shop staff can recommend appropriate gift sets and explain the uses of different spices.","Spice shopping"
"93","Is there hearing assistance or sign language support?","en","facilities","departure","{""service"":""accessibility"",""disability"":""hearing""}","Islamabad International Airport is working to improve services for hearing-impaired passengers, though specialized support may be more limited than in some international airports. Available assistance includes: Information desks and customer service counters where staff can communicate through written notes when verbal communication is difficult, visual display boards throughout the terminal showing flight information, gate assignments, and important announcements, text-based information through the airport's mobile app and website, and special assistance that can be arranged through airlines in advance—some staff may have basic sign language training. For deaf or hard-of-hearing passengers, it's highly recommended to: Request special assistance when booking your flight, informing the airline of your needs so they can arrange appropriate support. Arrive at the airport early to allow extra time for communication-intensive processes like check-in and security. Carry a notepad and pen for written communication with staff. Use your smartphone for text-based communication or translation apps. Inform security and airline staff of your hearing impairment so they can adapt their communication approach. Pakistan Sign Language (PSL) interpretation services may not be consistently available at all times, but customer service desks can try to arrange assistance if needed. The visual flight information displays are comprehensive and frequently updated, providing much of the information typically announced verbally. Airlines can arrange for staff to meet you at specific locations to provide guidance. For international flights, some airlines provide specialized services for passengers with hearing impairments. The airport is gradually implementing more accessibility features in line with international standards.","Hearing assistance"
"94","Can I buy bottled water and drinks in bulk?","en","facilities","departure","{""facility"":""convenience store"",""item"":""beverages bulk""}","Yes, you can purchase bottled water and beverages in bulk or multiple quantities at the convenience stores located throughout the departure terminal at Islamabad International Airport. These stores, positioned near gate clusters and the food court, stock: various brands of bottled water in different sizes (500ml, 1 liter, 1.5 liter bottles), carbonated soft drinks and sodas, juice boxes and bottled juices, energy drinks, traditional Pakistani drinks like Rooh Afza, sports drinks, and milk beverages. While these stores don't typically sell wholesale quantities, you can purchase multiple bottles without issue—this is common for passengers stocking up for flights or long journeys. Prices are higher than in regular markets due to airport premium pricing, typically 80-150 rupees for 500ml water bottles and 150-300 rupees for larger bottles or specialty drinks. A practical tip: After passing through security, you can refill empty water bottles at the water fountains and refill stations located throughout the terminal, which provide free filtered drinking water. This is both economical and environmentally friendly. If you're purchasing beverages for a group or family, consider asking staff if they offer any multi-purchase discounts, though this isn't standard practice. Remember that liquid restrictions apply only to items brought through security—once you're in the departure lounge after security screening, you can purchase and carry any quantity of liquids onto your flight. The convenience stores also sell snacks, sandwiches, and packaged food items if you want to avoid airline meal costs or have dietary restrictions.","Bulk beverages"
"95","Where can I find local Pakistani newspapers?","en","facilities","departure","{""facility"":""newsstand"",""item"":""newspapers local""}","Local Pakistani newspapers in both English and Urdu are available at the bookshop near Gate 6 and at convenience stores throughout the departure terminal at Islamabad International Airport. You'll find current editions of major Pakistani publications including: English-language newspapers like Dawn (Pakistan's oldest English newspaper with comprehensive national and international news), The News International, Express Tribune (Pakistan edition of International Herald Tribune), Daily Times, and The Nation. Urdu-language newspapers include Jang (one of the largest Urdu dailies), Express, Nawa-i-Waqt, and others. The newsstand also typically carries provincial newspapers and regional publications. Newspapers are usually available from early morning (6-7 AM) when delivery trucks arrive, ensuring passengers on morning flights have access to current news. Prices range from 50-100 rupees per newspaper. In addition to newspapers, these outlets sell Pakistani and international magazines covering business, news, lifestyle, entertainment, and special interests. For digital alternatives, most Pakistani newspapers offer free or subscription-based online access—you can read them on your devices using the airport's free WiFi (ISB_Airport_Free network). Popular news apps include Dawn News, Geo News, ARY News, and Express News. If you're interested in learning about Pakistani current affairs, politics, or culture, the English-language newspapers provide excellent insights and are written for international audiences. The Urdu press offers deeper coverage of local issues and cultural topics for those who read Urdu.","Pakistani press"
"96","Is there assistance for passengers with mobility issues?","en","facilities","departure","{""service"":""accessibility"",""disability"":""mobility""}","Yes, Islamabad International Airport provides extensive support for passengers with mobility issues, reduced mobility, or disabilities affecting movement. Comprehensive mobility assistance services include: Free wheelchair provision available at the main entrance assistance desk, airline check-in counters, and information desks throughout the terminal—manual wheelchairs are standard, with some motorized options available. Trained escort personnel who assist from check-in through security, to the boarding gate, and onto the aircraft, including help with baggage. Accessible restrooms with grab bars, wider stalls, and appropriate facilities located throughout the terminal, clearly marked with accessibility symbols. Ramps, elevators, and accessible pathways connecting all areas of the airport. Priority screening lanes at security checkpoints where procedures can be adapted for passengers using wheelchairs or with mobility aids. Designated seating areas with extra space for wheelchairs. Special boarding assistance including aisle chairs for aircraft boarding when needed. For optimal service, request mobility assistance when booking your flight or contact your airline at least 48 hours before departure. Arrive at the airport earlier than standard recommendations to allow time for special assistance procedures (3-4 hours for international, 2-3 hours for domestic). The airport also accommodates mobility aids including walkers, canes, crutches, and personal wheelchairs (which can be gate-checked and returned upon landing). Staff throughout the airport are trained to assist passengers with mobility challenges with patience and respect. If traveling with a companion, they can accompany you through all stages of the journey.","Mobility support"
"97","Can I buy phone SIM cards for other countries?","en","facilities","departure","{""facility"":""SIM shop"",""service"":""international""}","The telecom shops at Islamabad International Airport primarily sell Pakistani SIM cards (Jazz, Telenor, Zong, Ufone) for use within Pakistan. International SIM cards for specific other countries are generally not available at the airport, as each country's telecommunications are regulated locally and sold primarily within that country. However, you have several alternatives for international connectivity: Purchase international roaming packages from the telecom shops for your Pakistani SIM card if you're a local—these work in many countries but can be expensive. Buy travel SIM cards or international SIM cards online before your trip through services like OneSimCard, WorldSIM, or Truphone that work in multiple countries. Consider eSIM services if your phone supports eSIM technology—these can be purchased and activated digitally without physical SIM cards, providing connectivity in many countries. Plan to purchase local SIM cards upon arrival at your destination airport or in the destination city, which is usually the most economical option. Many international airports have SIM card vending machines or shops in arrival halls. For short trips, international roaming from your home carrier might be sufficient despite higher costs. Some Pakistani operators offer reasonable international roaming rates for neighboring countries like UAE, Saudi Arabia, and others. The telecom shop staff can advise on international roaming options and rates if you're using a Pakistani number. If you're departing Pakistan and need connectivity during layovers or in transit, consider downloading offline maps, translators, and essential information before leaving areas with WiFi.","International connectivity"
"98","Where can I find English-language books about Pakistan?","en","facilities","departure","{""facility"":""bookstore"",""item"":""books Pakistan""}","The bookshop near Gate 6 in the departure lounge typically stocks a selection of English-language books about Pakistan, though the collection may be limited compared to specialized bookstores in the city. You can usually find: Travel guides and guidebooks for Pakistan (Lonely Planet, Rough Guides if available) covering major cities and tourist destinations. Books on Pakistani history, culture, and politics written in English for international audiences. Works by prominent Pakistani English-language authors like Mohsin Hamid, Bapsi Sidhwa, Kamila Shamsie, and others. Coffee table books featuring Pakistani art, architecture, landscapes, and cultural heritage. Collections of Pakistani poetry translated into English. Books about specific regions like the Karakoram, Northern Areas, or Indus Valley. The souvenir shops near Gates 4 and 7 sometimes carry illustrated books about Pakistani culture, crafts, and traditions suitable as gifts. Prices range from 500-1,000 rupees for paperbacks to 2,000-5,000 rupees for premium hardcover or coffee table books. If you're specifically interested in learning about Pakistan's history, culture, or current affairs, ask shop staff for recommendations—they can guide you to the most informative and well-regarded titles. For travelers leaving Pakistan, these books serve as excellent keepsakes and help share Pakistani culture with friends and family abroad. If the airport selection doesn't meet your needs, major bookstores in Islamabad like Saeed Book Bank, The Book Company, and Liberty Books offer extensive collections and may deliver to hotels if you're staying in the city before your flight.","Pakistan literature"
"99","Is there a place to buy Pakistani music CDs or cultural media?","en","facilities","departure","{""facility"":""media shop"",""item"":""music cultural""}","Physical media like CDs and DVDs featuring Pakistani music and cultural content have become increasingly rare at airports as digital media has replaced physical formats. However, you may find limited selections at: Souvenir shops near Gates 4 and 7 which occasionally carry compilation CDs of Pakistani music, qawwali (Sufi devotional music), or traditional music performances. The bookshop near Gate 6 sometimes stocks cultural media alongside books. Gift shops may have audio or video compilations of Pakistani content packaged for tourists. For more reliable options to take Pakistani culture home: Digital alternatives through streaming services—before your flight, you can download Pakistani music, films, and cultural content on your devices using apps like Spotify, Apple Music, YouTube, or Pakistani services like Patari. Consider purchasing content through online platforms that offer Pakistani dramas, films, and music. The souvenir shops carry other cultural items that capture Pakistani heritage: traditional handicrafts, miniature truck art, music-themed decorative items, books about Pakistani music traditions, and traditional instruments like small tablas or harmoniums if available. For serious collectors of Pakistani music, your best options are: specialty music stores in Islamabad or Rawalpindi (staff at information desks can provide directions), downloading digital content before leaving Pakistan using the airport WiFi, purchasing from online Pakistani music retailers who ship internationally, or exploring streaming platforms after you return home. Pakistani music encompasses diverse genres including qawwali, classical music, pop, rock, and traditional regional folk music—all of which can be explored through digital platforms even if physical media is scarce at the airport.","Cultural media"
"100","Can I get tax refund services for my purchases?","en","facilities","departure","{""service"":""tax refund"",""financial"":""VAT""}","Pakistan currently does not have a widespread VAT refund or tax refund system for tourists similar to systems in European countries or other regions. Most purchases in Pakistan include applicable taxes in the final price, but there is no formal mechanism at the airport for tourists to reclaim these taxes when departing. However, some relevant considerations: Duty-free shopping after security clearance is available where you can purchase items without certain taxes—this is the primary tax-saving opportunity at the airport. The duty-free shops offer cosmetics, perfumes, electronics, liquor (for non-Muslim travelers departing internationally), tobacco products, and other goods at tax-free prices. For major purchases outside the airport: Some high-end retailers or hotels catering to international clients may offer tax invoices, though refund mechanisms are limited. Keep all receipts for expensive items as customs documentation may be needed in your home country. If you're making significant purchases for business purposes, consult with a Pakistani tax professional about potential tax documentation for business expense claims in your home country. Unlike the European Union's Tax Free Shopping system or similar programs elsewhere, Pakistan has not implemented a tourist tax refund scheme, partly due to its different tax structure and administrative systems. For the best value: Focus on purchases at duty-free shops for tax-free shopping, negotiate prices at shops where bargaining is customary (though not at the airport), compare prices between airport shops and city stores before buying. If tax refunds are important for your shopping, research your specific situation before making major purchases. The information desk can clarify current policies, though substantial changes are unlikely without advance publicity.","Tax refund policy"
"101","Hi, Who should I contact if my camera is damaged during handling?","en","facilities","departure","{}","Restrooms are located near Gate 3 and Gate 8 in the departure lounge","Common query | Auto-generated"
