"id","query","language","intent","terminal","entities","expected_response","notes"
"75","کیا میری دوربین اوور ہیڈ بن میں جا سکتی ہے؟","ur","baggage","departure","{""item"":""telescope""}","آپ کی دوربین کا اوور ہیڈ بن میں جانا بنیادی طور پر اس کے سائز پر منحصر ہے۔ چھوٹی پورٹیبل دوربینیں اکثر کیبن بیگیج کی ضروریات پوری کرتی ہیں اور کیبن میں لے جائی جا سکتی ہیں۔ بڑی دوربینیں کیبن سائز کی حدود سے تجاوز کریں گی اور انہیں کارگو کے طور پر چیک کرنا ضروری ہوگا۔ اگر آپ کی دوربین قیمتی ہے تو اسے بورڈ پر لے جائیں۔ اچھی طرح پیڈڈ کیرینگ کیس استعمال کریں۔","آپٹیکل گیئر"
"76","میرا بیگ بالکل 23 کلو ہے، کیا وہ اسے قبول کریں گے؟","ur","baggage","departure","{}","جی ہاں، اگر آپ کا بیگ بالکل 23 کلوگرام ہے تو یہ بغیر کسی اضافی بیگیج چارجز کے قبول کیا جائے گا۔ 23 کلوگرام زیادہ تر ایئرلائنز پر اکانومی کلاس کے لیے معیاری چیک شدہ بیگیج وزن کی حد ہے۔ تاہم، یاد رکھیں کہ حد سے صرف 0.5 کلوگرام یا 1 کلوگرام زیادہ ہونا بھی اضافی بیگیج فیس کا سبب بن سکتا ہے۔ اگر آپ حد کے قریب ہیں تو اپنے بھاری اشیاء پہن لیں یا کچھ چیزیں کیبن بیگیج میں منتقل کریں۔","بالکل وزن"
"77","کیا میں اپنے رشتہ داروں کے لیے کراچی کا مشہور سوہن حلوہ لا سکتا ہوں؟","ur","baggage","departure","{""item"":""sweets""}","جی ہاں، آپ کراچی کا مشہور سوہن حلوہ، ملتانی سوہن حلوہ، یا کوئی بھی مقامی مٹھائی اپنے چیک شدہ بیگیج اور کیبن بیگیج دونوں میں لا سکتے ہیں۔ روایتی مٹھائیاں پاکستانی مسافروں کی طرف سے سب سے زیادہ منتقل کی جانے والی اشیاء میں سے ہیں۔ سوہن حلوہ اور اسی طرح کی خشک مٹھائیاں مائعات کے طور پر شمار نہیں ہوتیں۔ چیک شدہ بیگیج کے لیے، مٹھائیوں کو ان کے اصل باکسز یا محفوظ کنٹینرز میں پیک کریں۔","مقامی مٹھائیاں"
"78","میری پی آئی اے پرواز کل منسوخ ہو گئی تھی، کیا میں پرانے بیگیج ٹیگ استعمال کر سکتا ہوں؟","ur","baggage","departure","{""issue"":""canceled flight""}","نہیں، آپ منسوخ شدہ پرواز کے بیگیج ٹیگ استعمال نہیں کر سکتے۔ جب پرواز منسوخ یا دوبارہ شیڈول کی جاتی ہے تو تمام بیگیج ٹیگ غیر معتبر ہو جاتے ہیں۔ ہر بیگیج ٹیگ میں ایک خاص پرواز نمبر، تاریخ، منزل، اور روانگی کے وقت سے جڑی مخصوص بارکوڈڈ معلومات ہوتی ہیں۔ جب آپ اپنی دوبارہ شیڈول شدہ پرواز کے لیے ایئرپورٹ پہنچیں تو اپنے سامان، نئی بکنگ کی تصدیق، اور شناخت کے ساتھ پی آئی اے چیک ان کاؤنٹر پر جائیں۔ چیک ان عملہ تازہ بیگیج ٹیگ جاری کرے گا۔","دوبارہ ٹیگنگ ضروری"
"79","میں اپنی اشیاء کی حفاظت کے لیے ببل ریپ کہاں سے خرید سکتا ہوں؟","ur","baggage","departure","{""service"":""packing materials""}","بدقسمتی سے، اسلام آباد انٹرنیشنل ایئرپورٹ ٹرمینل ایریا میں ببل ریپ، فوم، یا پیڈنگ سپلائیز نہیں بیچتا۔ تاہم، آپ کے پاس کئی متبادل ہیں۔ سب سے آسان آپشن ڈیپارچر ہال میں چیک ان کاؤنٹرز کے قریب واقع پیشہ ورانہ بیگیج ریپنگ سروس ہے، جو آپ کے پورے سوٹ کیس کو صنعتی طاقت کے پلاسٹک ریپ میں لپیٹنے کے لیے 200-300 روپے وصول کرتی ہے۔ اندرونی کشننگ کے لیے، اگر آپ کے پاس ایئرپورٹ پہنچنے سے پہلے وقت ہے تو راولپنڈی یا اسلام آباد شہر میں سٹیشنری کی دکانوں سے ببل ریپ خریدیں۔","پیکنگ سپلائیز"
"80","کیا میں اپنا الیکٹرک شیور کیبن بیگ میں رکھ سکتا ہوں؟","ur","baggage","departure","{""item"":""electric shaver""}","جی ہاں، الیکٹرک شیور، بیئرڈ ٹرمر، اور دیگر بیٹری سے چلنے والے گرومنگ ڈیوائسز کیبن بیگیج میں بغیر کسی پابندی کے مکمل طور پر جائز ہیں۔ یہ ذاتی نگہداشت کے الیکٹرانک آئٹمز خطرناک یا ممنوعہ سامان کے طور پر درجہ بند نہیں ہیں۔ اپنے شیور کو اپنے کیبن بیگ میں آسانی سے قابل رسائی رکھیں۔ اگر آپ کے شیور میں لیتھیم بیٹری ہے تو اسے درحقیقت کیبن بیگیج میں رہنا چاہیے نہ کہ چیک شدہ سامان میں۔","گرومنگ ٹولز"
"81","میں پی آئی اے کے لیے کام کرتا ہوں، میرا عملے کا بیگیج الاؤنس کیا ہے؟","ur","baggage","departure","{""passenger"":""airline staff""}","پی آئی اے ملازم کے طور پر عملے کی ٹکٹوں یا آئی ڈی ٹریول پر سفر کرتے وقت، آپ کا بیگیج الاؤنس باقاعدہ مسافر الاؤنس سے مختلف ہے۔ عام طور پر، پی آئی اے عملے کے پاس زیادہ سخی الاؤنس ہوتے ہیں، لیکن عین وزن اور ٹکڑوں کی حدیں مختلف ہوتی ہیں۔ اپنی صورتحال کے لیے درست معلومات کے لیے، آپ کو پی آئی اے ملازم خدمات کے محکمے سے چیک کرنا چاہیے۔ اپنے عملے کے سفر کے لیے چیک ان کرتے وقت، اپنا پی آئی اے ملازم آئی ڈی کارڈ اپنی عملے کی ٹکٹ کے ساتھ چیک ان کاؤنٹر پر پیش کریں۔","عملے کے فوائد"
"82","میں اپنی بہن کی شادی کے لیے سونے کے زیورات لے جا رہا ہوں، کیا پابندیاں ہیں؟","ur","baggage","departure","{""item"":""jewelry""}","آپ ذاتی یا خاندانی استعمال کے لیے سونے کے زیورات اور دیگر قیمتی زیورات جیسے شادی کے تحائف منتقل کر سکتے ہیں، لیکن اہم سیکیورٹی اور کسٹمز تحفظات ہیں۔ زیادہ سے زیادہ سیکیورٹی کے لیے، ہمیشہ مہنگے زیورات کو اپنے کیبن بیگیج میں لے جائیں نہ کہ چیک شدہ سامان میں۔ پاکستان کے اندر ملکی سفر کے لیے سونے کے زیورات کی مقدار پر کوئی پابندی نہیں ہے، لیکن بڑی مقداروں یا اعلیٰ قیمتوں کو خریداری کی رسیدوں یا خاندانی ملکیت کے ریکارڈ کے ساتھ دستاویز کیا جانا چاہیے۔","قیمتی زیورات"
"83","میرے بیگ سے بریانی کی بو آ رہی ہے، کیا یہ مسئلہ ہے؟","ur","baggage","departure","{""issue"":""odor""}","آپ کے چیک شدہ بیگیج میں سیل شدہ کھانے کی اشیاء جیسے بریانی سے ہلکی خوراک کی بو عام طور پر قابل قبول ہے۔ تاہم، عملی تحفظات ہیں۔ تیز، تند بو جو بیگیج ہولڈ میں پھیل سکتی ہے اور دوسرے مسافروں کے سامان کو متاثر کر سکتی ہے، شائستگی سے بچنی چاہیے۔ اصل تشویش بو نہیں بلکہ یہ ہے کہ آیا کھانا مناسب طریقے سے سیل شدہ ہے اور ٹرانزٹ کے دوران لیک یا پھیلے گا نہیں۔ سخت، سیل شدہ پلاسٹک کنٹینرز استعمال کریں، اور انہیں احتیاط کے طور پر پلاسٹک بیگ میں ڈبل ریپ کریں۔","کھانے کی بو"
"84","کیا میں اپنا طبلہ کیبن میں لے جا سکتا ہوں بجائے اسے چیک کرنے کے؟","ur","baggage","departure","{""item"":""tabla""}","جی ہاں، اگر آپ کا طبلہ معیاری کیبن بیگیج سائز کے طول و عرض میں فٹ ہوتا ہے اور 7 کلوگرام وزن کی حد سے تجاوز نہیں کرتا تو آپ اسے کیبن بیگیج کے طور پر لے جا سکتے ہیں۔ طبلہ، نسبتاً کمپیکٹ موسیقی کے آلے ہونے کے ناطے، اکثر ان ضروریات کو پورا کرتے ہیں خاص طور پر اگر مناسب فٹ شدہ نرم کیس میں لے جائے جائیں۔ موسیقی کے آلے قیمتی ہیں اور چیک شدہ بیگیج میں کھردرے ہینڈلنگ سے خراب ہو سکتے ہیں، اس لیے انہیں کیبن میں لے جانا درحقیقت بہت سے موسیقاروں کے لیے ترجیحی آپشن ہے۔","روایتی ساز"
"85","میں نے ڈیوٹی فری پر عطر خریدا ہے، کیا یہ ہینڈ لگیج میں شمار ہوتا ہے؟","ur","baggage","departure","{""item"":""duty-free""}","نہیں، سیکیورٹی سے گزرنے کے بعد ایئرپورٹ ڈیوٹی فری کی دکانوں سے خریدی گئی اشیاء بشمول عطر، شراب، کاسمیٹکس، اور دیگر مصنوعات آپ کے باقاعدہ کیبن بیگیج الاؤنس میں شمار نہیں ہوتیں۔ یہ ڈیوٹی فری خریداریاں خاص سیل شدہ چھیڑ چھاڑ سے واضح بیگ میں آتی ہیں، اور آپ انہیں اپنے معیاری کیبن بیگیج اور ذاتی چیز کے ساتھ اضافی طور پر لے جا سکتے ہیں۔ یہ استثنیٰ اس لیے موجود ہے کیونکہ آپ نے یہ اشیاء ایئرپورٹ کے جراثیم سے پاک علاقے میں سیکیورٹی اسکریننگ کے بعد خریدیں، تو وہ پہلے ہی سیکیورٹی پروٹوکول سے گزر چکی ہیں۔","ڈیوٹی فری الگ"
"86","میری پرواز صبح 5 بجے ہے، کیا میں ایک رات پہلے سامان چیک کر سکتا ہوں؟","ur","baggage","departure","{""service"":""early check-in""}","نہیں، اسلام آباد انٹرنیشنل ایئرپورٹ رات سے پہلے یا راتوں رات بیگیج چیک ان سروسز پیش نہیں کرتا۔ تمام سامان کو آپ کی پرواز کی روانگی کے اسی دن چیک ان کرنا ضروری ہے، چاہے پرواز کتنی ہی جلدی شیڈول کیوں نہ ہو۔ آپ کی 5 صبح کی پرواز کے لیے، چیک ان کاؤنٹرز عام طور پر بین الاقوامی پروازوں کے لیے روانگی سے 3 گھنٹے پہلے اور ملکی پروازوں کے لیے 2 گھنٹے پہلے کھلتے ہیں، یعنی آپ کی بین الاقوامی پرواز کے لیے تقریباً 2 صبح یا ملکی کے لیے 3 صبح۔ جی ہاں، اس کے لیے صبح سویرے ایئرپورٹ پہنچنا ضروری ہے، لیکن یہ دنیا بھر میں صبح سویرے کی پروازوں کے لیے معیاری طریقہ کار ہے۔","رات کو چیک ان نہیں"
"87","میرے 5 سالہ بچے کا ایک چھوٹا اسکول بیگ ہے، کیا یہ الگ سے شمار ہوتا ہے؟","ur","baggage","departure","{""passenger"":""child""}","2 سال یا اس سے زیادہ عمر کے بچے جو خریدی گئی ٹکٹ پر سفر کر رہے ہیں ان کے پاس ان کی ٹکٹ کلاس کے مطابق اپنا الگ بیگیج الاؤنس ہوتا ہے، بالکل بڑوں کی طرح۔ تو آپ کے 5 سالہ بچے کا اپنا الگ چیک شدہ بیگیج الاؤنس ہے اور کیبن بیگیج الاؤنس ہے۔ ان کا چھوٹا اسکول بیگ ان کی ذاتی چیز یا کیبن بیگیج کے طور پر ان کے الاؤنس میں شمار ہوگا۔ عملی طور پر، اسلام آباد انٹرنیشنل ایئرپورٹ پر ایئرلائنز چھوٹے بچوں کی ذاتی اشیاء کے بارے میں عام طور پر لچکدار ہیں۔","بچوں کے بیگ"
"88","میں ذیابیطس کا مریض ہوں، کیا میں انسولین کے انجیکشن ہینڈ لگیج میں لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""insulin""}","جی ہاں، ذیابیطس کے مریض مسافر انسولین، سرنجیں، انسولین پین، بلڈ گلوکوز مانیٹر، ٹیسٹ سٹرپس، لینسٹس، اور تمام دیگر ذیابیطس کی سپلائیز مقدار کی پابندیوں کے بغیر کیبن بیگیج میں لے جا سکتے ہیں۔ یہ ضروری طبی سپلائیز کے طور پر درجہ بند ہیں، اور ایئرپورٹس ان ادویات کی ضرورت رکھنے والے مسافروں کے لیے رہائش فراہم کرتے ہیں۔ انسولین درحقیقت کیبن بیگیج میں ہونی چاہیے نہ کہ چیک شدہ سامان میں کیونکہ کارگو ہولڈ کے درجہ حرارت کے اتار چڑھاؤ ممکنہ طور پر انسولین کی تاثیر کو نقصان پہنچا سکتے ہیں۔ اپنی ذیابیطس کی سپلائیز کو واضح کیس یا بیگ میں رکھیں۔","ذیابیطس کی سپلائیز"
"89","میں اپنے سامان میں قیمتی اشیاء کے لیے کتنی قیمت ڈیکلیئر کر سکتا ہوں؟","ur","baggage","departure","{}","بین الاقوامی ہوا بازی قوانین کے تحت ایئرلائنز کی چیک شدہ بیگیج کے لیے معیاری ذمہ داری کی حد تقریباً 1,131 اسپیشل ڈرائنگ رائٹس ہے، جو تقریباً 1,500-1,700 امریکی ڈالر، یا موجودہ شرح مبادلہ پر تقریباً 400,000-450,000 پاکستانی روپے کے برابر ہے۔ یہ زیادہ سے زیادہ معاوضہ ہے جو آپ حاصل کر سکتے ہیں اگر آپ کا چیک شدہ بیگیج گم، خراب، یا تاخیر کا شکار ہو، چاہے مواد کی اصل قیمت کچھ بھی ہو۔ اہم بات یہ ہے کہ یہ حد فی مسافر لاگو ہوتی ہے، نہ کہ فی بیگ، اور یہ زیادہ سے زیادہ ہے - معاوضہ اس حد تک حقیقی دستاویزی نقصانات پر مبنی ہوتا ہے۔","ذمہ داری کی حدیں"
"90","کیا میں چیک شدہ سامان میں دستاویزات کی فوٹو کاپیاں پیک کر سکتا ہوں؟","ur","baggage","departure","{""item"":""documents""}","جی ہاں، آپ چیک شدہ سامان میں دستاویزات کی فوٹو کاپیاں پیک کر سکتے ہیں، اور درحقیقت نقصان یا چوری کی صورت میں اہم دستاویزات کی بیک اپ کاپیاں اصل سے الگ رکھنا اچھا عمل ہے۔ تاہم، کبھی بھی چیک شدہ بیگیج میں اصل اہم دستاویزات پیک نہ کریں - ہمیشہ اپنے پاسپورٹ، قومی شناختی کارڈ، پرواز کی ٹکٹیں، بورڈنگ پاس، ٹریول انشورنس دستاویزات، ہوٹل بکنگز، طبی نسخے، کریڈٹ کارڈز، اور کسی بھی دوسرے اہم کاغذات کی اصل اپنے کیبن بیگیج میں رکھیں جہاں آپ کا براہ راست کنٹرول اور رسائی ہو۔ چیک شدہ بیگ کبھی کبھار گم، تاخیر، یا چوری ہو جاتے ہیں۔","دستاویز کی جگہ"
"91","میرے ہائیکنگ بیک پیک میں دھاتی فریم ہے، کیا سیکیورٹی مجھے روکے گی؟","ur","baggage","departure","{""item"":""backpack""}","دھاتی فریم والا آپ کا ہائیکنگ بیک پیک اسلام آباد انٹرنیشنل ایئرپورٹ پر بغیر کسی مسئلے کے سیکیورٹی اسکریننگ سے گزر جائے گا، کیونکہ بیک پیک میں دھاتی فریم عام ہیں اور ممنوعہ اشیاء نہیں ہیں۔ ایکسرے مشینیں اور میٹل ڈٹیکٹر کافی نفیس ہیں کہ فریم جیسے ساختی دھاتی اجزاء اور ہتھیاروں جیسی ممنوعہ اشیاء کے درمیان فرق کر سکیں۔ تاہم، آپ کو اسکریننگ کے عمل میں قدرے زیادہ وقت لگنے کی توقع رکھنی چاہیے کیونکہ دھاتی فریم ایکسرے اسکرین پر نمایاں طور پر ظاہر ہوگا، اور سیکیورٹی افسران یہ یقینی بنانا چاہیں گے کہ یہ صرف بیک پیک فریم ہے۔","دھاتی فریم اسکریننگ"
"92","کیا میں ملتان سے مٹی کے برتن چیک شدہ سامان میں لا سکتا ہوں؟","ur","baggage","departure","{""item"":""pottery""}","جی ہاں، آپ مٹی کے برتن، سیرامک اشیاء، اور روایتی ملتانی نیلے برتن چیک شدہ سامان میں منتقل کر سکتے ہیں، لیکن پیکنگ میں انتہائی احتیاط برتنی چاہیے کیونکہ یہ اشیاء بہت نازک ہیں اور بیگیج ہینڈلنگ کے دوران آسانی سے ٹوٹ جاتی ہیں۔ ملتانی برتن، ٹائل ورک، اور سیرامک کے ٹکڑوں جیسی پاکستانی دستکاری عام طور پر مسافروں کی طرف سے تحائف یا ذاتی اشیاء کے طور پر منتقل کی جاتی ہیں۔ ہر برتن کے ٹکڑے کو انفرادی طور پر ببل ریپ، فوم، یا موٹے کاغذ کی کئی تہوں میں لپیٹنا چاہیے۔ لپٹے ہوئے اشیاء کو اپنے سوٹ کیس کے بیچ میں نرم اشیاء جیسے کپڑوں سے گھیرے ہوئے رکھیں۔","نازک برتن"
"93","بارش ہوئی اور میرا بیگ راستے میں گیلا ہو گیا، کیا وہ اسے قبول کریں گے؟","ur","baggage","departure","{""issue"":""wet baggage""}","جی ہاں، بارش سے قدرے گیلا سامان اسلام آباد انٹرنیشنل ایئرپورٹ پر چیک ان کے لیے قابل قبول ہے، کیونکہ ایئرپورٹ عملہ سمجھتا ہے کہ موسمی حالات بعض اوقات ایئرپورٹ تک نقل و حمل کے دوران سامان کو نم ہونے کا سبب بنتے ہیں۔ تاہم، چیک ان سے پہلے نمی کو دور کرنا آپ کے مفاد میں ہے۔ اگر بیرونی حصہ صرف نم ہے تو اسے تولیے یا کپڑے سے صاف کر دیں۔ اگر یہ بہت گیلا ہے تو چیک ان کاؤنٹرز کے قریب بیگیج ریپنگ سروس استعمال کرنے پر غور کریں۔ سب سے اہم تشویش آپ کے بیگ کے اندر کے مواد کی حفاظت ہے - فوری طور پر چیک کریں کہ پانی اندر داخل نہیں ہوا، خاص طور پر زپ اور سیم کے آس پاس۔","بارش سے گیلا بیگ"
"94","میں لاہور کرکٹ بیٹ اور سٹمپس لے جانا چاہتا ہوں، کیا یہ جائز ہے؟","ur","baggage","departure","{""item"":""cricket equipment""}","جی ہاں، کرکٹ کے بیٹ، سٹمپس، پیڈز، ہیلمٹ، دستانے، اور حفاظتی گیئر سمیت کرکٹ کا سامان اسلام آباد سے لاہور یا کسی بھی دوسرے ملکی راستے پر چیک شدہ بیگیج میں منتقل کیا جا سکتا ہے، اور پاکستان کے کرکٹ کے جنون کو دیکھتے ہوئے یہ بہت عام ہے۔ آپ کا کرکٹ کا سامان آپ کے باقاعدہ چیک شدہ بیگیج وزن الاؤنس میں شمار ہوگا، تو اگر آپ کے پاس بیٹ، پیڈز، ہیلمٹ، دستانے، اور سٹمپس کے ساتھ مکمل کرکٹ کٹ بیگ ہے تو یہ کافی بھاری ہو سکتا ہے۔ کرکٹ کے بیٹ ممکنہ ہتھیار سمجھے جاتے ہیں اور کسی بھی حالت میں کیبن بیگیج میں نہیں لے جائے جا سکتے - انہیں چیک ان کرنا ضروری ہے۔","کرکٹ گیئر"
"95","کیا میں 3 دن میں واپس آؤں گا تو اپنے بیگ یہاں چھوڑ سکتا ہوں؟","ur","baggage","departure","{""service"":""long-term storage""}","نہیں، اسلام آباد انٹرنیشنل ایئرپورٹ ان مسافروں کے لیے کئی دن یا طویل مدتی بیگیج اسٹوریج سہولیات پیش نہیں کرتا جو آگے سفر کر رہے ہیں اور بعد میں واپس آرہے ہیں۔ ایئرپورٹ پر دستیاب لیفٹ لگیج سروس صرف پرواز کی تاخیر، لے اوور، یا مختصر دوروں کے دوران اسی دن یا راتوں رات اسٹوریج کے لیے ڈیزائن کی گئی ہے، نہ کہ الگ سفروں کے درمیان کئی دنوں تک اسٹوریج کے لیے۔ 3 دن یا اس سے زیادہ کے لیے سامان اسٹور کرنے کے لیے، آپ کو راولپنڈی یا اسلام آباد شہر میں تجارتی اسٹوریج سہولیات استعمال کرنی ہوں گی۔ کچھ آپشنز میں سیلف اسٹوریج کمپنیاں شامل ہیں جو محفوظ لاکر سروسز پیش کرتی ہیں۔","طویل مدتی اسٹوریج نہیں"
"96","میں اپنے ہاسٹل کے لیے الیکٹرک آئرن لے جا رہا ہوں، کیا میں اسے چیک کر سکتا ہوں؟","ur","baggage","departure","{""item"":""electric iron""}","جی ہاں، الیکٹرک آئرن اور دیگر گھریلو برقی آلات اسلام آباد انٹرنیشنل ایئرپورٹ پر چیک شدہ بیگیج میں مکمل طور پر جائز ہیں۔ طالب علم اور پیشہ ور افراد اکثر چھوٹے آلات جیسے آئرن، کیتلی، امرشن ہیٹر، اور پنکھے ہاسٹلز، یونیورسٹیوں، یا نئی رہائش میں منتقل ہوتے وقت منتقل کرتے ہیں۔ اپنے الیکٹرک آئرن کو چیک شدہ سامان میں پیک کرنے سے پہلے، یقینی بنائیں کہ اگر حال ہی میں استعمال ہوا تھا تو یہ مکمل طور پر ٹھنڈا ہو گیا ہے۔ بھاپ والے آئرن کے ذخیروں سے کوئی بھی پانی خالی کر دیں، کیونکہ پانی بیگیج ہینڈلنگ کے دوران لیک ہو سکتا ہے۔","الیکٹرک آئرن"
"97","میرے کمپنی کے بیگ پر ہر جگہ لوگو اسٹیکرز ہیں، کیا یہ قابل قبول ہے؟","ur","baggage","departure","{}","جی ہاں، کمپنی کے لوگو، برانڈ اسٹیکرز، اور آرائشی لیبلز والا سامان مکمل طور پر قابل قبول ہے اور درحقیقت اسلام آباد انٹرنیشنل ایئرپورٹ پر کافی عام ہے۔ بہت سے مسافر اپنے بیگ کو ذاتی بنانے کے لیے اسٹیکرز استعمال کرتے ہیں، جو انہیں بیگیج کیروسل پر آسانی سے قابل شناخت بناتا ہے اور کسی دوسرے مسافر کی طرف سے غلطی سے آپ کا بیگ لے جانے کا امکان کم کرتا ہے کیونکہ بہت سے سوٹ کیس ایک جیسے لگتے ہیں۔ کارپوریشنز سے کمپنی برانڈڈ بیگ، واقعات سے پروموشنل بیگ، یا سفری اسٹیکرز سے ڈھکے ہوئے سامان سب ایئرپورٹس پر معیاری نظارے ہیں۔ واحد پابندی یہ ہوگی اگر اسٹیکرز یا لوگو میں جارحانہ مواد، نفرت کی علامات، یا نامناسب تصاویر ہوں۔","لوگو اسٹیکرز ٹھیک ہیں"
"98","کیا میں اپنے چیک شدہ بیگ میں چڑھائی کی رسی اور کیربینر پیک کر سکتا ہوں؟","ur","baggage","departure","{""item"":""climbing equipment""}","جی ہاں، پہاڑی چڑھائی اور چٹان چڑھائی کا سامان بشمول رسیاں، کیربینر، ہارنس، بیلے ڈیوائسز، اسینڈرز، ڈیسینڈرز، اور چڑھائی کے جوتے پاکستانی ایئرپورٹس پر چیک شدہ بیگیج میں جائز ہیں۔ پاکستان میں ایک مضبوط کوہ پیمائی کمیونٹی ہے جس میں بہت سے کوہ پیما شمالی علاقوں جیسے گلگت بلتستان، ہنزہ، اور کے ٹو بیس کیمپ کی طرف جاتے ہیں، تو چڑھائی کا گیئر عام طور پر منتقل کیا جاتا ہے۔ آپ کا سامان آپ کے باقاعدہ چیک شدہ بیگیج وزن الاؤنس میں شمار ہوگا، اور چڑھائی کا گیئر خاص طور پر رسیوں کے ساتھ کافی بھاری ہو سکتا ہے۔ کیربینر جیسے دھاتی سامان کو احتیاط سے پیک کریں تاکہ وہ بیگ کے اندرونی حصے یا دیگر مواد کو نقصان نہ پہنچائیں۔","چڑھائی کا گیئر"
"99","میں اسلام آباد سے پشاور کو منتقل ہو رہا ہوں، کیا میرا بیگ براہ راست جائے گا؟","ur","baggage","departure","{""flight_type"":""domestic connection""}","ایک ہی ایئرلائن پر پاکستان کے اندر منسلک ملکی پروازوں کے لیے، آپ کا چیک شدہ بیگیج عام طور پر براہ راست آپ کی آخری منزل تک چیک کیا جاتا ہے، یعنی آپ کو اسلام آباد میں اسے جمع کرنے اور دوبارہ چیک کرنے کی ضرورت نہیں ہوگی۔ جب آپ اپنے اصل شہر میں چیک ان کریں تو چیک ان ایجنٹ کو مطلع کریں کہ آپ کی منسلک پرواز ہے اور دونوں پرواز کی تفصیلات فراہم کریں - وہ آپ کے بیگ کو اسلام آباد کے راستے پشاور تک راستے کے لیبلز کے ساتھ ٹیگ کریں گے۔ آپ کو بیگیج کلیم ٹیگ ملیں گے اور عملے کو واضح طور پر تصدیق کرنی چاہیے کہ آپ کا بیگ آپ کی آخری منزل تک چیک کیا گیا ہے۔ تاہم، چیک ان پر اس کی واضح تصدیق کرنا ضروری ہے۔","ملکی منتقلی"
"100","کیا میں اپنے ہینڈ لگیج میں سبز چائے اور جڑی بوٹیوں کی چائے لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""tea""}","جی ہاں، آپ اسلام آباد انٹرنیشنل ایئرپورٹ پر اپنے ہینڈ لگیج میں بغیر کسی پابندی کے سبز چائے، جڑی بوٹیوں کی چائے، سیاہ چائے، روایتی کشمیری کہوا، اور دیگر چائے کی مصنوعات لے جا سکتے ہیں۔ خشک شکل میں چائے - چاہے ڈھیلی چائے کی پتیاں، چائے کے بیگ، چائے کا پاؤڈر، یا خشک جڑی بوٹیاں ہوں - مائع یا محدود مادے کے طور پر درجہ بند نہیں ہے، تو معیاری بیگیج قوانین لاگو ہوتے ہیں۔ یہ اشیاء سیکیورٹی اسکریننگ سے آسانی سے گزرتی ہیں اور پاکستانی مسافروں کی طرف سے عام طور پر لے جائی جاتی ہیں جو اپنی پسندیدہ چائے کی برانڈز یا روایتی اقسام چاہتے ہیں جو ان کی منزل پر دستیاب نہیں ہو سکتیں۔","چائے کی مصنوعات"
"91","میرے ہائیکنگ بیک پیک میں دھاتی فریم ہے، کیا سیکیورٹی مجھے روکے گی؟","ur","baggage","departure","{""item"":""backpack""}","دھاتی فریم والا آپ کا ہائیکنگ بیک پیک اسلام آباد انٹرنیشنل ایئرپورٹ پر بغیر کسی مسئلے کے سیکیورٹی اسکریننگ سے گزر جائے گا، کیونکہ بیک پیک میں دھاتی فریم عام ہیں اور ممنوعہ اشیاء نہیں ہیں۔ ایکسرے مشینیں اور میٹل ڈٹیکٹر کافی نفیس ہیں کہ فریم جیسے ساختی دھاتی اجزاء اور ہتھیاروں جیسی ممنوعہ اشیاء کے درمیان فرق کر سکیں۔ تاہم، آپ کو اسکریننگ کے عمل میں قدرے زیادہ وقت لگنے کی توقع رکھنی چاہیے کیونکہ دھاتی فریم ایکسرے اسکرین پر نمایاں طور پر ظاہر ہوگا، اور سیکیورٹی افسران یہ یقینی بنانا چاہیں گے کہ یہ صرف بیک پیک فریم ہے۔ اپنے بیک پیک کو اسکریننگ بیلٹ پر رکھتے وقت، اسے مکمل طور پر کھول دیں اور تمام بیرونی اور اندرونی جیبوں کو غیر زپ کریں تاکہ سیکیورٹی افسران کو ایکسرے امیج پر مواد کا واضح نظارہ ملے۔ اگر آپ کے بیک پیک میں متعدد کمپارٹمنٹ اور جیبیں ہیں تو انہیں کھولا چھوڑنے سے معائنہ تیز ہوتا ہے۔ بہت سے ٹریکر اور کوہ پیما اسلام آباد ایئرپورٹ کے ذریعے شمالی علاقوں کی طرف سفر کرتے ہیں، تو سیکیورٹی عملہ آؤٹ ڈور گیئر سے بخوبی واقف ہے۔","دھاتی فریم اسکریننگ"
