#,Intent,Language,User Query,Chatbot Response,Context,
189,Check_in_info,Urdu,کیا میں ہینڈ بیگ میں دو پانی کی بوتلیں لے جا سکتا ہوں؟,نہیں، صرف ۱۰۰ ملی لیٹر کی بوتلیں قابلِ اجازت ہیں۔,Departure,
190,Check_in_info,Urdu,کیا وزن تولنے کے لیے مشین دستیاب ہے؟,جی ہاں، ہر قطار کے قریب وزن اسکیل نصب ہیں۔,Departure,
191,Check_in_info,Urdu,میرا سامان کھو گیا تو کیا ہوگا؟,ایئرلائن کے بیگیج کلیم کاؤنٹر سے رپورٹ کریں۔,Departure,
192,Check_in_info,Urdu,میں نے ٹرالی کہاں سے لینی ہے؟,ہر داخلی دروازے پر ٹرالیاں دستیاب ہیں۔,Departure,
193,Check_in_info,Urdu,کیا میں چیک ان سے پہلے کھانا کھا سکتا ہوں؟,جی ہاں، فوڈ کورٹ داخلی حصے میں موجود ہے۔,Departure,
194,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر بزنس لاؤنج ہے؟,جی ہاں، ہال اے کے قریب۔,Departure,
195,Check_in_info,Urdu,اگر نظام بند ہو گیا تو کیا دستی چیک ان ممکن ہے؟,جی ہاں، عملہ دستی طریقے سے مدد کرے گا۔,Departure,
196,Check_in_info,Urdu,کیا میں اپنے دوست کو ساتھ لا سکتا ہوں؟,صرف مسافر روانگی زون میں داخل ہو سکتا ہے۔,Departure,
197,Check_in_info,Urdu,کیا میں ادویات بیگ میں رکھ سکتا ہوں؟,جی ہاں، لیکن ہاتھ کے بیگ میں رکھنا بہتر ہے۔,Departure,
198,Check_in_info,Urdu,چیک ان کے بعد بورڈنگ گیٹ کہاں ہے؟,گیٹ نمبر آپ کے بورڈنگ پاس پر درج ہے۔,Departure,
199,Check_in_info,Urdu,اسلام آباد سے دبئی فلائٹ کے لیے کون سا ہال ہے؟,بین الاقوامی ہال اے سے دبئی کی پروازیں روانہ ہوتی ہیں۔,Departure,
200,Check_in_info,Urdu,کیا سامان پلاسٹک میں لپیٹنا لازمی ہے؟,نہیں، مگر حفاظت کے لیے مفید ہے۔,Departure,
201,Check_in_info,Urdu,کیا چیک ان کے بعد انٹری دوبارہ ممکن ہے؟,نہیں، ایک بار باہر نکلنے کے بعد نیا پاس درکار ہوتا ہے۔,Departure,
202,Check_in_info,Urdu,کیا میرا پاور بینک بیگ میں جا سکتا ہے؟,نہیں، صرف ہینڈ کیر میں رکھیں۔,Departure,
203,Check_in_info,Urdu,کیا میں اپنی پرواز کا وقت یہاں چیک کر سکتا ہوں؟,جی ہاں، ہال کے اندر نصب فلائٹ اسکرینز پر روانگی اوقات دیکھے جا سکتے ہیں۔,Departure,
204,Check_in_info,Urdu,کیا چیک ان کے دوران فون استعمال کر سکتا ہوں؟,جی ہاں، لیکن سکیورٹی یا اسکیننگ کے وقت موبائل استعمال نہ کریں۔,Departure,
205,Check_in_info,Urdu,کیا چیک ان سے پہلے سکیورٹی چیک ہوتا ہے؟,نہیں، سکیورٹی چیک بورڈنگ کے مرحلے پر ہوتا ہے۔,Departure,
206,Check_in_info,Urdu,کیا میں ایئرپورٹ سے ویزا کاپی پر سفر کر سکتا ہوں؟,نہیں، اصل پاسپورٹ لازمی ہے۔,Departure,
207,Check_in_info,Urdu,اگر میں چیک ان مس کر دوں تو کیا ہو گا؟,آپ کی نشست منسوخ ہو سکتی ہے، فوری طور پر ایئرلائن کاؤنٹر سے رابطہ کریں۔,Departure,
208,Check_in_info,Urdu,کیا عملہ میرے ساتھ سامان اٹھانے میں مدد کرے گا؟,جی ہاں، پورٹر سروس دستیاب ہے، آپ فیس ادا کر کے مدد لے سکتے ہیں۔,Departure,
209,Check_in_info,Urdu,کیا چیک ان کے وقت بچے کی عمر کا ثبوت درکار ہے؟,جی ہاں، پیدائش سرٹیفیکیٹ یا پاسپورٹ دکھانا ضروری ہے۔,Departure,
210,Check_in_info,Urdu,میں نے پالتو جانور لانا ہے، کیا طریقہ ہے؟,ایئرلائن کے پالتو جانوروں کے قوانین کے مطابق کیج اور ٹکٹ لازمی ہے۔,Departure,
211,Check_in_info,Urdu,کیا ہینڈ کیری میں لیپ ٹاپ لے جا سکتا ہوں؟,جی ہاں، لیپ ٹاپ ہینڈ بیگ میں لے جانے کی اجازت ہے۔,Departure,
212,Check_in_info,Urdu,اگر میرا بیگ کھل گیا ہو تو کیا شکایت کر سکتا ہوں؟,جی ہاں، ایئرلائن کے بیگیج سپروائزر سے فوراً رابطہ کریں۔,Departure,
213,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر مفت وائی فائی ہے؟,جی ہاں، چیک ان ایریا میں “IIAP Free WiFi” دستیاب ہے۔,Departure,
214,Check_in_info,Urdu,کیا میں کسی اور فلائٹ کے لیے بھی یہاں چیک ان کر سکتا ہوں؟,نہیں، صرف اپنی مخصوص فلائٹ کے لیے۔,Departure,
215,Check_in_info,Urdu,کیا بزنس کلاس کے لیے الگ کاؤنٹر ہے؟,جی ہاں، عام کاؤنٹرز کے ساتھ خصوصی کاؤنٹر موجود ہیں۔,Departure,
216,Check_in_info,Urdu,میں نے گھر سے چیک ان کیا ہے، اب کیا کرنا ہے؟,ایئرپورٹ پہنچ کر صرف بیگیج ڈراپ کاؤنٹر پر سامان جمع کرائیں۔,Departure,
217,Check_in_info,Urdu,کیا عملہ انگریزی بولتا ہے؟,جی ہاں، عملہ اردو اور انگریزی دونوں میں رہنمائی فراہم کرتا ہے۔,Departure,
218,Check_in_info,Urdu,کیا میں دوست کے ساتھ لائن میں کھڑا ہو سکتا ہوں؟,صرف اگر دونوں ایک ہی فلائٹ کے مسافر ہوں۔,Departure,
219,Check_in_info,Urdu,اگر فلائٹ کا گیٹ بدل جائے تو کیسے پتا چلے گا؟,فلائٹ اسکرین پر گیٹ نمبر اپڈیٹ ہوتا ہے، اعلانات بھی کیے جاتے ہیں۔,Departure,
220,Check_in_info,Urdu,کیا میں ڈالرز ساتھ لے جا سکتا ہوں؟,جی ہاں، اسٹیٹ بینک کی مقررہ حد کے اندر۔,Departure,
221,Check_in_info,Urdu,کیا ایئرپورٹ پر کرنسی ایکسچینج ہے؟,جی ہاں، چیک ان ہال کے قریب دو ایکسچینج ڈیسک ہیں۔,Departure,
222,Check_in_info,Urdu,کیا میں سامان میں کھانے کی چیزیں رکھ سکتا ہوں؟,جی ہاں، اگر ممنوعہ اشیاء نہ ہوں۔,Departure,
223,Check_in_info,Urdu,کیا میں دو الگ ایئرلائنز کی فلائٹ لے سکتا ہوں؟,جی ہاں، مگر ہر فلائٹ کا الگ چیک ان ہوگا۔,Departure,
224,Check_in_info,Urdu,کیا میں ہینڈ بیگ میں پاور بینک رکھ سکتا ہوں؟,جی ہاں، صرف ہینڈ بیگ میں رکھیں، چیکڈ بیگ میں نہیں۔,Departure,
225,Check_in_info,Urdu,کیا اسٹالر یا وہیل چیئر کا بندوبست چیک ان پر ہو گا؟,جی ہاں، عملہ درخواست پر فوری مدد فراہم کرتا ہے۔,Departure,
226,Check_in_info,Urdu,کیا میں کسی اور کے لیے بورڈنگ پاس لے سکتا ہوں؟,نہیں، ہر مسافر کو خود موجود ہونا ضروری ہے۔,Departure,
227,Check_in_info,Urdu,کیا چیک ان کے بعد ٹیکس ریفنڈ کا کاؤنٹر ہے؟,نہیں، اسلام آباد ایئرپورٹ پر ٹیکس ریفنڈ سہولت نہیں ہے۔,Departure,
228,Check_in_info,Urdu,کیا میں اپنا بیگ لاک کر سکتا ہوں؟,جی ہاں، اپنی حفاظت کے لیے لاک استعمال کریں۔,Departure,
229,Check_in_info,Urdu,اگر بیگیج ٹیگ گم جائے تو کیا ہو گا؟,ایئرلائن عملہ فلائٹ تفصیلات سے بیگ تلاش کر سکتا ہے۔,Departure,
230,Check_in_info,Urdu,کیا سامان کی تاخیر پر کوئی معاوضہ ہے؟,جی ہاں، ایئرلائن کے قواعد کے مطابق معاوضہ دیا جا سکتا ہے۔,Departure,
231,Check_in_info,Urdu,کیا چیک ان کے بعد میں خریداری کر سکتا ہوں؟,جی ہاں، سکیورٹی چیک کے بعد ڈیوٹی فری شاپس دستیاب ہیں۔,Departure,
232,Check_in_info,Urdu,کیا میں ٹرالی ایریا میں لے جا سکتا ہوں؟,نہیں، ٹرالیاں مخصوص ایریا تک محدود ہیں۔,Departure,
233,Check_in_info,Urdu,کیا میں اپنے بیگ پر اسٹیکر لگا سکتا ہوں؟,جی ہاں، شناخت کے لیے یہ مفید ہے۔,Departure,
234,Check_in_info,Urdu,کیا سامان اسکیننگ کے دوران کھولا جا سکتا ہے؟,ہاں، ضرورت پڑنے پر سکیورٹی اسٹاف کھول سکتا ہے۔,Departure,
235,Check_in_info,Urdu,کیا میں بیگ میں پرفیوم رکھ سکتا ہوں؟,صرف ۱۰۰ ملی لیٹر یا اس سے کم مقدار۔,Departure,
236,Check_in_info,Urdu,کیا میں بورڈنگ پاس میں تبدیلی کر سکتا ہوں؟,نہیں، بورڈنگ پاس جاری ہونے کے بعد تبدیلی ممکن نہیں۔,Departure,
237,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ میں پارکنگ ہے؟,جی ہاں، چیک ان ہال کے سامنے وسیع پارکنگ موجود ہے۔,Departure,
238,Check_in_info,Urdu,کیا میں سامان کی رسید ایئرپورٹ پر دوبارہ لے سکتا ہوں؟,جی ہاں، ایئرلائن کے کسٹمر سروس کاؤنٹر سے۔,Departure,
239,Check_in_info,Urdu,کیا بچوں کے لیے علیحدہ لائن ہے؟,جی ہاں، فیملی لائنز دستیاب ہیں۔,Departure,
240,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر لاؤنج ہے؟,جی ہاں، پی آئی اے بزنس لاؤنج گیٹ ۵ کے قریب ہے۔,Departure,
241,Check_in_info,Urdu,کیا میں ہینڈ بیگ میں چھری رکھ سکتا ہوں؟,نہیں، یہ سکیورٹی ضابطے کی خلاف ورزی ہے۔,Departure,
242,Check_in_info,Urdu,کیا میں اپنا پاسپورٹ اسکین کروا سکتا ہوں؟,جی ہاں، کاؤنٹر پر عملہ اسکین کرے گا۔,Departure,
243,Check_in_info,Urdu,کیا سامان جمع کرانے کے بعد میں باتھ روم جا سکتا ہوں؟,جی ہاں، روانگی ہال میں واش رومز موجود ہیں۔,Departure,
244,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر پانی دستیاب ہے؟,جی ہاں، پینے کا پانی ہر ہال میں موجود ہے۔,Departure,
245,Check_in_info,Urdu,کیا میں اضافی بیگ ساتھ لے جا سکتا ہوں؟,ایئرلائن کی فیس ادا کر کے ممکن ہے۔,Departure,
246,Check_in_info,Urdu,کیا میں گیٹ پر پہنچ کر سیٹ بدل سکتا ہوں؟,نہیں، یہ صرف چیک ان پر ممکن ہوتا ہے۔,Departure,
247,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر پورٹر دستیاب ہیں؟,جی ہاں، داخلے کے قریب موجود ہیں۔,Departure,
248,Check_in_info,Urdu,کیا میں ہال کے اندر فوٹو لے سکتا ہوں؟,ہاں، مگر سکیورٹی یا امیگریشن ایریا میں نہیں۔,Departure,
249,Check_in_info,Urdu,کیا ایئرپورٹ پر ہیلپ ڈیسک ہے؟,جی ہاں، روانگی ہال کے مرکز میں۔,Departure,
250,Check_in_info,Urdu,کیا میں چیک ان کے دوران مسافر معلومات بدل سکتا ہوں؟,نہیں، صرف ایئرلائن دفتر سے ممکن ہے۔,Departure,
251,Check_in_info,Urdu,کیا میں اپنا بیگ وزن کم کر سکتا ہوں؟,جی ہاں، اضافی چیزیں نکال کر۔,Departure,
252,Check_in_info,Urdu,کیا ایئرپورٹ پر اے ٹی ایم ہے؟,جی ہاں، روانگی ہال کے داخلی دروازے کے قریب۔,Departure,
253,Check_in_info,Urdu,کیا میں اپنے موبائل سے بورڈنگ پاس دکھا سکتا ہوں؟,جی ہاں، اسکرین پر دکھانا کافی ہے۔,Departure,
254,Check_in_info,Urdu,کیا میں سفری دستاویزات فوٹو کاپی کر سکتا ہوں؟,جی ہاں، انفارمیشن ڈیسک کے قریب سہولت موجود ہے۔,Departure,
255,Check_in_info,Urdu,کیا میں آن لائن چیک ان کے بعد سیٹ بدل سکتا ہوں؟,صرف اگر ایئرلائن اجازت دے۔,Departure,
256,Check_in_info,Urdu,کیا چیک ان کے بعد مجھے کہاں جانا ہے؟,سکیورٹی چیک کے لیے آگے بڑھیں اور پھر گیٹ پر جائیں۔,Departure,
257,Check_in_info,Urdu,کیا میں چیک ان کے وقت ویکسین سرٹیفکیٹ دکھانا ہے؟,بعض ممالک کے لیے لازمی ہے۔,Departure,
258,Check_in_info,Urdu,کیا میں آن لائن چیک ان بند کر سکتا ہوں؟,جی ہاں، ایئرلائن ویب سائٹ سے ممکن ہے۔,Departure,
259,Check_in_info,Urdu,کیا چیک ان کے دوران عملہ میرا بیگ کھولے گا؟,صرف سکیورٹی وجوہات کی صورت میں۔,Departure,
260,Check_in_info,Urdu,کیا میں کرنسی بیگ میں رکھ سکتا ہوں؟,بہتر ہے کہ ہاتھ کے بیگ میں رکھیں۔,Departure,
261,Check_in_info,Urdu,کیا میں ائیرپورٹ پر کسی کو رخصت کرنے جا سکتا ہوں؟,صرف ٹکٹ ہولڈر مسافروں کو اجازت ہے۔,Departure,
262,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر فری چارجنگ پوائنٹ ہے؟,جی ہاں، بیٹھنے کے قریب USB پورٹس دستیاب ہیں۔,Departure,
263,Check_in_info,Urdu,کیا میں عملے سے سیٹ اپگریڈ کی درخواست کر سکتا ہوں؟,جی ہاں، اگر بزنس کلاس خالی ہو تو ممکن ہے۔,Departure,
264,Check_in_info,Urdu,کیا میں پرواز کا بورڈنگ ٹائم جان سکتا ہوں؟,بورڈنگ پاس پر وقت درج ہوتا ہے۔,Departure,
265,Check_in_info,Urdu,کیا چیک ان کے وقت سفر انشورنس دکھانی ہے؟,نہیں، صرف ٹکٹ اور شناختی دستاویز کافی ہیں۔,Departure,
266,Check_in_info,Urdu,کیا میں پرواز کے دن بیگ پہلے بھیج سکتا ہوں؟,نہیں، بیگ صرف چیک ان کے وقت جمع ہوتا ہے۔,Departure,
267,Check_in_info,Urdu,کیا میں سامان میں الیکٹرانک چیزیں رکھ سکتا ہوں؟,جی ہاں، مگر نازک اشیاء ہینڈ کیری میں رکھیں۔,Departure,
268,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر مسافر سہولت اسٹاف ہے؟,جی ہاں، ہر قطار میں عملہ موجود ہے۔,Departure,
269,Check_in_info,Urdu,کیا میں بیگیج پر اپنا نمبر لکھ سکتا ہوں؟,جی ہاں، شناخت کے لیے بہتر ہے۔,Departure,
270,Check_in_info,Urdu,کیا میں اپنی فلائٹ کی تاخیر کی اطلاع حاصل کر سکتا ہوں؟,جی ہاں، فلائٹ مانیٹر یا اعلان سے۔,Departure,
271,Check_in_info,Urdu,کیا میں دو مختلف ایئرلائنز سے سفر کر سکتا ہوں؟,جی ہاں، لیکن دونوں کا الگ چیک ان ہو گا۔,Departure,
272,Check_in_info,Urdu,کیا بیگیج ریپنگ لازمی ہے؟,نہیں، مگر حفاظت کے لیے مفید ہے۔,Departure,
273,Check_in_info,Urdu,کیا میں ایئرپورٹ پر نیا ٹکٹ خرید سکتا ہوں؟,جی ہاں، ٹکٹنگ ڈیسک پر۔,Departure,
274,Check_in_info,Urdu,کیا میں اسلام آباد سے کراچی فلائٹ کے لیے کیا وقت لوں؟,کم از کم دو گھنٹے پہلے پہنچیں۔,Departure,
275,Check_in_info,Urdu,کیا چیک ان کے بعد کوئی اعلامیہ سنایا جاتا ہے؟,جی ہاں، گیٹ اور تاخیر کی اطلاع دی جاتی ہے۔,Departure,
276,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس کسی کو دکھا سکتا ہوں؟,ہاں، صرف سکیورٹی اہلکار کو۔,Departure,
277,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر ماسک لازمی ہے؟,موجودہ ہدایات کے مطابق۔,Departure,
278,Check_in_info,Urdu,کیا میں ایئرپورٹ عملے سے بیگ لفافہ مانگ سکتا ہوں؟,جی ہاں، چیک ان کاؤنٹر پر دستیاب ہے۔,Departure,
279,Check_in_info,Urdu,کیا میں ادائیگی کارڈ سے کر سکتا ہوں؟,جی ہاں، زیادہ تر ایئرلائنز کارڈ قبول کرتی ہیں۔,Departure,
280,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس ای میل سے حاصل کر سکتا ہوں؟,جی ہاں، ایئرلائن ویب سائٹ سے۔,Departure,
281,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر شکایات کا کاؤنٹر ہے؟,جی ہاں، انفارمیشن ڈیسک کے ساتھ۔,Departure,
282,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس دوبارہ پرنٹ کر سکتا ہوں؟,جی ہاں، ایئرلائن کاؤنٹر سے۔,Departure,
283,Check_in_info,Urdu,کیا میں دو الگ پروازوں کے لیے ایک ہی دن چیک ان کر سکتا ہوں؟,نہیں، ہر پرواز کا علیحدہ چیک ان ہوتا ہے۔,Departure,
284,Check_in_info,Urdu,کیا میں نادرا کارڈ سے چیک ان کر سکتا ہوں؟,جی ہاں، ملکی پروازوں کے لیے۔,Departure,
285,Check_in_info,Urdu,کیا میں پرواز سے پہلے کاؤنٹر پر کھانا خرید سکتا ہوں؟,جی ہاں، کیفے اور ریسٹورنٹس دستیاب ہیں۔,Departure,
286,Check_in_info,Urdu,کیا چیک ان کے دوران میوزک سن سکتا ہوں؟,جی ہاں، اگر ہیڈ فون استعمال کر رہے ہوں۔,Departure,
287,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس موبائل سے اسکین کرا سکتا ہوں؟,جی ہاں، بار کوڈ اسکین ہوتا ہے۔,Departure,
288,Check_in_info,Urdu,کیا چیک ان کے دوران عملہ تصویری شناخت لیتا ہے؟,صرف ضرورت کی صورت میں۔,Departure,
289,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر نماز کے لیے جگہ ہے؟,جی ہاں، ہال کے قریب مسجد موجود ہے۔,Departure,
290,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس کسی اور کو بھیج سکتا ہوں؟,نہیں، یہ ذاتی دستاویز ہے۔,Departure,
291,Check_in_info,Urdu,کیا چیک ان کے دوران سفری ٹیکس ادا کرنا ہوتا ہے؟,نہیں، وہ ٹکٹ میں شامل ہوتا ہے۔,Departure,
292,Check_in_info,Urdu,کیا میں بورڈنگ کے وقت بیگ واپس لے سکتا ہوں؟,نہیں، چیک ان کے بعد بیگ کارگو میں جاتا ہے۔,Departure,
293,Check_in_info,Urdu,کیا ایئرپورٹ پر دواؤں کا اسٹور ہے؟,جی ہاں، ہال اے کے قریب میڈیکل شاپ ہے۔,Departure,
294,Check_in_info,Urdu,کیا میں ایئرپورٹ پر چارجنگ کیبل خرید سکتا ہوں؟,جی ہاں، کنوینینس شاپس میں دستیاب ہے۔,Departure,
295,Check_in_info,Urdu,کیا میں اپنا موبائل چارج کرتے وقت کاؤنٹر کے قریب بیٹھ سکتا ہوں؟,جی ہاں، چیک ان ہال میں چارجنگ پوائنٹس کے ساتھ نشستیں دستیاب ہیں۔,Departure,
296,Check_in_info,Urdu,کیا میں عملے سے پرواز کی تاخیر کی تصدیق کر سکتا ہوں؟,جی ہاں، ایئرلائن کے نمائندے سے تازہ معلومات حاصل کریں۔,Departure,
297,Check_in_info,Urdu,اگر میرا شناختی کارڈ ایکسپائر ہو گیا ہے تو کیا سفر کر سکتا ہوں؟,نہیں، درست شناختی دستاویز ضروری ہے۔ براہ کرم نیا CNIC یا پاسپورٹ لائیں۔,Departure,
298,Check_in_info,Urdu,کیا میں اپنے دوست کو بورڈنگ گیٹ تک چھوڑنے جا سکتا ہوں؟,نہیں، صرف مسافروں کو سکیورٹی چیک کے بعد آگے جانے کی اجازت ہے۔,Departure,
299,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر گمشدہ اشیاء کے لیے مدد مل سکتی ہے؟,جی ہاں، لاسٹ اینڈ فاؤنڈ ڈیسک ارائیول ہال کے قریب واقع ہے۔,Departure,
300,Check_in_info,Urdu,کیا میں چیک اِن کے بعد آرام کرنے کے لیے کوئی جگہ استعمال کر سکتا ہوں؟,جی ہاں، چیک اِن کے بعد لاؤنج ایریا میں آرام دہ نشستیں اور کیفے دستیاب ہیں۔,Departure,
301,Check_in_info,Roman Urdu,Mera check-in counter kahan hai?,"Apni airline ke check-in counter pe chalein, departure hall mein boards lage hue hain.",Departure,
302,Check_in_info,Roman Urdu,PIA ka counter kis row mein hai?,PIA ka counter Row C mein Gate 4 ke paas hai.,Departure,
303,Check_in_info,Roman Urdu,Serene Air ka check-in kahan hota hai?,"Serene Air ka counter Row B mein hai, staff wahan maujood hota hai.",Departure,
304,Check_in_info,Roman Urdu,Kya online check-in ke baad bag drop kar sakta hoon?,"Haan, “Online Check-In” likhe counter pe bag jama kar dein.",Departure,
305,Check_in_info,Roman Urdu,Mobile boarding pass chalega ya print zaroori hai?,"Mobile boarding pass chal jata hai, print optional hai.",Departure,
306,Check_in_info,Roman Urdu,Check-in kab khulta hai?,International flights ke liye 3 ghante pehle aur domestic ke liye 2 ghante pehle khulta hai.,Departure,
307,Check_in_info,Roman Urdu,Check-in kab band hota hai?,Domestic flights ke liye 45 minutes pehle aur international ke liye 1 ghanta pehle band hota hai.,Departure,
308,Check_in_info,Roman Urdu,Kya Islamabad Airport pe self check-in machine hai?,"Haan, hall B ke entrance pe self check-in kiosks lagi hui hain.",Departure,
309,Check_in_info,Roman Urdu,Boarding pass kahan milta hai?,Airline ke counter se check-in complete karne ke baad milta hai.,Departure,
310,Check_in_info,Roman Urdu,Extra baggage ka paisa kahan jama hota hai?,Row D ke paas Extra Baggage desk pe payment hoti hai.,Departure,
311,Check_in_info,Roman Urdu,Kya families ke liye alag counter hota hai?,"Haan, families aur bachon ke liye priority lane hoti hai.",Departure,
312,Check_in_info,Roman Urdu,Special assistance passengers kahan jaate hain?,Counter number 1 special assistance passengers ke liye hai.,Departure,
313,Check_in_info,Roman Urdu,Fast track check-in kya hota hai?,Ye service business class ya premium passengers ke liye hoti hai.,Departure,
314,Check_in_info,Roman Urdu,Kya do bags check-in kar sakta hoon?,"Haan, agar total weight airline limit ke andar ho to.",Departure,
315,Check_in_info,Roman Urdu,Hand carry ka maximum weight kitna hota hai?,"Normally 7 kg tak allowed hota hai, airline se confirm kar lein.",Departure,
316,Check_in_info,Roman Urdu,Baggage wrapping kahan hoti hai?,Gate 3 ke paas wrapping service available hai.,Departure,
317,Check_in_info,Roman Urdu,Kya ek din pehle bag drop kar sakta hoon?,"Nahi, sirf flight ke din hi bag drop hota hai.",Departure,
318,Check_in_info,Roman Urdu,Kya return flight ka check-in bhi karwa sakta hoon?,"Nahi, sirf current flight ka check-in hota hai.",Departure,
319,Check_in_info,Roman Urdu,Boarding pass pe kya likha hota hai?,"Is pe gate number, seat number aur boarding time likha hota hai.",Departure,
320,Check_in_info,Roman Urdu,Kya bag plastic mein wrap karwana zaroori hai?,"Zaroori nahi, lekin safety ke liye acha hai.",Departure,
321,Check_in_info,Roman Urdu,Agar flight delay ho jaye to counter khula rehta hai?,"Haan, flight schedule ke mutabiq counter open rehta hai.",Departure,
322,Check_in_info,Roman Urdu,"Boarding pass gum gaya hai, kya dobara mil sakta hai?","Haan, airline counter se naya pass mil jata hai.",Departure,
323,Check_in_info,Roman Urdu,Kya kisi aur ka bag check-in karwa sakta hoon?,"Nahi, har passenger apna bag khud jama karta hai.",Departure,
324,Check_in_info,Roman Urdu,E-ticket print karna zaroori hai kya?,"Nahi, mobile pe dikhana kaafi hai.",Departure,
325,Check_in_info,Roman Urdu,International passengers ke counters kahan hain?,"Row A mein, immigration entry ke paas.",Departure,
326,Check_in_info,Roman Urdu,Domestic flights ke liye kaunsa hall hai?,Departure Hall B domestic flights ke liye hai.,Departure,
327,Check_in_info,Roman Urdu,Kya seat change karwa sakta hoon?,"Haan, agar airline allow kare to check-in pe possible hai.",Departure,
328,Check_in_info,Roman Urdu,"Meri flight PK301 hai, kahan jaoon?",PK301 ka counter Row C mein hai.,Departure,
329,Check_in_info,Roman Urdu,Kya wheelchair mil sakti hai?,"Haan, request dene pe staff wheelchair provide karta hai.",Departure,
330,Check_in_info,Roman Urdu,Kya check-in ke liye passport zaroori hai?,"Haan, international flights ke liye lazmi hai.",Departure,
331,Check_in_info,Roman Urdu,Airport ka staff kitne bajay aata hai?,Counters flight se 3 ghante pehle open ho jaate hain.,Departure,
332,Check_in_info,Roman Urdu,Agar late ho jaoon to kya boarding ho sakti hai?,Agar counter band na hua ho to staff help karega.,Departure,
333,Check_in_info,Roman Urdu,Kya check-in free hota hai?,"Haan, koi extra charges nahi lagte.",Departure,
334,Check_in_info,Roman Urdu,Online check-in cancel kar sakta hoon?,"Haan, airline ki website se cancel kar sakte ho.",Departure,
335,Check_in_info,Roman Urdu,Islamabad Airport 24 ghante khula rehta hai kya?,"Haan, international flights ke liye 24/7 open hai.",Departure,
336,Check_in_info,Roman Urdu,Kya check-in ke baad main bahar ja sakta hoon?,"Nahi, security check ke baad dobara entry allowed nahi hoti.",Departure,
337,Check_in_info,Roman Urdu,Hand carry mein kitni liquid allowed hai?,Sirf 100 ml tak liquid allowed hai.,Departure,
338,Check_in_info,Roman Urdu,Kya weight check karne ki machine lagi hai?,"Haan, har row ke paas scale available hai.",Departure,
339,Check_in_info,Roman Urdu,Agar bag kho jaye to kya karna hai?,Airline ke baggage claim counter pe report kar dein.,Departure,
340,Check_in_info,Roman Urdu,Trolley kahan milti hai?,Entrance ke paas trolleys available hoti hain.,Departure,
341,Check_in_info,Roman Urdu,Kya check-in se pehle khana khaya ja sakta hai?,"Haan, food court entrance ke paas hai.",Departure,
342,Check_in_info,Roman Urdu,Kya Islamabad Airport pe business lounge hai?,"Haan, Hall A ke paas lounge available hai.",Departure,
343,Check_in_info,Roman Urdu,Agar system band ho jaye to check-in kaise hoga?,Staff manual process se help karega.,Departure,
344,Check_in_info,Roman Urdu,Kya main apne dost ke sath ja sakta hoon?,Sirf passengers ko hi andar jane ki ijazat hai.,Departure,
345,Check_in_info,Roman Urdu,Medicine bag mein rakh sakta hoon?,"Haan, lekin hand bag mein rakhna behtar hai.",Departure,
346,Check_in_info,Roman Urdu,Check-in ke baad gate kahan hota hai?,Gate number boarding pass pe likha hota hai.,Departure,
347,Check_in_info,Roman Urdu,Islamabad se Dubai flight ke liye kaunsa hall hai?,Hall A se Dubai flights depart karti hain.,Departure,
348,Check_in_info,Roman Urdu,Kya wrapping zaroori hai?,"Nahi, lekin protection ke liye useful hai.",Departure,
349,Check_in_info,Roman Urdu,Kya check-in ke baad phir se entry mil sakti hai?,"Nahi, ek dafa bahar nikalne ke baad dobara entry nahi hoti.",Departure,
350,Check_in_info,Roman Urdu,Kya power bank bag mein rakh sakta hoon?,"Nahi, sirf hand carry mein rakhein.",Departure,
351,Check_in_info,Roman Urdu,Kya boarding ke baad khana milta hai?,"Haan, airlines in-flight meal deti hain agar ticket mein shamil ho.",Departure,
352,Check_in_info,Roman Urdu,Kya main flight ka time yahan check kar sakta hoon?,"Haan, flight information screens pe departure time likha hota hai.",Departure,
353,Check_in_info,Roman Urdu,Check-in ke dauran mobile use kar sakta hoon?,"Haan, lekin security aur scanning ke waqt use na karein.",Departure,
354,Check_in_info,Roman Urdu,Kya check-in se pehle security check hota hai?,"Nahi, pehle check-in hota hai phir security screening.",Departure,
355,Check_in_info,Roman Urdu,Kya visa copy pe travel kar sakta hoon?,"Nahi, asli passport zaroori hota hai.",Departure,
