"id","query","language","intent","terminal","entities","expected_response","notes"
"78","Main diabetes ka mareez hoon, kya main insulin ke injection hand luggage mein le ja sakta hoon?","roman_ur","baggage","departure","{""item"":""insulin""}","Ji haan, diabetes ke mareez musafir insulin, syringes, insulin pen, blood glucose monitor, test strips, lancets, aur tamam degar diabetes ki supplies miqdaar ki pabandion ke baghair cabin baggage mein le ja sakte hain. Yeh zaroori tibbi supplies ke tor par darjabandi hain, aur airports in adwiyat ki zaroorat rakhne wale musafiro ke liye rahaish faraham karte hain. Insulin darhaqqiqat cabin baggage mein honi chahiye na ke checked saman mein kyunke cargo hold ke darje hararat ke utar charhao mumkina tor par insulin ki taseer ko nuqsan pohoncha sakte hain. Apni diabetes ki supplies ko wazehan case ya bag mein rakhein.","Diabetes ki supplies"
"79","Main apne saman mein qeemti ashya ke liye kitni qeemat declare kar sakta hoon?","roman_ur","baggage","departure","{}","Bain ul aqwami hawabazi qawaneen ke tahat airlines ki checked baggage ke liye meyari zimmedari ki had taqreeban 1,131 Special Drawing Rights hai, jo taqreeban 1,500-1,700 US dollar, ya maujuda shar mubadla par taqreeban 400,000-450,000 Pakistani rupay ke barabar hai. Yeh zyada se zyada muawza hai jo aap hasil kar sakte hain agar aapka checked baggage gum, kharab, ya taakhir ka shikar ho, chahe mawad ki asli qeemat kuch bhi ho. Ahem baat yeh hai ke yeh had per musafir lagoo hoti hai, na ke per bag, aur yeh zyada se zyada hai - muawza is had tak haqeeqi dastavezi nuqsanat par mabni hota hai.","Zimmedari ki hadein"
"80","Kya main checked saman mein dastavezat ki photo copies pack kar sakta hoon?","roman_ur","baggage","departure","{""item"":""documents""}","Ji haan, aap checked saman mein dastavezat ki photo copies pack kar sakte hain, aur darhaqqiqat nuqsan ya chori ki soorat mein ahem dastavezat ki backup copies asli se alag rakhna achha amal hai. Taham, kabhi bhi checked baggage mein asli ahem dastavezat pack na karein - hamesha apne passport, qaumi shanakhti card, parvaz ki tickets, boarding pass, travel insurance dastavezat, hotel bookings, tibbi nuske, credit cards, aur kisi bhi doosre ahem kagzat ki asli apne cabin baggage mein rakhein jahan aapka bara-e-raast control aur rasaai ho. Checked bag kabhi kabhar gum, taakhir, ya chori ho jate hain.","Dastavez ki jagah"
"81","Mere hiking backpack mein dhaati frame hai, kya security mujhe roke gi?","roman_ur","baggage","departure","{""item"":""backpack""}","Dhaati frame wala aapka hiking backpack Islamabad International Airport par baghair kisi masle ke security screening se guzar jayega, kyunke backpack mein dhaati frame aam hain aur mamnoo ashya nahi hain. X-ray machines aur metal detector kafi nafeez hain ke frame jaise sakhtiyati dhaati ajza aur hathiyaron jaisi mamnoo ashya ke darmiyan farq kar sakein. Taham, aapko screening ke amal mein qudre zyada waqt lagne ki tawaqqo rakhni chahiye kyunke dhaati frame X-ray screen par namayan tor par zahir hoga, aur security afsaran yeh yaqeeni banana chahenge ke yeh sirf backpack frame hai.","Dhaati frame screening"
"82","Kya main Multan se mitti ke bartan checked shuda saman mein la sakta hoon?","roman_ur","baggage","departure","{""item"":""pottery""}","Ji haan, aap mitti ke bartan, ceramic ashya, aur rawayati Multani neele bartan checked saman mein muntaqil kar sakte hain, lekin packing mein intihayi ehtiyat baratni chahiye kyunke yeh ashya bohat nazuk hain aur baggage handling ke dauran asani se toot jati hain. Multani bartan, tile work, aur ceramic ke tukron jaisi Pakistani dastkari aam tor par musafiro ki taraf se tohfe ya zaati ashya ke tor par muntaqil ki jati hai. Har bartan ke tukre ko infaradi tor par bubble wrap, foam, ya motay kaghaz ki kai tehon mein lapetna chahiye. Lapte hue ashya ko apne suitcase ke beech mein naram ashya jaise kapron se ghaire hue rakhein.","Nazuk bartan"
"83","Barish hui aur mera bag raste mein geela ho gaya, kya wo ise qubool karenge?","roman_ur","baggage","departure","{""issue"":""wet baggage""}","Ji haan, barish se qudre geela saman Islamabad International Airport par check-in ke liye qabil-e-qubool hai, kyunke airport amla samajhta hai ke mosmi halaat baz auqat airport tak naqal-o-hamal ke dauran saman ko nam hone ka sabab bante hain. Taham, check-in se pehle nami ko door karna aapke mafaad mein hai. Agar bairuni hissa sirf nam hai to ise toliye ya kapray se saaf kar dein. Agar yeh bohat geela hai to check-in counters ke qareeb baggage wrapping service istemaal karne par ghour karein. Sab se ahem tashweesh aapke bag ke andar ke mawad ki hifazat hai - fori tor par check karein ke pani andar daakhil nahi hua, khaas tor par zip aur seam ke aas paas.","Barish se geela bag"
"84","Main Lahore cricket bat aur stumps le jana chahta hoon, kya yeh jaez hai?","roman_ur","baggage","departure","{""item"":""cricket equipment""}","Ji haan, cricket ke bat, stumps, pads, helmet, dastane, aur hifazati gear sameet cricket ka saman Islamabad se Lahore ya kisi bhi doosre mulki raste par checked baggage mein muntaqil kiya ja sakta hai, aur Pakistan ke cricket ke junoon ko dekhte hue yeh bohat aam hai. Aapka cricket ka saman aapke baqaida checked baggage wazn allowance mein shumar hoga, to agar aapke paas bat, pads, helmet, dastane, aur stumps ke sath mukammal cricket kit bag hai to yeh kafi bhari ho sakta hai. Cricket ke bat mumkina hathiyar samjhe jate hain aur kisi bhi halat mein cabin baggage mein nahi le jaye ja sakte - unhein check-in karna zaroori hai.","Cricket gear"
"85","Kya main 3 din mein wapas aoon ga to apne bag yahan chhor sakta hoon?","roman_ur","baggage","departure","{""service"":""long-term storage""}","Nahi, Islamabad International Airport un musafiro ke liye kai din ya taweel muddat baggage storage sahuliyat pesh nahi karta jo aage safar kar rahe hain aur baad mein wapas aa rahe hain. Airport par dastyab left luggage service sirf parvaz ki taakhir, layover, ya mukhtasir dauron ke dauran usi din ya raaton raat storage ke liye design ki gayi hai, na ke alag safaron ke darmiyan kai dino tak storage ke liye. 3 din ya is se zyada ke liye saman store karne ke liye, aapko Rawalpindi ya Islamabad sheher mein tijarati storage sahuliyat istemaal karni hongi.","Taweel muddat storage nahi"
"86","Main apne hostel ke liye electric iron le ja raha hoon, kya main ise check kar sakta hoon?","roman_ur","baggage","departure","{""item"":""electric iron""}","Ji haan, electric iron aur degar ghareloo barqi aalaat Islamabad International Airport par checked baggage mein mukammal tor par jaez hain. Talib-e-ilm aur peshwar afraad aksar chhotay aalaat jaise iron, kettle, immersion heater, aur pankhe hostels, universities, ya nayi rehaish mein muntaqil hote waqt muntaqil karte hain. Apne electric iron ko checked saman mein pack karne se pehle, yaqeeni banayein ke agar haal hi mein istemaal hua tha to yeh mukammal tor par thanda ho gaya hai. Bhaap wale iron ke zakheron se koi bhi pani khaali kar dein, kyunke pani baggage handling ke dauran leak ho sakta hai.","Electric iron"
"87","Mere company ke bag par har jagah logo stickers hain, kya yeh qabil-e-qubool hai?","roman_ur","baggage","departure","{}","Ji haan, company ke logo, brand stickers, aur araishi labels wala saman mukammal tor par qabil-e-qubool hai aur darhaqqiqat Islamabad International Airport par kafi aam hai. Bohat se musafir apne bag ko zaati banana ke liye stickers istemaal karte hain, jo unhein baggage carousel par asani se qabil-e-shanakht banata hai aur kisi doosre musafir ki taraf se ghalti se aapka bag le jane ka imkaan kam karta hai kyunke bohat se suitcase ek jaise lagte hain. Corporations se company branded bag, waqiyat se promotional bag, ya safari stickers se dhake hue saman sab airports par meyari nazare hain.","Logo stickers theek hain"
"88","Kya main apne checked bag mein charhayi ki rassi aur carabiner pack kar sakta hoon?","roman_ur","baggage","departure","{""item"":""climbing equipment""}","Ji haan, pahari charhayi aur chattan charhayi ka saman bashamool rassiyan, carabiner, harness, belay devices, ascenders, descenders, aur charhayi ke joote Pakistani airports par checked baggage mein jaez hain. Pakistan mein ek mazboot koh-paimayi community hai jismein bohat se koh-paima shumali ilaqon jaise Gilgit Baltistan, Hunza, aur K2 base camp ki taraf jate hain, to charhayi ka gear aam tor par muntaqil kiya jata hai. Aapka saman aapke baqaida checked baggage wazn allowance mein shumar hoga, aur charhayi ka gear khaas tor par rassiyon ke sath kafi bhari ho sakta hai.","Charhayi ka gear"
"89","Main Islamabad se Peshawar ko muntaqil ho raha hoon, kya mera bag bara-e-raast jaye ga?","roman_ur","baggage","departure","{""flight_type"":""domestic connection""}","Ek hi airline par Pakistan ke andar munsalik mulki parwazo ke liye, aapka checked baggage aam tor par bara-e-raast aapki aakhri manzil tak check kiya jata hai, yani aapko Islamabad mein ise jama karne aur dobara check karne ki zaroorat nahi hogi. Jab aap apne asli sheher mein check-in karein to check-in agent ko muttalay karein ke aapki munsalik parvaz hai aur dono parvaz ki tafseel faraham karein - wo aapke bag ko Islamabad ke raste Peshawar tak raste ke labels ke sath tag karenge. Aapko baggage claim tag milenge aur amle ko wazehan tor par tasdeeq karni chahiye ke aapka bag aapki aakhri manzil tak check kiya gaya hai.","Mulki muntaqli"
"90","Kya main apne hand luggage mein sabz chai aur jarhi bootio ki chai le ja sakta hoon?","roman_ur","baggage","departure","{""item"":""tea""}","Ji haan, aap Islamabad International Airport par apne hand luggage mein baghair kisi pabandi ke sabz chai, jarhi bootio ki chai, siyaah chai, rawayati Kashmiri kahwa, aur degar chai ki masnooat le ja sakte hain. Khushk shakal mein chai - chahe dheeli chai ki pattiyan, chai ke bag, chai ka powder, ya khushk jarhi bootiyan hon - maayeat ya mehdood madde ke tor par darjabandi nahi hai, to meyari baggage qawaneen lagoo hote hain. Yeh ashya security screening se asani se guzarti hain aur Pakistani musafiro ki taraf se aam tor par le jayi jati hain jo apni pasandida chai ki brands ya rawayati aqsam chahte hain jo unki manzil par dastyab nahi ho sakti.","Chai ki masnooat"
"91","Mere hiking backpack mein dhaati frame hai, kya security mujhe roke gi?","roman_ur","baggage","departure","{""item"":""backpack""}","Dhaati frame wala aapka hiking backpack Islamabad International Airport par baghair kisi masle ke security screening se guzar jayega, kyunke backpack mein dhaati frame aam hain aur mamnoo ashya nahi hain. X-ray machines aur metal detector kafi nafeez hain ke frame jaise sakhtiyati dhaati ajza aur hathiyaron jaisi mamnoo ashya ke darmiyan farq kar sakein. Taham, aapko screening ke amal mein qudre zyada waqt lagne ki tawaqqo rakhni chahiye kyunke dhaati frame X-ray screen par namayan tor par zahir hoga, aur security afsaran yeh yaqeeni banana chahenge ke yeh sirf backpack frame hai. Apne backpack ko screening belt par rakhte waqt, ise mukammal tor par khol dein aur tamam bairuni aur androni jeebon ko ghair zip karein take security afsaran ko X-ray image par mawad ka wazehan nazara milay.","Dhaati frame screening"
"92","Kya main Multan se mitti ke bartan checked shuda saman mein la sakta hoon?","roman_ur","baggage","departure","{""item"":""pottery""}","Ji haan, aap mitti ke bartan, ceramic ashya, aur rawayati Multani neele bartan checked saman mein muntaqil kar sakte hain, lekin packing mein intihayi ehtiyat baratni chahiye kyunke yeh ashya bohat nazuk hain aur baggage handling ke dauran asani se toot jati hain. Multani bartan, tile work, aur ceramic ke tukron jaisi Pakistani dastkari aam tor par musafiro ki taraf se tohfe ya zaati ashya ke tor par muntaqil ki jati hai. Har bartan ke tukre ko infaradi tor par bubble wrap, foam, ya motay kaghaz ki kai tehon mein lapetna chahiye. Lapte hue ashya ko apne suitcase ke beech mein naram ashya jaise kapron se ghaire hue rakhein. Sakht kinare aur kone se door rakhein. Agar aap mutaaddid bartan ke tukre le ja rahe hain to har tukre ke darmiyan mota cushioning rakhein take wo ek doosre se na takarayein.","Nazuk bartan"
"93","Barish hui aur mera bag raste mein geela ho gaya, kya wo ise qubool karenge?","roman_ur","baggage","departure","{""issue"":""wet baggage""}","Ji haan, barish se qudre geela saman Islamabad International Airport par check-in ke liye qabil-e-qubool hai, kyunke airport amla samajhta hai ke mosmi halaat baz auqat airport tak naqal-o-hamal ke dauran saman ko nam hone ka sabab bante hain, khaas tor par Islamabad Rawalpindi ilaqe mein jahan barish achanak aa sakti hai. Taham, check-in se pehle nami ko door karna aapke mafaad mein hai. Agar bairuni hissa sirf nam hai to ise toliye ya kapray se saaf kar dein. Agar yeh bohat geela hai to check-in counters ke qareeb baggage wrapping service istemaal karne par ghour karein, jo nami ko band kar de gi aur parvaz ke dauran aapke bag ke khushk hone mein madad kare gi. Sab se ahem tashweesh aapke bag ke andar ke mawad ki hifazat hai - fori tor par check karein ke pani andar daakhil nahi hua, khaas tor par zip aur seam ke aas paas.","Barish se geela bag"
"94","Main Lahore cricket bat aur stumps le jana chahta hoon, kya yeh jaez hai?","roman_ur","baggage","departure","{""item"":""cricket equipment""}","Ji haan, cricket ke bat, stumps, pads, helmet, dastane, aur hifazati gear sameet cricket ka saman Islamabad se Lahore ya kisi bhi doosre mulki raste par checked baggage mein muntaqil kiya ja sakta hai, aur Pakistan ke cricket ke junoon ko dekhte hue yeh bohat aam hai. Aapka cricket ka saman aapke baqaida checked baggage wazn allowance mein shumar hoga, to agar aapke paas bat, pads, helmet, dastane, aur stumps ke sath mukammal cricket kit bag hai to yeh kafi bhari ho sakta hai - check-in se pehle apne bag ka wazn karein. Cricket ke bat mumkina hathiyar samjhe jate hain aur kisi bhi halat mein cabin baggage mein nahi le jaye ja sakte - unhein check-in karna zaroori hai. Stumps, chunke wo lakri ke dande hain, bhi checked baggage mein hone chahiye.","Cricket gear"
"95","Kya main 3 din mein wapas aoon ga to apne bag yahan chhor sakta hoon?","roman_ur","baggage","departure","{""service"":""long-term storage""}","Nahi, Islamabad International Airport un musafiro ke liye kai din ya taweel muddat baggage storage sahuliyat pesh nahi karta jo aage safar kar rahe hain aur baad mein wapas aa rahe hain. Airport par dastyab left luggage service sirf parvaz ki taakhir, layover, ya mukhtasir dauron ke dauran usi din ya raaton raat storage ke liye design ki gayi hai, na ke alag safaron ke darmiyan kai dino tak storage ke liye. 3 din ya is se zyada ke liye saman store karne ke liye, aapko Rawalpindi ya Islamabad sheher mein tijarati storage sahuliyat istemaal karni hongi. Kuch options mein self-storage companies shamil hain jo mehfooz locker services pesh karti hain, ya kuch hotels apne mehmanon ke liye luggage storage ki ijazat dete hain.","Taweel muddat storage nahi"
"96","Main apne hostel ke liye electric iron le ja raha hoon, kya main ise check kar sakta hoon?","roman_ur","baggage","departure","{""item"":""electric iron""}","Ji haan, electric iron aur degar ghareloo barqi aalaat Islamabad International Airport par checked baggage mein mukammal tor par jaez hain. Talib-e-ilm aur peshwar afraad aksar chhotay aalaat jaise iron, kettle, immersion heater, aur pankhe hostels, universities, ya nayi rehaish mein muntaqil hote waqt muntaqil karte hain. Apne electric iron ko checked saman mein pack karne se pehle, yaqeeni banayein ke agar haal hi mein istemaal hua tha to yeh mukammal tor par thanda ho gaya hai. Bhaap wale iron ke zakheron se koi bhi pani khaali kar dein, kyunke pani baggage handling ke dauran leak ho sakta hai aur aapke kapron ya degar ashya ko nuqsan pohoncha sakta hai. Power cord ko iron ke ird gird ehtiyat se lapet dein aur agar mumkin ho to ise iski asli box mein pack karein.","Electric iron"
"97","Mere company ke bag par har jagah logo stickers hain, kya yeh qabil-e-qubool hai?","roman_ur","baggage","departure","{}","Ji haan, company ke logo, brand stickers, aur araishi labels wala saman mukammal tor par qabil-e-qubool hai aur darhaqqiqat Islamabad International Airport par kafi aam hai. Bohat se musafir apne bag ko zaati banana ke liye stickers istemaal karte hain, jo unhein baggage carousel par asani se qabil-e-shanakht banata hai aur kisi doosre musafir ki taraf se ghalti se aapka bag le jane ka imkaan kam karta hai kyunke bohat se suitcase ek jaise lagte hain. Corporations se company branded bag, waqiyat se promotional bag, ya safari stickers se dhake hue saman sab airports par meyari nazare hain. Wahid pabandi yeh hogi agar stickers ya logo mein jarhanah mawad, nafrat ki alamaat, ya namunasib tasweerein hon, jis soorat mein security ya airline amla aapko bag ko board karne se pehle jarhanah stickers hatane ke liye keh sakta hai.","Logo stickers theek hain"
"98","Kya main apne checked bag mein charhayi ki rassi aur carabiner pack kar sakta hoon?","roman_ur","baggage","departure","{""item"":""climbing equipment""}","Ji haan, pahari charhayi aur chattan charhayi ka saman bashamool rassiyan, carabiner, harness, belay devices, ascenders, descenders, aur charhayi ke joote Pakistani airports par checked baggage mein jaez hain. Pakistan mein ek mazboot koh-paimayi community hai jismein bohat se koh-paima shumali ilaqon jaise Gilgit Baltistan, Hunza, aur K2 base camp ki taraf jate hain, to charhayi ka gear aam tor par muntaqil kiya jata hai. Aapka saman aapke baqaida checked baggage wazn allowance mein shumar hoga, aur charhayi ka gear khaas tor par rassiyon ke sath kafi bhari ho sakta hai. Carabiner jaise dhaati saman ko ehtiyat se pack karein take wo bag ke androni hisse ya degar mawad ko nuqsan na pohonchayein. Rassiyon ko saaf tareeqe se coil banayein aur unhein mehfooz karein.","Charhayi ka gear"
"99","Main Islamabad se Peshawar ko muntaqil ho raha hoon, kya mera bag bara-e-raast jaye ga?","roman_ur","baggage","departure","{""flight_type"":""domestic connection""}","Ek hi airline par Pakistan ke andar munsalik mulki parwazo ke liye, aapka checked baggage aam tor par bara-e-raast aapki aakhri manzil tak check kiya jata hai, yani aapko Islamabad mein ise jama karne aur dobara check karne ki zaroorat nahi hogi. Jab aap apne asli sheher mein check-in karein to check-in agent ko muttalay karein ke aapki munsalik parvaz hai aur dono parvaz ki tafseel faraham karein - wo aapke bag ko Islamabad ke raste Peshawar tak raste ke labels ke sath tag karenge. Aapko baggage claim tag milenge aur amle ko wazehan tor par tasdeeq karni chahiye ke aapka bag aapki aakhri manzil tak check kiya gaya hai. Taham, check-in par iski wazehan tasdeeq karna zaroori hai. Agar aap mukhtalif airlines ke sath safar kar rahe hain ya agar aapne alag alag tickets book kiye hain to aapko Islamabad mein apna bag jama karna, customs aur immigration se guzarna agar bain ul aqwami hai, aur phir Peshawar ki parvaz ke liye dobara check-in karna hoga.","Mulki muntaqli"
"100","Kya main apne hand luggage mein sabz chai aur jarhi bootio ki chai le ja sakta hoon?","roman_ur","baggage","departure","{""item"":""tea""}","Ji haan, aap Islamabad International Airport par apne hand luggage mein baghair kisi pabandi ke sabz chai, jarhi bootio ki chai, siyaah chai, rawayati Kashmiri kahwa, aur degar chai ki masnooat le ja sakte hain. Khushk shakal mein chai - chahe dheeli chai ki pattiyan, chai ke bag, chai ka powder, ya khushk jarhi bootiyan hon - maayeat ya mehdood madde ke tor par darjabandi nahi hai, to meyari baggage qawaneen lagoo hote hain. Yeh ashya security screening se asani se guzarti hain aur Pakistani musafiro ki taraf se aam tor par le jayi jati hain jo apni pasandida chai ki brands ya rawayati aqsam chahte hain jo unki manzil par dastyab nahi ho sakti. Chai ko iski asli packaging mein rakhna behtareen hai kyunke yeh mawad ki shanakht ko asan banata hai. Agar aap bari miqdaar mein ya dheeli chai ki pattiyan le ja rahe hain to unhein sealed, wazehan bag ya containers mein pack karne par ghour karein.","Chai ki masnooat"
"101","Economy class mein saman ki kitni ijazat hai? — plz confirm.","roman_ur","baggage","departure","{}","Economy class musafir ko 20kg checked baggage aur 7kg cabin baggage ki ijazat hai","Common sawal | Auto-generated"
"102","Extra saman ka kitna charge hai? — plz confirm.","roman_ur","baggage","departure","{}","Extra baggage ki qeemat mulki flights ke liye per kg 800 rupay aur international flights ke liye per kg 15 dollar hai","Price ka sawal | Auto-generated"
"103","Kya main hand luggage ke sath laptop bag bhi le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, aap apne cabin baggage ke ilawa ek laptop bag ya handbag le ja sakte hain","Cabin baggage rules | Auto-generated"
"104","Checked baggage mein kaun si cheezain mamnoo hain? — plz confirm.","roman_ur","baggage","departure","{}","Mamnoo cheezain mein lithium batteries, power bank, lighter, teez dhaar cheezain aur aatishgeer mawad shamil hain","Safety regulations | Auto-generated"
"105","Cabin baggage ki weight ki had kya hai? — plz confirm.","roman_ur","baggage","departure","{}","Cabin baggage ka weight 7kg se zyada nahi hona chahiye aur size 56cm x 36cm x 23cm hona chahiye","Standard limits | Auto-generated"
"106","Saman jama karane ka counter kahan hai? — plz confirm.","roman_ur","baggage","departure","{}","Baggage drop counter aapki airline ke check-in area mein departure hall mein waqe hain","Location query | Auto-generated"
"107","Kya main airport par extra saman check-in kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, aap availability ke mutabiq check-in counter par additional baggage allowance khareed sakte hain","Last minute purchase | Auto-generated"
"108","Bachon ke liye saman ki ijazat kya hai? — plz confirm.","roman_ur","baggage","departure","{""passenger_type"":""infant""}","Sheer khawar bachon ko 10kg checked baggage aur ek collapsible stroller ya car seat ki ijazat hai","Family travel | Auto-generated"
"109","Kya mauseeqi ke aalat cabin baggage ke tor par le ja sakte hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""musical instrument""}","Chote musical instruments jo overhead bin mein aa jayein ijazat hain; bare instruments check karne honge ya extra seat chahiye","Special items | Auto-generated"
"110","Saman check-in ke liye kitni jaldi pohanchna chahiye? — plz confirm.","roman_ur","baggage","departure","{}","International flights se kam az kam 3 ghante pehle aur domestic flights se 2 ghante pehle pohanchein","Time recommendation | Auto-generated"
"111","Kya main apne checked baggage ko tala laga sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, aap TSA approved locks istemal kar sakte hain; aam talon se bachein kyunke security ko aapke bag ka muaina karna par sakta hai","Security advice | Auto-generated"
"112","Agar mera saman zyada wazni ho to kya hoga? — plz confirm.","roman_ur","baggage","departure","{}","Aapko excess baggage fee deni hogi ya weight limit puri karne ke liye cheezain nikalni hongi","Common concern | Auto-generated"
"113","Kya sports ka saman checked baggage mein ijazat hai? — plz confirm.","roman_ur","baggage","departure","{""item"":""sports equipment""}","Ji haan, golf clubs aur skis jaise sports equipment ijazat hai lekin additional charges lag sakte hain","Special baggage | Auto-generated"
"114","Kya main apne cabin bag mein liquids le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""liquids""}","Liquids 100ml ya is se kam ke containers mein hone chahiyein, saaf plastic bag mein rakhe hue (maximum 1 liter)","Security rule | Auto-generated"
"115","Business class ka baggage allowance kya hai? — plz confirm.","roman_ur","baggage","departure","{""class"":""business""}","Business class passengers ko 30kg checked baggage aur 7kg cabin baggage ki ijazat hai","Premium class | Auto-generated"
"116","Kya power bank checked luggage mein le ja sakte hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""power bank""}","Nahi, power banks sirf cabin baggage mein hone chahiyein aag ki safety regulations ki wajah se","Important restriction | Auto-generated"
"117","Kya main airport par apna saman lapet sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, check-in area ke qareeb fee ke iwaz baggage wrapping service available hai","Additional service | Auto-generated"
"118","Cabin luggage ke tor par kitne size ka bag ijazat hai? — plz confirm.","roman_ur","baggage","departure","{}","Maximum size 56cm x 36cm x 23cm hai","Size restrictions | Auto-generated"
"119","Main free mein kitne bags check-in kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Yeh aapki airline aur ticket class par depend karta hai; economy mein usually 1-2 bags ijazat hain","Varies by airline | Auto-generated"
"120","Kya duty-free items cabin baggage allowance mein shamil hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""duty-free""}","Duty-free purchases usually aapke cabin baggage allowance ke ilawa hoti hain","Shopping exception | Auto-generated"
"121","Kya main apne checked baggage mein khane ki cheezain le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""food""}","Zyada tar non-liquid food items ijazat hain; fresh produce ke liye destination country restrictions check karein","Varies by destination | Auto-generated"
"122","Agar mera baggage size restrictions se zyada ho to kya hoga? — plz confirm.","roman_ur","baggage","departure","{}","Oversized baggage check karna zaroori hai aur additional fee lag sakti hai","Size violations | Auto-generated"
"123","Kya baggage drop ke liye alag queue hai? — plz confirm.","roman_ur","baggage","departure","{}","Kuch airlines online check-in karne wale passengers ke liye dedicated baggage drop counters provide karti hain","Fast track option | Auto-generated"
"124","Kya main electronics checked baggage mein le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""electronics""}","Qeemti electronics cabin baggage mein le jane ki tajweez hai taky nuqsan ya chori se bacha ja sake","Safety recommendation | Auto-generated"
"125","Baggage check-in par kaun si items ka elaan karna zaroori hai? — plz confirm.","roman_ur","baggage","departure","{}","Qeemti items, nazuk saman, lithium batteries aur kisi bhi limited items ka elaan karein","Declaration requirements | Auto-generated"
"126","Kya bare size ke saman ke liye storage facilities hain? — plz confirm.","roman_ur","baggage","departure","{}","Oversized baggage ko special counters par handle kiya jata hai; specific procedures ke liye apni airline se rabta karein","Special handling | Auto-generated"
"127","Kya main online check-in ke baad baggage allowance add kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, aap baggage drop se pehle airport counter par additional allowance khareed sakte hain","Post check-in purchase | Auto-generated"
"128","Cabin baggage mein kya ijazat nahi hai? — plz confirm.","roman_ur","baggage","departure","{}","Teez dhaar cheezain, tools, 100ml se zyada liquids aur sports goods cabin mein ijazat nahi","Security restrictions | Auto-generated"
"129","Main kharab shuda baggage ki ittila kaise doon? — plz confirm.","roman_ur","baggage","departure","{}","Airport chornay se pehle foran airline ke baggage service counter par damaged baggage ki report karein","Damage claims | Auto-generated"
"130","Kya main apni shadi ka libas cabin baggage ke tor par le ja sakti hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""wedding dress""}","Wedding dress cabin baggage ke tor par le jaye ja sakte hain agar wo overhead bin mein aa jayein ya aap garment bag ki darkhwast kar sakte hain","Special occasion | Auto-generated"
"131","Kya aarzi tor par saman store karne ke liye locker hain? — plz confirm.","roman_ur","baggage","departure","{}","Departure hall mein fee ke iwaz temporary baggage storage lockers available hain","Storage option | Auto-generated"
"132","Saman check-in ke liye kaun se documents chahiye? — plz confirm.","roman_ur","baggage","departure","{}","Baggage check-in ke liye aapko apna boarding pass aur valid ID/passport chahiye","Required documents | Auto-generated"
"133","Kya main apne baggage allowance ko bags mein taqseem kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, aap apne total weight allowance ko multiple bags mein divide kar sakte hain jab tak har ek individual bag limit se exceed na kare","Weight distribution | Auto-generated"
"134","Kya nazuk items checked baggage mein ijazat hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""fragile""}","Nazuk items check ki ja sakti hain lekin munasib tareeqe se packed honi chahiyein; qeemti cheezain cabin mein le jane ki tajweez hai","Risk advisory | Auto-generated"
"135","Students ke liye baggage allowance kya hai? — plz confirm.","roman_ur","baggage","departure","{""passenger_type"":""student""}","Kuch airlines students ke liye additional baggage allowance deti hain; specific policies ke liye apni airline se check karein","Special category | Auto-generated"
"136","Kya main dawaayein cabin baggage mein le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""medicines""}","Ji haan, prescription medicines proper documentation ke sath cabin baggage mein ijazat hain","Medical exception | Auto-generated"
"137","Airlines cabin baggage weight ke bare mein kitni strict hain? — plz confirm.","roman_ur","baggage","departure","{}","Zyada tar airlines khaas tor par peak seasons mein 7kg limit ko sakhti se enforce karti hain","Enforcement level | Auto-generated"
"138","Kya main pet carriers ko baggage ke tor par check-in kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""pet carrier""}","Approved carriers mein chote pets cabin mein ijazat ho sakte hain; bare pets checked baggage ya cargo ke tor par safar karein","Pet travel | Auto-generated"
"139","Apne bag ko check karne se pehle mujhe kya nikalna chahiye? — plz confirm.","roman_ur","baggage","departure","{}","Tamam qeemti cheezain, documents, chabian, dawaayein, electronics aur kharab hone wali items nikal dein","Pre-check preparation | Auto-generated"
"140","Kya camping equipment aur tent ijazat hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""camping equipment""}","Camping equipment checked baggage mein ijazat hai; chaku jaise teez dhaar items munasib tareeqe se packed honi chahiyein","Outdoor gear | Auto-generated"
"141","Kya main bachon ka khana cabin baggage mein le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""baby food""}","Baby food aur milk sheer khawar bachon ke sath safar karne wale passengers ke liye liquid restrictions se mustasna hain","Family exception | Auto-generated"
