"id","query","language","intent","terminal","entities","expected_response","notes"
"111","انفارمیشن ڈیسک کہاں ہے؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""information""}","انفارمیشن ڈیسک مرکزی دروازے اور روانگی ہال کے وسط میں واقع ہیں","مدد کا ڈیسک | Auto-generated"
"112","کیا بچوں کے لیے تبدیلی کی سہولیات ہیں۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""baby changing""}","بچوں کی تبدیلی کے اسٹیشن تمام بیت الخلاؤں میں دستیاب ہیں اور گیٹ 3 کے قریب مخصوص نرسنگ روم ہے","خاندانی سہولت | Auto-generated"
"113","میں کافی کہاں سے حاصل کر سکتا ہوں؟ [13]","ur","facilities","departure","{""facility"":""cafe""}","گلوریا جینز اور ایسپریسو سمیت کافی کی دکانیں فوڈ کورٹ کے علاقے میں واقع ہیں","مشروبات کا سوال | Auto-generated"
"114","کیا کرنسی ایکسچینج کی سروس ہے؟ [14]","ur","facilities","departure","{""service"":""currency exchange""}","کرنسی ایکسچینج کاؤنٹر مرکزی دروازے کے قریب اور روانگی لاؤنج میں واقع ہیں","مالیاتی خدمت | Auto-generated"
"115","وہیل چیئر کی قابل رسائی سہولیات کہاں ہیں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""service"":""wheelchair""}","وہیل چیئر کے قابل رسائی بیت الخلاء اور ریمپ پورے ٹرمینل میں دستیاب ہیں، اور وہیل چیئر انفارمیشن ڈیسک سے طلب کی جا سکتی ہیں","رسائی | Auto-generated"
"116","کیا کوئی ڈیوٹی فری دکانیں ہیں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""duty-free""}","ڈیوٹی فری دکانیں سیکیورٹی کے بعد روانگی لاؤنج میں واقع ہیں جو کاسمیٹکس، عطر اور الیکٹرانکس پیش کرتی ہیں","ٹیکس سے پاک خریداری | Auto-generated"
"117","فرسٹ ایڈ سینٹر کہاں ہے۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""first aid""}","طبی اور فرسٹ ایڈ سینٹر گراؤنڈ فلور پر گیٹ 2 کے قریب واقع ہے","ہنگامی سروس | Auto-generated"
"118","کیا بچوں کا کھیل کا علاقہ ہے؟ [18]","ur","facilities","departure","{""facility"":""play area""}","جی ہاں، بچوں کا کھیل کا زون روانگی لاؤنج میں گیٹ 5 کے قریب دستیاب ہے","بچوں کے لیے دوستانہ | Auto-generated"
"119","میں اپنا سامان کہاں محفوظ کر سکتا ہوں۔ براہِ کرم؟","ur","facilities","departure","{""service"":""luggage storage""}","سامان محفوظ کرنے کی سہولت فیس کے عوض مرکزی دروازے کے قریب دستیاب ہے","ذخیرہ کی خدمت | Auto-generated"
"120","کیا ہوائی اڈے میں کتب خانے ہیں۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""bookstore""}","اخبارات، رسالے اور کتابوں کی پیشکش کرنے والی کتابوں کی دکان گیٹ 6 کے قریب واقع ہے","پڑھنے کا مواد | Auto-generated"
"121","بزنس سینٹر کہاں ہے۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""business center""}","انٹرنیٹ، پرنٹنگ اور میٹنگ رومز کے ساتھ بزنس سینٹر پریمیم لاؤنج میں دستیاب ہے","کارپوریٹ سہولت | Auto-generated"
"122","کیا میں ہوائی اڈے پر سفری انشورنس حاصل کر سکتا ہوں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""service"":""travel insurance""}","سفری انشورنس کاؤنٹر چیک ان کے علاقے کے قریب دستیاب ہیں","انشورنس کی خدمت | Auto-generated"
"123","پانی کے فوارے کہاں ہیں؟ [23]","ur","facilities","departure","{""facility"":""water fountain""}","پانی کے فوارے اور دوبارہ بھرنے کے اسٹیشن تمام گیٹ علاقوں کے قریب پورے ٹرمینل میں واقع ہیں","ہائیڈریشن | Auto-generated"
"124","کیا سامان لپیٹنے کی سروس ہے؟ [24]","ur","facilities","departure","{""service"":""baggage wrap""}","سامان لپیٹنے کی سروس چیک ان کاؤنٹر کے قریب تھوڑی فیس کے لیے دستیاب ہے","پیکیجنگ سروس | Auto-generated"
"125","میں ٹیکسی سروس کاؤنٹر کہاں سے تلاش کر سکتا ہوں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""service"":""taxi""}","ٹیکسی بکنگ کاؤنٹر آمد کے علاقے میں ہیں، لیکن آپ انفارمیشن ڈیسک سے پوچھ سکتے ہیں","ٹرانسپورٹ کی پیشگی بکنگ | Auto-generated"
"126","کیا کوئی کپڑوں کی دکانیں ہیں؟ [26]","ur","facilities","departure","{""facility"":""clothing store""}","فیشن اور لوازمات کی دکانیں روانگی لاؤنج کی خریداری کے علاقے میں واقع ہیں","خوردہ سوال | Auto-generated"
"127","گمشدہ اور ملی اشیاء کا دفتر کہاں ہے؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""lost and found""}","گمشدہ اور ملی اشیاء کا دفتر روانگی ہال میں مرکزی انفارمیشن ڈیسک کے قریب ہے","گمشدہ اشیاء | Auto-generated"
"128","کیا وی آئی پی ملاقات اور استقبال کی سروس ہے؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""service"":""VIP service""}","وی آئی پی ملاقات اور استقبال کی خدمات پی اے اے کے ساتھ پیشگی بکنگ کے ذریعے دستیاب ہیں","پریمیم سروس | Auto-generated"
"129","میں سم کارڈ کہاں سے خرید سکتا ہوں؟ [29]","ur","facilities","departure","{""facility"":""SIM card shop""}","موبائل فون سم کارڈز داخلی دروازے کے قریب ٹیلی کام کی دکانوں پر دستیاب ہیں","رابطے | Auto-generated"
"130","کیا ہوائی اڈے کے قریب کوئی ہوٹل ہیں؟ [30]","ur","facilities","departure","{""facility"":""hotel""}","ہوائی اڈے کے ہوٹل اور قریبی رہائش انفارمیشن ڈیسک یا بکنگ کاؤنٹر کے ذریعے مل سکتی ہے","رہائش کا سوال | Auto-generated"
"131","جوتے صاف کرنے کی سروس کہاں ہے؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""service"":""shoeshine""}","جوتے صاف کرنے کے اسٹینڈ روانگی لاؤنج میں پریمیم دکانوں کے قریب دستیاب ہیں","ذاتی سروس | Auto-generated"
"132","کیا میں مفت انٹرنیٹ استعمال کر سکتا ہوں۔ براہِ کرم؟","ur","facilities","departure","{""service"":""internet""}","جی ہاں، پورے میں مفت وائی فائی دستیاب ہے؛ انٹرنیٹ کیوسک بزنس سینٹر میں ہیں","ویب تک رسائی | Auto-generated"
"133","عوامی ٹیلی فون کہاں ہیں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""telephone""}","عوامی ٹیلی فون بوتھ داخلی دروازے کے قریب اور روانگی لاؤنج میں واقع ہیں","مواصلات | Auto-generated"
"134","کیا ہوائی اڈے پر پوسٹ آفس ہے؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""post office""}","کاروباری اوقات کے دوران مرکزی دروازے کے قریب ایک چھوٹا پوسٹل سروس کاؤنٹر دستیاب ہے","ڈاک خانے کی خدمت | Auto-generated"
"135","انتظار کے دوران میں ٹی وی کہاں دیکھ سکتا ہوں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""TV area""}","خبریں اور پرواز کی معلومات دکھانے والی ٹی وی اسکرین تمام گیٹ بیٹھنے کے علاقوں میں ہیں","تفریح | Auto-generated"
"136","کیا کوئی مساج کی خدمات ہیں۔ براہِ کرم؟","ur","facilities","departure","{""service"":""massage""}","کرسی مساج کی خدمات پریمیم لاؤنج میں دستیاب ہیں","آرام کی خدمت | Auto-generated"
"137","کسٹمر سروس سینٹر کہاں ہے۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""customer service""}","کسٹمر سروس اور شکایت کا دفتر مرکزی روانگی ہال میں واقع ہے","معاونت کا ڈیسک | Auto-generated"
"138","کیا میں اسنیکس اور مشروبات خرید سکتا ہوں۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""convenience store""}","اسنیکس اور مشروبات فروخت کرنے والی سہولت کی دکانیں تمام گیٹ کلسٹروں کے قریب ہیں","فوری خریداری | Auto-generated"
"139","لفٹ اور ایسکلیٹر کہاں ہیں۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""elevator""}","لفٹ اور ایسکلیٹر ٹرمینل کے دونوں سروں پر واقع ہیں جو تمام منزلوں کو جوڑتے ہیں","عمودی نقل و حمل | Auto-generated"
"140","کیا صحت کی جانچ کا علاقہ ہے۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""health screening""}","صحت کی جانچ اور درجہ حرارت کی جانچ کے اسٹیشن داخلی دروازے اور سیکیورٹی کے بعد ہیں","کووڈ اقدامات | Auto-generated"
"141","میں اپنا بورڈنگ پاس کہاں پرنٹ کر سکتا ہوں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""service"":""printing""}","بورڈنگ پاس پرنٹ کرنے کے لیے سیلف سروس کیوسک چیک ان کاؤنٹر کے قریب ہیں","چیک ان سروس | Auto-generated"
"142","کیا کوئی لگژری برانڈ کی دکانیں ہیں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""luxury shop""}","لگژری اور پریمیم برانڈ اسٹورز سیکیورٹی کے بعد ڈیوٹی فری علاقے میں ہیں","اعلیٰ درجے کی خریداری | Auto-generated"
"143","ایئر لائن ٹکٹ آفس کہاں ہے؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""ticket office""}","ایئر لائن ٹکٹ کاؤنٹر اور دفاتر چیک ان کے علاقے میں ہیں","ٹکٹنگ | Auto-generated"
"144","کیا میں اپنے جوتے مرمت کروا سکتا ہوں؟ [44]","ur","facilities","departure","{""service"":""shoe repair""}","فوری جوتے کی مرمت کی خدمات کبھی کبھار جوتے صاف کرنے کے اسٹینڈ کے قریب دستیاب ہیں","مرمت کی خدمت | Auto-generated"
"145","وینڈنگ مشینیں کہاں ہیں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""vending machine""}","اسنیکس اور مشروبات کے لیے وینڈنگ مشینیں پورے ٹرمینل میں واقع ہیں","خودکار خدمت | Auto-generated"
"146","کیا ماؤں کے لیے نرسری روم ہے؟ [46]","ur","facilities","departure","{""facility"":""nursery""}","رازداری اور سہولیات کے ساتھ گیٹ 3 کے قریب ایک مخصوص ماں اور بچے کا کمرہ دستیاب ہے","زچگی کی دیکھ بھال | Auto-generated"
"147","میں پرواز کی معلومات کے ڈسپلے کہاں سے تلاش کر سکتا ہوں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""display board""}","پرواز کی معلومات کی ڈسپلے اسکرین پورے ٹرمینل اور تمام گیٹس پر ہیں","پرواز کی معلومات | Auto-generated"
"148","کیا کوئی زیورات کی دکانیں ہیں؟ [48]","ur","facilities","departure","{""facility"":""jewelry shop""}","زیورات اور لوازمات کی دکانیں روانگی کی خریداری کے علاقے میں ہیں","لگژری آئٹمز | Auto-generated"
"149","شکایت اور رائے کا باکس کہاں ہے؟ [49]","ur","facilities","departure","{""facility"":""feedback""}","رائے کے فارم اور شکایت کے باکس کسٹمر سروس ڈیسک اور انفارمیشن کاؤنٹر پر ہیں","مسافر کی رائے | Auto-generated"
"150","کیا میں اپنے کریڈٹ کارڈ سے وی آئی پی لاؤنج تک رسائی حاصل کر سکتا ہوں۔ براہِ کرم؟","ur","facilities","departure","{""facility"":""lounge"",""payment"":""credit card""}","کچھ پریمیم کریڈٹ کارڈز مفت لاؤنج تک رسائی فراہم کرتے ہیں؛ لاؤنج ریسیپشن سے چیک کریں","کارڈ کے فوائد | Auto-generated"
"151","بین الاقوامی برقی آؤٹ لیٹ کے لیے اڈاپٹر کہاں مل سکتے ہیں؟ [51]","ur","facilities","departure","{""item"":""electrical adapter"",""service"":""power""}","بین الاقوامی برقی آؤٹ لیٹ اڈاپٹر اور سفری کنورٹر اسلام آباد انٹرنیشنل ایئرپورٹ میں کئی مقامات پر دستیاب ہیں۔ آپ یہ ضروری سفری لوازمات یہاں خرید سکتے ہیں: مرکزی دروازے کے قریب الیکٹرانکس اور فون لوازمات کی دکانیں، گیٹ کلسٹرز کے قریب سہولت اسٹورز جو بنیادی سفری اڈاپٹر رکھتی ہیں، روانگی لاؤنج میں ڈیوٹی فری دکانیں جو عام طور پر پریمیم یونیورسل اڈاپٹر رکھتی ہیں، اور یادگاری دکانیں جو کبھی کبھار سفری لوازمات کے حصوں میں اڈاپٹر شامل کرتی ہیں۔ پاکستان ٹائپ سی اور ٹائپ ڈی برقی آؤٹ لیٹ 230V وولٹیج اور 50Hz فریکوئنسی کے ساتھ استعمال کرتا ہے۔ اگر آپ مختلف برقی معیارات والے ممالک سے سفر کر رہے ہیں تو آپ کو ایک اڈاپٹر کی ضرورت ہوگی۔ یونیورسل سفری اڈاپٹر جو متعدد ممالک میں کام کرتے ہیں عام طور پر ایئرپورٹ پر 1,500-3,000 روپے میں دستیاب ہیں۔ اگر آپ اڈاپٹر لانا بھول گئے اور فوری طور پر آلات چارج کرنے کی ضرورت ہے، تو پریمیم لاؤنج اور کچھ بین الاقوامی ایئرلائنز کے گیٹس میں یونیورسل آؤٹ لیٹ یا قرضے کے اڈاپٹر دستیاب ہو سکتے ہیں۔","سفری اڈاپٹر | Auto-generated"
"152","روایتی پاکستانی چائے خریدنے کی جگہ ہے؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""food shop"",""item"":""tea""}","جی ہاں، روایتی پاکستانی چائے اور چائے کی مصنوعات اسلام آباد انٹرنیشنل ایئرپورٹ کے روانگی ٹرمینل میں متعدد مقامات پر دستیاب ہیں۔ آپ پیکیج شدہ پاکستانی چائے یہاں خرید سکتے ہیں: گیٹس 4 اور 7 کے قریب یادگاری دکانیں جو تحائف کے لیے بہترین گفٹ پیکیج شدہ روایتی چائے کی اقسام پیش کرتی ہیں، پورے ٹرمینل میں سہولت اسٹورز جو مقبول پاکستانی چائے کے برانڈز کو آسان سائز میں رکھتی ہیں، ڈیوٹی فری دکانیں جو کبھی کبھار پریمیم پاکستانی چائے کے تحفہ سیٹ رکھتی ہیں، اور فوڈ کورٹ کے علاقے کے قریب تحفہ کی دکانیں۔ دستیاب چائے کی اقسام عام طور پر شامل ہیں: روایتی سیاہ چائے، کشمیری کہوا، سبز چائے کی اقسام، الائچی کے ذائقے والی چائے، اور خصوصی جڑی بوٹیوں کی چائے۔ پیکیج شدہ چائے مختلف فارمیٹس میں دستیاب ہیں بشمول ڈھیلی پتی کی چائے، چائے کے بیگ، اور کبھی کبھار روایتی چائے مسالہ۔ قیمتیں معیاری پیکجز کے لیے 200-500 روپے سے لے کر پریمیم گفٹ سیٹس کے لیے 1,000-2,000 روپے تک ہیں۔","چائے کی مصنوعات | Auto-generated"
"153","بصری طور پر معذور مسافروں کے لیے مدد مل سکتی ہے؟ [53]","ur","facilities","departure","{""service"":""accessibility"",""disability"":""visual""}","جی ہاں، اسلام آباد انٹرنیشنل ایئرپورٹ بصری طور پر معذور مسافروں کے لیے جامع مدد کی خدمات فراہم کرتا ہے۔ یہ خدمات یہاں درخواست کی جا سکتی ہیں: مرکزی دروازے پر مدد کا ڈیسک، جب آپ چیک ان کریں تو ایئرلائن چیک ان کاؤنٹرز پر، یا اپنی ایئرلائن سے کم از کم 48 گھنٹے پہلے رابطہ کرکے۔ ایئرپورٹ تربیت یافتہ اہلکار فراہم کرتا ہے جو داخلے سے چیک ان، سیکیورٹی اسکریننگ، بورڈنگ گیٹ تک اور ہوائی جہاز پر اسکارٹ فراہم کرتے ہیں۔ خدمات میں ماحول کی زبانی تفصیل، جسمانی رہنمائی، کاغذی کارروائی اور فارمز میں مدد، سیکیورٹی کے طریقہ کار میں مدد، اور محفوظ بورڈنگ کو یقینی بنانا شامل ہے۔ گائیڈ کتوں کو بین الاقوامی ہوا بازی رسائی کے معیارات کے مطابق پورے ایئرپورٹ اور ہوائی جہاز پر اجازت ہے۔ ایئرپورٹ کی ترتیب میں راستے تلاش کرنے میں مدد کے لیے اہم علاقوں میں ٹیکٹائل پیونگ شامل ہے۔","بصری معذوری کی معاونت | Auto-generated"
"154","گھر لے جانے کے لیے پاکستانی مصالحے کہاں مل سکتے ہیں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""spice shop"",""item"":""food products""}","پاکستانی مصالحے اور کھانا پکانے کی مصنوعات بہترین تحائف بناتی ہیں اور روانگی ٹرمینل میں متعدد مقامات پر دستیاب ہیں۔ یادگاری دکانیں اور تحفہ کی اسٹورز گیٹس 4 اور 7 کے قریب پرکشش پیکیج شدہ مصالحوں کے مجموعے رکھتی ہیں بشمول: گرم مسالہ، پوری اور پسی ہوئی مرچیں جیسے زیرہ، دھنیا، ہلدی، لال مرچ پاؤڈر، بریانی مسالہ مکس، نہاری مسالے کا مکس، کڑاہی مسالہ، چاٹ مسالہ، اور خصوصی اشیاء جیسے خشک میتھی کے پتے۔ بہت سی خوبصورتی سے سجائی ہوئی پیکیجوں میں آتی ہیں جو تحائف یا ذاتی استعمال کے لیے موزوں ہیں۔ سہولت اسٹورز بھی چھوٹی مقدار میں بنیادی کھانا پکانے کے مصالحے رکھتی ہیں۔ قیمتیں انفرادی مصالحے کے پیکٹوں کے لیے 300-500 روپے سے لے کر متعدد مصالحوں پر مشتمل پریمیم گفٹ سیٹس کے لیے 1,500-3,000 روپے تک ہیں۔ کچھ دکانیں دیگر پاکستانی کھانے کی مصنوعات بھی فروخت کرتی ہیں جیسے باسمتی چاول، خشک میوہ جات، روایتی مٹھائیاں، اور خصوصی اجزاء۔","مصالحے کی خریداری | Auto-generated"
"155","سماعت کی مدد یا اشاروں کی زبان کی معاونت ہے۔ براہِ کرم؟","ur","facilities","departure","{""service"":""accessibility"",""disability"":""hearing""}","اسلام آباد انٹرنیشنل ایئرپورٹ سماعت سے محروم مسافروں کے لیے خدمات بہتر بنانے کی کوشش کر رہا ہے، حالانکہ خصوصی معاونت کچھ بین الاقوامی ایئرپورٹس کے مقابلے میں زیادہ محدود ہو سکتی ہے۔ دستیاب مدد میں شامل ہے: انفارمیشن ڈیسک اور کسٹمر سروس کاؤنٹر جہاں عملہ تحریری نوٹوں کے ذریعے بات چیت کر سکتا ہے، پورے ٹرمینل میں بصری ڈسپلے بورڈ جو پرواز کی معلومات، گیٹ اسائنمنٹس، اور اہم اعلانات دکھاتے ہیں، ایئرپورٹ کی موبائل ایپ اور ویب سائٹ کے ذریعے متن پر مبنی معلومات، اور خصوصی مدد جو ایئرلائنز کے ذریعے پیشگی انتظام کی جا سکتی ہے۔ بہرے یا کم سنائی دینے والے مسافروں کے لیے، یہ انتہائی تجویز کیا جاتا ہے کہ: اپنی پرواز بک کرتے وقت خصوصی مدد کی درخواست کریں، اپنی ضروریات کے بارے میں ایئرلائن کو مطلع کریں تاکہ وہ مناسب معاونت کا انتظام کر سکیں۔","سماعت کی مدد | Auto-generated"
"156","کیا میں بوتل بند پانی اور مشروبات بلک میں خرید سکتا ہوں؟ [56]","ur","facilities","departure","{""facility"":""convenience store"",""item"":""beverages bulk""}","جی ہاں، آپ اسلام آباد انٹرنیشنل ایئرپورٹ کے روانگی ٹرمینل میں پورے ٹرمینل میں واقع سہولت اسٹورز پر بوتل بند پانی اور مشروبات بلک یا متعدد مقدار میں خرید سکتے ہیں۔ یہ اسٹورز، گیٹ کلسٹرز اور فوڈ کورٹ کے قریب واقع، رکھتی ہیں: مختلف سائز میں بوتل بند پانی کے مختلف برانڈز، کاربونیٹڈ نرم مشروبات اور سوڈے، جوس کے ڈبے اور بوتل بند جوس، انرجی ڈرنکس، روایتی پاکستانی مشروبات جیسے روح افزا، کھیلوں کے مشروبات، اور دودھ کے مشروبات۔ اگرچہ یہ اسٹورز عام طور پر تھوک مقدار نہیں بیچتی ہیں، لیکن آپ بغیر کسی مسئلے کے متعدد بوتلیں خرید سکتے ہیں۔ قیمتیں ایئرپورٹ پریمیم قیمتوں کی وجہ سے باقاعدہ بازاروں سے زیادہ ہیں، عام طور پر 500ml پانی کی بوتلوں کے لیے 80-150 روپے اور بڑی بوتلوں یا خصوصی مشروبات کے لیے 150-300 روپے۔","بلک مشروبات | Auto-generated"
"157","مقامی پاکستانی اخبارات کہاں مل سکتے ہیں؟ [57]","ur","facilities","departure","{""facility"":""newsstand"",""item"":""newspapers local""}","انگریزی اور اردو دونوں میں مقامی پاکستانی اخبارات اسلام آباد انٹرنیشنل ایئرپورٹ کے روانگی ٹرمینل میں گیٹ 6 کے قریب کتابوں کی دکان اور پورے ٹرمینل میں سہولت اسٹورز پر دستیاب ہیں۔ آپ کو بڑے پاکستانی اشاعتوں کے موجودہ ایڈیشن ملیں گے بشمول: انگریزی زبان کے اخبارات جیسے ڈان، دی نیوز انٹرنیشنل، ایکسپریس ٹریبیون، ڈیلی ٹائمز، اور دی نیشن۔ اردو زبان کے اخبارات میں جنگ، ایکسپریس، نوائے وقت، اور دیگر شامل ہیں۔ نیوز اسٹینڈ عام طور پر صوبائی اخبارات اور علاقائی اشاعات بھی رکھتا ہے۔ اخبارات عام طور پر صبح سویرے سے دستیاب ہوتے ہیں جب ڈیلیوری ٹرک پہنچتے ہیں، صبح کی پروازوں پر مسافروں کو موجودہ خبروں تک رسائی کو یقینی بناتے ہوئے۔ قیمتیں 50-100 روپے فی اخبار ہیں۔ اخباروں کے علاوہ، یہ آؤٹ لیٹس پاکستانی اور بین الاقوامی میگزین فروخت کرتی ہیں۔","پاکستانی پریس | Auto-generated"
"158","نقل و حرکت کے مسائل والے مسافروں کے لیے مدد ہے؟ [58]","ur","facilities","departure","{""service"":""accessibility"",""disability"":""mobility""}","جی ہاں، اسلام آباد انٹرنیشنل ایئرپورٹ نقل و حرکت کے مسائل، کم نقل و حرکت، یا حرکت کو متاثر کرنے والی معذوریوں والے مسافروں کے لیے وسیع معاونت فراہم کرتا ہے۔ جامع نقل و حرکت کی مدد کی خدمات میں شامل ہیں: مفت وہیل چیئر کی فراہمی مرکزی دروازے کی مدد کے ڈیسک، ایئرلائن چیک ان کاؤنٹرز، اور پورے ٹرمینل میں انفارمیشن ڈیسک پر دستیاب، تربیت یافتہ اسکارٹ اہلکار جو چیک ان سے سیکیورٹی، بورڈنگ گیٹ تک، اور ہوائی جہاز پر مدد کرتے ہیں، بشمول سامان میں مدد۔ گراب بار، وسیع اسٹالز، اور پورے ٹرمینل میں دستیاب مناسب سہولیات کے ساتھ قابل رسائی بیت الخلاء، واضح طور پر رسائی کی علامات کے ساتھ نشان زد۔ ریمپ، لفٹ، اور ایئرپورٹ کے تمام علاقوں کو جوڑنے والے قابل رسائی راستے۔ سیکیورٹی چیک پوائنٹس پر ترجیحی اسکریننگ لین جہاں طریقہ کار کو وہیل چیئر استعمال کرنے والے یا نقل و حرکت کی مدد کے ساتھ مسافروں کے لیے موافق بنایا جا سکتا ہے۔","نقل و حرکت کی معاونت | Auto-generated"
"159","کیا میں دوسرے ممالک کے لیے فون سم کارڈ خرید سکتا ہوں؟ براہِ کرم تصدیق کریں۔","ur","facilities","departure","{""facility"":""SIM shop"",""service"":""international""}","اسلام آباد انٹرنیشنل ایئرپورٹ کی ٹیلی کام دکانیں بنیادی طور پر پاکستانی سم کارڈ فروخت کرتی ہیں پاکستان کے اندر استعمال کے لیے۔ مخصوص دوسرے ممالک کے لیے بین الاقوامی سم کارڈ عام طور پر ایئرپورٹ پر دستیاب نہیں ہیں، کیونکہ ہر ملک کی ٹیلی مواصلات مقامی طور پر منظم ہیں اور بنیادی طور پر اس ملک کے اندر فروخت کی جاتی ہیں۔ تاہم، آپ کے پاس بین الاقوامی کنیکٹیویٹی کے لیے کئی متبادل ہیں: ٹیلی کام کی دکانوں سے اپنے پاکستانی سم کارڈ کے لیے بین الاقوامی رومنگ پیکیج خریدیں اگر آپ مقامی ہیں، ون سم کارڈ، ورلڈ سم، یا ٹرو فون جیسی خدمات کے ذریعے اپنے سفر سے پہلے آن لائن سفری سم کارڈ یا بین الاقوامی سم کارڈ خریدیں۔ اگر آپ کا فون ای سم ٹیکنالوجی کو سپورٹ کرتا ہے تو ای سم خدمات پر غور کریں، اپنی منزل کی ایئرپورٹ یا شہر میں پہنچنے پر مقامی سم کارڈ خریدنے کا منصوبہ بنائیں۔","بین الاقوامی کنیکٹیویٹی | Auto-generated"
"160","پاکستان کے بارے میں انگریزی زبان کی کتابیں کہاں مل سکتی ہیں؟ [60]","ur","facilities","departure","{""facility"":""bookstore"",""item"":""books Pakistan""}","روانگی لاؤنج میں گیٹ 6 کے قریب کتابوں کی دکان عام طور پر پاکستان کے بارے میں انگریزی زبان کی کتابوں کا انتخاب رکھتی ہے، حالانکہ مجموعہ شہر میں خصوصی کتابوں کی دکانوں کے مقابلے میں محدود ہو سکتا ہے۔ آپ عام طور پر تلاش کر سکتے ہیں: پاکستان کے لیے سفری گائیڈ اور گائیڈ بکس، پاکستانی تاریخ، ثقافت، اور سیاست پر کتابیں بین الاقوامی سامعین کے لیے انگریزی میں لکھی گئی، ممتاز پاکستانی انگریزی زبان کے مصنفین کے کام جیسے محسن حمید، بپسی سدھوا، کاملا شمسی، اور دیگر۔ پاکستانی فن، فن تعمیر، مناظر، اور ثقافتی ورثے کی خصوصیت والی کافی ٹیبل کتابیں۔ انگریزی میں ترجمہ شدہ پاکستانی شاعری کے مجموعے۔ قراقرم، شمالی علاقوں، یا سندھ وادی جیسے مخصوص علاقوں کے بارے میں کتابیں۔ گیٹس 4 اور 7 کے قریب یادگاری دکانیں کبھی کبھار پاکستانی ثقافت، دستکاری، اور روایات کے بارے میں مصور کتابیں رکھتی ہیں۔","پاکستان ادب | Auto-generated"
"161","کیا پاکستانی موسیقی کی سی ڈیز یا ثقافتی میڈیا خریدنے کی جگہ ہے؟ [61]","ur","facilities","departure","{""facility"":""media shop"",""item"":""music cultural""}","پاکستانی موسیقی اور ثقافتی مواد کی خصوصیت والی سی ڈیز اور ڈی وی ڈیز جیسے فزیکل میڈیا ایئرپورٹس پر تیزی سے نایاب ہو گئے ہیں کیونکہ ڈیجیٹل میڈیا نے فزیکل فارمیٹس کی جگہ لے لی ہے۔ تاہم، آپ محدود انتخاب یہاں تلاش کر سکتے ہیں: گیٹس 4 اور 7 کے قریب یادگاری دکانیں جو کبھی کبھار پاکستانی موسیقی، قوالی، یا روایتی موسیقی کی پرفارمنس کی تالیف سی ڈیز رکھتی ہیں۔ گیٹ 6 کے قریب کتابوں کی دکان کبھی کبھار کتابوں کے ساتھ ثقافتی میڈیا رکھتی ہے۔ گفٹ شاپس میں سیاحوں کے لیے پیکیج شدہ پاکستانی مواد کی آڈیو یا ویڈیو تالیفیں ہو سکتی ہیں۔ زیادہ قابل اعتماد اختیارات کے لیے پاکستانی ثقافت کو گھر لے جانے کے لیے: اسٹریمنگ خدمات کے ذریعے ڈیجیٹل متبادل، اپنی پرواز سے پہلے، آپ اپنے آلات پر پاکستانی موسیقی، فلموں، اور ثقافتی مواد کو ڈاؤن لوڈ کر سکتے ہیں۔","ثقافتی میڈیا | Auto-generated"
