"id","query","language","intent","terminal","entities","expected_response","notes"
"43","Visa on arrival counter airport par hai kya?","roman","facilities","departure","{""service"":""visa on arrival"",""facility"":""immigration""}","Visa on Arrival facility Pakistan mein selected nationalities ke liye available hai Islamabad International Airport par. Important information: Eligible Countries - currently limited nationalities ke liye available hai, list frequently update hoti hai so check karna zaruri hai apne travel se pehle, usually business travelers aur tourism purposes ke liye. Visa on Arrival Counter Location - immigration area mein arrivals hall se pehle dedicated counter hai clearly marked with signage, counter 24/7 operational hai international flights ke sath sync. Application Process - arrival par counter par jayein, required documents submit karein: valid passport (minimum 6 months validity), return ticket ya onward journey ticket, hotel booking confirmation, financial means ka proof (credit card, cash), 2 passport-size photos, completed visa application form (form counter par available hai), visa fee payment (credit card ya foreign currency usually accepted, PKR bhi), processing time typically 30-60 minutes depending on rush. Alternative: E-Visa System - Pakistan ki electronic visa system online application allow karti hai advance mein, yeh zyada convenient hai kyunki aap pehle approval le lete hain, arrival par simple stamping process hoti hai, processing time 2-5 business days typically, same website se apply kar sakte hain: visa.nadra.gov.pk. Categories Available - tourist visa (validity 30 days usually), business visa (longer validity possible), transit visa (very short stay). Not available for: certain nationalities completely (check official list), passengers without proper documentation, red-flagged individuals. Recommendations: e-visa advance mein apply karna better hai to avoid uncertainty aur airport waiting time, keep all documents organized aur ready, agar confusion hai to Pakistan embassy in your country se confirm karein eligibility. Arrival counter par staff usually English-speaking hai aur assist kar sakta hai.","Visa services"
"44","Airport par rent a car service kahan se milti hai?","roman","facilities","departure","{""service"":""car rental""}","Car rental services Islamabad International Airport par available hain multiple providers ke through. Rental counters ka location: arrivals area mein baggage claim ke baad several car rental company counters hain, departure terminal ke main area mein bhi kuch operators desks maintain karte hain. Available Companies: Local Pakistani rental companies - typically more affordable, good local knowledge aur support, possibly international brands bhi depending on partnerships. Rental process: approach counter with requirements, documents needed: valid driving license (Pakistani ya International Driving Permit for foreigners), passport ya CNIC for ID verification, credit card for security deposit (typically hold PKR 10,000-50,000 depending on car type), booking reference agar online advance booking ki hai. Vehicle options: economy cars (PKR 3,000-5,000 per day), sedans (PKR 5,000-8,000 per day), SUVs (PKR 8,000-15,000 per day), luxury vehicles (PKR 15,000+ per day), with driver service bhi available hai additional charges ke sath (recommended if unfamiliar with local driving conditions). Rental terms: minimum age usually 21-25 years, insurance typically included in rate (check coverage details), fuel policy: usually full-to-full (return with same fuel level), mileage: some packages have daily limits, others unlimited, additional driver charges apply agar multiple drivers, GPS available on request (may cost extra). Booking tips: advance online booking often better rates deta hai, peak season mein advance booking recommended kyunki availability limited ho sakti hai, compare rates across multiple providers, clarify all charges upfront including insurance, fuel, tolls, ki driver ko city roads ka knowledge hai ya GPS chahiye. Driving in Pakistan: traffic can be chaotic especially for foreigners, driving with experienced local driver recommended, left-side driving, some toll roads on motorways. Return procedure: return time strictly adhere karein to avoid extra day charges, fuel tank same level par, vehicle inspection hoga for any damage.","Car rental"
"45","Airport mein koi entertainment ya recreation facilities hain?","roman","facilities","departure","{""facility"":""entertainment"",""service"":""recreation""}","Entertainment aur recreation facilities Islamabad International Airport mein limited hain but kuch options available hain long waits ko bearable banane ke liye. Available entertainment: Kids Play Area - Gate 5 ke qareeb dedicated play zone for children 2-10 years, free entry, parents can supervise while children play, keeps families entertained. TV Screens - multiple screens throughout terminal displaying news channels, sports, some entertainment content, seating areas near screens allow watching while waiting. Free WiFi - high-speed internet access allows streaming movies, series, music on personal devices, YouTube, Netflix (if you have subscription), social media browsing, online games. Shops aur Window Shopping - browsing through duty-free, souvenirs, fashion stores can be time-pass, trying perfumes, looking at gadgets, books browsing in bookshop. Reading Material - bookshop mein magazines, novels, newspapers purchase kar ke read kar sakte hain, some areas have comfortable seating for reading. Food Court - dining experience itself entertainment ban sakti hai, trying different foods, chai pe gup-shup with travel companions. Premium Lounge - agar access hai to lounges have better entertainment: comfortable seating with personal TVs sometimes, magazines aur newspapers, peaceful environment for rest ya work. Walking - terminal architecture explore karna, people watching, photography (where allowed), window views of aircraft aur runway. Missing facilities (not commonly available): video game arcades, movie theaters, fitness centers, full-service spa, museum ya art installations. DIY entertainment: bring your own entertainment like books, tablets loaded with content, music playlist, puzzles, card games if with family, download movies/shows before arriving at airport using mobile data. Suggestion: long layovers ke liye city tour plan kar sakte hain agar time sufficient hai (6+ hours), explore Islamabad's attractions like Faisal Mosque, Daman-e-Koh, local markets. Terminal walking for exercise aur stretching bhi healthy activity hai after sitting in plane.","Entertainment"
"46","Flight information display screens kahan hain?","roman","facilities","departure","{""facility"":""FIDS"",""service"":""flight info""}","Flight Information Display Screens (FIDS) Islamabad International Airport ke poore terminal mein strategically placed hain real-time flight updates provide karne ke liye. Screen locations: Main Departure Hall - large display boards entry ke baad prominent position par, all departing flights ki comprehensive list with status, Gate Areas - each gate section ke qareeb dedicated screens showing relevant flights for that area, highlighting imminent departures, Check-in Area - screens above check-in counters displaying which counter is serving which flight, Security Checkpoints - before aur after security areas mein updated departure information, Arrival Hall - showing incoming flights ka status, baggage carousel numbers, delays. Display information includes: Flight number aur airline, Destination city, Scheduled departure/arrival time, Actual departure/arrival time, Current status (On Time, Delayed, Boarding, Departed, Cancelled), Gate number, Check-in counter number, Baggage belt number (for arrivals). Color coding: green usually indicates on-time, yellow may show slight delay, red for significant issues. Screen refresh rate: automatically update hoti hai har few minutes, critical changes like gate changes immediately reflect. Accessibility: screens readable height par installed with clear fonts, multilingual display - English aur sometimes Urdu. What to do: gate information change ho sakti hai last minute so regular monitoring zaruri hai, always cross-check with boarding pass, agar confusion hai to staff ya information desk se confirm karein, mobile apps bhi flight status track karte hain as backup, announcements audio system par bhi hoti hain important updates ke liye. Tips: gate se at least 30-40 minutes pehle pahunch jayein, gate changes quickly ho sakte hain so vigilant rahein, photograph boarding pass aur gate info as reference.","Flight displays"
"47","Kya airport par printing aur photocopying facility hai?","roman","facilities","departure","{""service"":""printing"",""facility"":""business""}","Printing aur photocopying facilities Islamabad International Airport par limited availability mein hain lekin accessible hain agar zaroorat ho. Main facilities: Premium Lounge Business Center - comprehensive printing, photocopying, scanning services, multiple computers with internet access aur MS Office, high-quality printers (color aur B&W), charges minimal ya complimentary lounge members ke liye, staff assistance available for complex jobs. Information Desk - basic printing service possible for urgent documents, limited pages typically, may charge per page (PKR 10-20 per page), useful for boarding passes, visas, emergency documents. Internet Cafe (agar available ho) - kuch airports mein cyber cafe hota hai where printing service available, hourly computer usage charges plus per page printing. Convenience Stores - kuch stores offer basic printing service from USB, charges typically PKR 20-50 per page. Mobile printing options: some airline counters can reprint boarding passes if digital version issues hain, usually free of charge, kuch airlines apni app mein mobile boarding pass option offer karte hain jo printing ki zaroorat eliminate karta hai. What you can print: travel documents (boarding pass, hotel confirmation, visa), work documents (presentations, reports if doing business travel), immigration forms, travel insurance papers, emergency contact information. Recommendations: travel documents digitally save karein in multiple locations (email, cloud, phone) as backup, advance mein important documents print kar ke lein, large printing jobs ke liye airport reliable nahi hai - city services better, maximum 10-20 pages expected at airport facilities. Scanning: usually available at business centers, scan to email service common, useful for creating digital backups of documents, receipts, IDs. Technical support limited hai so files ready rakhein proper format mein, PDF usually safest format to avoid formatting issues.","Printing services"
"48","Elderly passengers ke liye kya special care hai?","roman","facilities","departure","{""passenger"":""elderly"",""service"":""senior care""}","Elderly passengers (buzurg musafireen) ke liye Islamabad International Airport special care aur assistance facilities provide karta hai. Available services: Wheelchair Assistance - free service available on request, trained staff wheelchair push karte hain, entry se check-in tak, security tak, gate tak, aur arrival par aircraft se exit tak, advance request ideal but on-spot bhi available. Priority Services - priority check-in counters jahan queues shorter hain, priority boarding allowing seniors to board before general passengers, priority baggage handling in some cases. Seating Arrangements - comfortable seating areas throughout terminal, some areas designated for elderly aur families near gates, prayer rooms nearby for rest in quiet environment. Medical Support - 24/7 medical center Gate 2 ke qareeb for any health concerns, basic check-ups, blood pressure monitoring, emergency medications available, trained medical staff. Companion Assistance - family members ya companions accompany kar sakte hain till gate even without boarding pass for proper assistance (special pass required from information desk), porter services for heavy luggage. Information aur Guidance - staff trained to assist elderly with patience, multilingual support Urdu aur English mein, directions aur guidance for facilities, help with forms aur procedures if needed. Mobility-Friendly Infrastructure - ramps aur elevators wheelchair aur slow mobility ke liye, moving walkways (travelators) long distances cover karne mein madad, wide corridors with handrails in some areas, accessible restrooms. Special Requests - agar dietary restrictions hain to airline ko inform karein for special meals on flight, agar oxygen ya other medical equipment chahiye to advance arrangement possible, early boarding request kar sakte hain agar slowly walking. Cultural respect: Pakistani culture mein elders ka respect important hai so staff generally accommodating aur helpful, don't hesitate to ask for help agar zaroorat hai. Family members should: accompany if possible to provide comfort aur support, carry medications aur medical records, allow extra time for check-in aur boarding, inform airline advance mein for optimal arrangements.","Elderly care"
"49","Kya flight change ya rebooking counter airport par hai?","roman","facilities","departure","{""service"":""rebooking"",""facility"":""airline counter""}","Ji haan, flight change, rebooking, aur ticket modifications ke liye airline counters Islamabad International Airport par available hain. Counter locations: Main Airline Counters - departure hall mein each airline ki dedicated counters hain not just for check-in but also customer service, yahan ticket changes, rebooking, cancellations handle hote hain. Airport Information Desk - agar specific airline counter nahi mil rahi to information desk guide kar sakta hai aur kuch basic assistance provide kar sakta hai. When rebooking needed: flight missed ho gayi, delays due to previous flight connections, medical emergency ya personal reasons, flight cancellation by airline (in this case airline responsible hai alternative arrange karne ke liye). Rebooking process: approach your airline's counter with booking reference aur passport, explain reason for change, staff available alternative flights check karenge, fees depend on ticket type: flexible tickets may allow free changes, non-refundable tickets may have change fees plus fare difference, fare rules vary by airline aur ticket class. Required documents: original ticket/booking confirmation, passport ya ID, payment method for any fare difference ya fees. Charges: change fees can range PKR 5,000-20,000+ depending on airline, route, aur ticket rules, international flights generally higher change fees than domestic, same-day changes often limited availability aur higher cost, some airlines offer standby options for next available flight. Online rebooking: many airlines allow online changes through website ya app, this might be faster than airport counter during busy times, immediately reflects in system. Special circumstances: medical emergency aur death in family may get waiver on change fees (medical certificate required), weather-related cancellations by airline usually free rebooking, force majeure situations handled case-by-case. Tips: arrive early agar rebooking karwani hai, busy times par counters mein queues ho sakti hain, keep booking reference aur payment method ready, flexible date options se better alternatives mil sakte hain, agar urgent situation hai to clearly explain for expedited processing. Alternative contact: airline helpline phone par bhi rebooking possible (number boarding pass ya website par), email support for non-urgent changes, travel agent through whom booking ki thi wo bhi assist kar sakta hai.","Rebooking"
"50","Airport security mein kya kya allowed nahi hai?","roman","facilities","departure","{""service"":""security"",""policy"":""prohibited items""}","Islamabad International Airport security screening mein certain items strictly prohibited hain safety aur security reasons ki wajah se. Prohibited items in Carry-On Baggage (cabin mein): Liquids, Aerosols, Gels (LAG) - containers larger than 100ml not allowed, all liquids must fit in single transparent, resealable 1-liter plastic bag, exceptions for baby food, medicines with prescription. Weapons aur Sharp Objects - knives (including small pocket knives), scissors larger than 6cm blade, razors (except safety razors), any blunt instruments that could be used as weapon, tools like screwdrivers, hammers, martial arts equipment. Explosives aur Flammable Items - fireworks, flares, gunpowder, lighter fuel, matches (limited quantity sometimes allowed), spray paint, compressed gases. Other Prohibited - sporting equipment that could be weapons (baseball bats, hockey sticks, golf clubs), self-defense items (pepper spray, tasers). Prohibited items in Checked Baggage: Explosives aur flammable materials, compressed gases (except specific types), toxic substances, lithium batteries (some restrictions), dangerous chemicals. Restricted but Allowed with Conditions: Medications - allowed in reasonable quantities with prescription or doctor's note clearly labeled, medical equipment like insulin pens, EpiPens, wheelchairs aur mobility aids, baby items (formula, food, diapers). Lithium Batteries - portable chargers, power banks up to 100Wh usually allowed in carry-on only, larger batteries require airline approval, spare batteries must be in original packaging. Electronic Devices - laptops, tablets, cameras allowed but must be removed from bag during screening, switched off or flight mode during flight, power banks in carry-on only not checked baggage. Duty-Free Purchases - liquids purchased after security in sealed bags allowed on flight, keep receipt attached. Food Items - solid food generally allowed, homemade food agar properly packed, excessive liquids in food not allowed (curries, yogurt), Pakistani traditional items like sweets (mithai) allowed. Security Screening Process - all bags through X-ray machine, remove laptops, liquids, belts, shoes (sometimes), watches, wallets emptied from pockets, metal detector screening, random additional checks possible, don't joke about bombs, weapons, terrorism - seriously illegal aur will result in detention. What to do if item confiscated: security will dispose of prohibited items, no compensation for confiscated items, valuable items surrender karein to family outside security agar possible, don't argue with security - their decision final for safety. Tips: pack smartly separating liquids aur electronics for easy screening, arrive early so security delays don't cause you to miss flight, check airline website for specific restrictions, when in doubt leave it home ya pack in checked baggage.","Prohibited items"
"51","Kya baggage wrapping service hai?","roman","facilities","departure","{""service"":""baggage wrapping""}","Haan, professional baggage wrapping services Islamabad International Airport par widely available hain check-in counters ke qareeb areas mein. Yeh service aap ke luggage ko industrial-grade plastic film mein securely wrap karti hai multiple benefits ke liye: protection from scratches, dust, aur moisture during handling, deterrent against tampering aur theft kyunke wrapped bag ko open karna mushkil hai, identification easy hota hai wrapped bags distinct dikhte hain baggage claim par, aur peace of mind ke valuables secure hain. Service process quick hai typically 5-10 minutes per piece. Charges depend karte hain bag size par. Note security personnel still bag open kar sakte hain inspection ke liye agar necessary ho.","baggage wrapping"
"52","Kya flight information screens hain?","roman","facilities","departure","{""facility"":""flight displays""}","Haan bilkul, comprehensive flight information display screens Islamabad International Airport ke poore terminal mein strategically placed hain. Yeh large digital screens continuously update hote hain aur provide karte hain: flight numbers aur airline details, departure aur arrival times with real-time updates, gate assignments, flight status (on time, delayed, boarding, departed), destination information, aur check-in counter numbers. Screens multiple locations par available hain including main entrance area, check-in zone, security checkpoint ke baad waiting areas, aur gate lounges mein. Information both English aur Urdu mein displayed hoti hai easy understanding ke liye. Screens color-coded information use karte hain quick identification ke liye urgent updates. Agar aap ko apni specific flight ka status check karna hai, locate karen apni flight number screens par ya information desk se poochein updated information ke liye.","flight displays"
"53","Kya VIP services available hain?","roman","facilities","departure","{""service"":""VIP"",""class"":""premium""}","Haan, VIP meet and greet services Islamabad International Airport par available hain premium passengers ke liye jo personalized aur seamless travel experience chahte hain. VIP service packages include kar sakti hain: dedicated representative jo aap ko airport entrance par receive karega, fast-track check-in assistance bypassing regular queues, priority security clearance with escorted passage, porter services for luggage handling, access to premium lounge with refreshments, boarding assistance with priority boarding arrangements, aur personalized attention throughout terminal. Service particularly useful hai business executives, elderly passengers, families with young children, ya first-time travelers ke liye. Charges vary karte hain service level ke according. Advance booking highly recommended hai through airline, travel agent, ya directly VIP service provider ke saath.","VIP services"
"54","Kya duty-free shopping hai?","roman","facilities","departure","{""facility"":""duty free""}","Haan, duty-free shopping Islamabad International Airport par extensively available hai international passengers ke liye after security checkpoint. Duty-free shops offer karte hain: perfumes aur cosmetics from international brands, chocolates aur confectionery, liquor aur tobacco products (for eligible passengers), watches aur accessories, electronics aur gadgets, aur Pakistani handicrafts aur souvenirs. Prices duty-free mein generally lower hote hain regular retail se kyunke taxes aur duties waived hain. Shopping hours align karte hain flight schedules ke saath ensuring availability for departing passengers. Payment methods include cash, credit cards, aur debit cards. International passengers apni boarding pass dikha kar duty-free benefits claim kar sakte hain. Certain restrictions apply on liquid quantities aur prohibited items. Staff helpful hai product selection aur customs regulations explain karne mein.","duty free"
"55","Kya observation deck hai?","roman","facilities","departure","{""facility"":""observation deck""}","Nahi, Islamabad International Airport mein currently dedicated public observation deck ya viewing area available nahi hai jahan se visitors aircraft movements dekh saken. Security concerns aur modern airport design trends ne observation decks ko less common bana diya hai. Alternative ways aircraft dekhne ke: gate areas ke large windows se boarding ke wait karte hue plane movements visible hain, restaurants mein window seating jo runway views provide kar sakti hai, aur occasionally outdoor areas specific gates se accessible ho sakte hain though restricted. Aviation enthusiasts ke liye airport ke bahar public roads ya areas ho sakte hain kuch distance par though official property par allowed nahi. Gate lounge windows currently best available option hain aircraft dekhne ke liye terminal ke andar.","observation deck"
"56","Rest areas kahan hain?","roman","facilities","departure","{""facility"":""rest zones""}","Rest areas aur quiet zones Islamabad International Airport mein multiple locations par available hain jahan passengers relax kar sakte hain apni flights se pehle. Rest facilities include: gate seating areas with comfortable chairs though not ideal for sleeping, upper level areas near prayer rooms jo generally quieter hain, premium lounge with reclining seats aur peaceful environment (access required), designated family areas with more comfortable seating, aur prayer rooms jo peaceful reflection ke liye available hain. Extended layovers ke liye better alternatives nearby airport hotels hain jo day rooms offer karte hain proper bed aur shower facilities ke saath. Terminal mein rest karne ke liye tips: travel pillow aur blanket saath layen, quieter corners dhoondhein less foot traffic ke saath, aur apna luggage secure rakhein. Premium lounge purchase karna best option hai comfortable rest ke liye agar lengthy wait hai.","rest areas"
"57","Kya koi library hai?","roman","facilities","departure","{""facility"":""library""}","Nahi, dedicated library Islamabad International Airport mein currently available nahi hai. Lekin reading material access kar sakte hain multiple sources se: bookstores jo newspapers, magazines, aur books sell karte hain, premium lounge mein complimentary reading materials, aur free WiFi use karke digital books aur online news access kar sakte hain apne devices par. Comfortable reading ke liye quiet areas gate lounges, food court corners, aur upper level sections mein available hain. Agar aap reading enjoy karte hain flight delays ke dauran, bookstore se book purchase karna, apni personal reading material saath lana, ya e-reader use karna good options hain. Premium lounge best environment provide karta hai uninterrupted reading ke liye with better seating aur fewer distractions compared to main terminal areas.","library"
"58","Medical emergency mein kya karun?","roman","facilities","departure","{""service"":""medical emergency""}","Medical emergency ke case mein, immediately yeh actions lein: nearest airport staff member ya security personnel ko inform karen jo medical team ko alert karenge, directly medical center ja sakte hain jo gate 2 ke qareeb 24/7 operational hai, emergency call points use karen jo terminal ke various locations par available hain, ya dial karen airport emergency number jo prominently displayed hai. Medical center equipped hai qualified doctors, nurses, emergency equipment including AEDs, oxygen support, aur ambulance coordination ke saath. Serious cases mein patient ko nearest hospital transfer kiya ja sakta hai. Important: agar aap ya koi saathi ko chronic conditions hain, medical information aur emergency contacts saath rakhein, prescribed medications sufficient quantity mein carry karen, aur travel insurance ensure karen medical emergencies cover kare. Airport staff trained hai respond karne ke liye medical situations aur quickly appropriate help arrange karti hai.","medical emergency"
"59","Kya recycling bins hain?","roman","facilities","departure","{""facility"":""recycling""}","Waste management aur recycling facilities Islamabad International Airport mein gradually implement ho rahi hain though comprehensive recycling program still developing stage mein hai. General waste bins extensively available hain throughout terminal at convenient locations. Some areas mein segregated bins ho sakte hain for different waste types. Airport cleanliness maintain karna priority hai aur cleaning staff regularly operates to keep terminal clean. Passengers encouraged hain to dispose waste properly in designated bins. As environmental awareness increases Pakistan mein, airports including Islamabad working hain towards better recycling systems aur sustainable waste management practices. Currently basic waste disposal adequately provided hai lekin advanced recycling facilities limited hain compared to kuch Western airports. Airport continuing efforts hai improve karne ke liye environmental footprint aur implement better waste segregation systems future mein.","recycling"
"60","Porter service charges kitne hain?","roman","facilities","departure","{""service"":""porter charges""}","Porter services Islamabad International Airport par available hain aur charges typically standardized hain per bag ya per service ke basis par. Exact rates vary kar sakte hain but generally reasonable hain. Typical charges approximately Rs. 200-500 per bag ho sakte hain depending on distance aur luggage weight. Porters uniformed hain aur main entrance aur check-in areas ke qareeb easily identifiable hain. Service particularly helpful hai jab aap ke paas multiple heavy bags hain, agar aap elderly hain, families with children, ya physically challenged. Porters help karte hain luggage carry karne mein car se check-in counter tak. Tipping customary hai aur appreciated though fixed charges already negotiated hon. Make sure official uniformed porters use karen unauthorized individuals avoid karne ke liye. Negotiate charges clearly pehle se service charges ke baare mein. Information desk bhi porter service arrange kar sakti hai agar needed.","porter charges"
"61","Kya COVID safety measures hain?","roman","facilities","departure","{""service"":""COVID safety""}","Islamabad International Airport implements karta hai various health aur safety measures in line with government guidelines aur WHO recommendations. Measures may include: regular sanitization of high-touch surfaces throughout terminal, hand sanitizer dispensers at key locations, temperature screening at entry points during high-alert periods, social distancing markers in queuing areas, mask requirements as per current regulations, enhanced cleaning protocols for restrooms and public areas, aur contactless check-in options. Medical center equipped hai handle karne ke liye health screening aur emergencies. Passengers encouraged hain follow karne ke liye current travel health advisories including vaccination requirements for international travel. Requirements change kar sakte hain based on evolving situation is liye updated information check karen before travel. Airport staff monitors compliance aur assists passengers with health protocols. Always check latest guidelines apni airline aur destination country ke for specific requirements.","COVID measures"
"62","Kya group bookings ke liye special counter hai?","roman","facilities","departure","{""service"":""group booking""}","Group travel arrangements Islamabad International Airport par typically handled hote hain through airlines directly rather than dedicated airport counters. Large groups (usually 10+ passengers) ko chahiye: advance mein apni airline se contact karen group booking arrange karne ke liye jo better rates aur coordinated services offer kar sakti hai, pehle se check-in time confirm karen kyunke groups ko sometimes early check-in ki zarurat hoti hai, group leader designate karen jo airline staff ke saath coordinate karega, aur ensure karen ke sabhi group members ke paas proper documentation hai. Airport par arrival ke baad: airlines sometimes special check-in counters designate karti hain groups ke liye peak seasons mein, group boarding typically coordinated hoti hai efficiently, aur baggage handling for groups streamlined process follow karti hai. School groups, tour groups, ya corporate groups ko additionally inform karna chahiye airport authorities ko agar special arrangements needed hain jaise separate seating areas ya escorts. Best approach hai work karna directly apni airline ke group booking department ke saath seamless experience ke liye.","group bookings"
"63","Kya airport mein WiFi ka password hai?","roman","facilities","departure","{""service"":""WiFi""}","Nahi, Islamabad International Airport ka free WiFi network open hai aur kisi password ki zarurat nahi hai. Aap asani se 'ISB_Airport_Free' network se connect ho sakte hain jo poore terminal mein available hai. Connection ke liye sirf apne device ki WiFi settings kholen, available networks ki list mein ISB_Airport_Free talash karen, aur us se connect hone ke liye us par tap karen. Kuch situations mein, aap ko ek simple terms aur conditions page par bheja ja sakta hai jahan aap ko usage terms accept karni hongi is se pehle ke internet access active ho. Yeh network basic web browsing, email, social media, aur messaging apps ke liye suitable speed provide karta hai adequate bandwidth ke saath. Agar aap ko connection mein koi issue aaye to information desk par madad ke liye poochen jo troubleshooting mein help kar sakti hai.","free WiFi"
"64","Fori ilaaj ke liye kya equipment hai?","roman","facilities","departure","{""facility"":""medical equipment""}","Islamabad International Airport par gate 2 ke qareeb medical center mukammal equipped hai emergency medical equipment aur supplies ke saath. Available equipment include: automated external defibrillators (AEDs) for cardiac emergencies jo terminal ke key locations par installed hain, oxygen supply aur breathing assistance devices, blood pressure monitors aur glucose meters, basic diagnostic equipment, wound dressing supplies, emergency medications aur IV fluids, aur ambulance coordination facilities. Terminal throughout trained medical staff aur paramedics present hain jo quickly respond kar sakte hain emergencies mein. Security staff aur information desk personnel bhi basic first aid trained hain. Agar medical emergency hai immediately nearest staff ko inform karen ya directly medical center jayen. Chronic conditions wale passengers apni regular medicines sufficient quantity mein travel karte waqt saath rakhein.","medical equipment"
"65","Bachchon ke liye khaane ki jagah hai?","roman","facilities","departure","{""facility"":""kids dining""}","Haan, Islamabad International Airport ke restaurants aur food court children-friendly dining options provide karte hain. International fast food chains jaise KFC aur Subway kids meals offer karte hain jo smaller portions mein available hain. Menu items include chicken nuggets, fries, burgers, pizza, aur sandwiches jo kids enjoy karte hain. Pakistani cuisine restaurants mein mild spice options available hain jo children ke liye suitable hain jaise plain rice, mild chicken curry, aur chapati. Cafes mein sandwiches, pasta, aur light meals hain. Bakeries cookies, cakes, aur pastries offer karti hain. Beverages mein fresh juices, milkshakes, aur soft drinks included hain. Majority restaurants high chairs provide karti hain families ke liye. Agar aap ke child ko dietary restrictions hain staff se ingredients ke baare mein poochein. Convenience stores kids-friendly snacks stock karti hain.","kids dining"
"66","Qibla direction kahan hai?","roman","facilities","departure","{""facility"":""qibla direction""}","Islamabad International Airport ke tamam prayer rooms mein Qibla direction clearly marked hai directional indicators ke saath. Second floor par gate 5 ke qareeb located prayer rooms specifically Qibla ki taraf face karte hue designed hain. Walls par clear arrows aur signs Mecca ki direction indicate karte hain. Carpets par lines bhi hain jo proper alignment mein help karti hain. Islamabad se Qibla direction approximately west ki taraf hai. Agar aap prayer room ke bahar namaz ada karna chahte hain apne smartphone par Qibla finder apps use kar sakte hain jo GPS aur compass use karke accurate direction provide karte hain. Airport staff especially information desk par bhi Qibla direction guide kar sakta hai. Islamic practices highly respected hain Pakistan being Islamic country so facilities well-maintained aur accessible hain Muslim passengers ke liye.","qibla direction"
"67","Kya massage services hain?","roman","facilities","departure","{""service"":""massage""}","Limited wellness services Islamabad International Airport ke premium lounge mein available ho sakti hain lekin comprehensive spa ya massage facilities commonly nahi hain. Kuch lounges basic chair massage services offer kar sakte hain loungers ke liye. Premium lounge comfortable seating areas, peaceful environment, aur shower facilities provide karta hai jo relaxation promote karti hain. Full body massage ya extensive spa treatments ke liye aap ko airport leave karna parega aur Islamabad ya Rawalpindi city mein dedicated spas visit karni parengi. Kuch nearby airport hotels spa facilities offer kar sakte hain. Lounge amenities jaise comfortable seating, quiet zones, refreshments, aur showers basic relaxation mein help karti hain lekin professional massage services ke liye city visit zaroori hai advance appointment ke saath.","massage"
"68","Pregnant ladies ke liye facilities?","roman","facilities","departure","{""service"":""pregnancy support""}","Haan, Islamabad International Airport pregnant passengers ke liye special facilities aur services provide karta hai. Airline check-in counters ya information desk par special assistance request ki ja sakti hai including wheelchair service agar needed ya terminal walking mein help. Gate 3 ke qareeb mother and child room ek private comfortable space hai jahan pregnant women rest kar sakti hain. Yeh room comfortable seating, changing facilities, aur peaceful environment provide karta hai. Family restrooms additional space offer karte hain. Medical center gate 2 ke qareeb 24/7 available hai kisi bhi medical concern ya emergency ke liye. Pregnant travelers ko chahiye ke early arrival karen extra time ke liye, comfortable clothing pehnen, frequent breaks lein, hydrated rahein, aur medical clearance certificate saath rakhein agar advanced pregnancy hai typically 7 months se zyada. Airlines ki specific pregnancy policies hoti hain confirm karen requirements.","pregnancy facilities"
"69","Bank ya ATM kahan hain?","roman","facilities","departure","{""facility"":""banking""}","Haan, Islamabad International Airport mein banking services aur multiple ATM machines available hain. ATMs various locations par hain including main entrance area, food court zone, aur departure hall mein. Yeh ATMs major Pakistani banks operate karte hain aur accept karte hain local debit cards aur international cards including Visa, Mastercard, American Express, aur UnionPay. ATMs 24/7 operational hain. Aap Pakistani Rupees withdraw kar sakte hain, account balance check kar sakte hain, aur basic transactions perform kar sakte hain. International cards ke liye foreign transaction fees apply ho sakte hain. Currency exchange counters bhi available hain foreign currency conversion ke liye. Full banking services jaise account opening city branches mein available hain. ATM withdrawal limits aap ke bank policy par depend karti hain. Safety ke liye apna PIN confidential rakhein aur surroundings aware rahein ATM use karte waqt.","banking"
"70","Cargo services kahan hain?","roman","facilities","departure","{""service"":""cargo""}","Agar aap ko cargo ship karna hai ya excess baggage beyond regular allowance transfer karni hai multiple options available hain. Large items ya excess luggage ke liye apni airline ke cargo department se contact karen jo cargo ke roop mein handle kar sakte hain. Most airlines separate cargo services offer karti hain heavy, oversized, ya non-standard items ke liye. Airport mein freight terminal hai jo commercial shipments handle karta hai. Alternatively international courier companies jaise DHL, FedEx, aur UPS Islamabad mein offices rakhti hain aur airport pickup ya city drop-off locations offer karti hain. Pakistan Post bhi international parcels ship karta hai. Prices depend karte hain weight, size, destination, aur delivery speed par. Advance planning recommended hai cargo arrangements ke liye especially valuable items ke case mein. Proper packaging aur documentation zaruri hai smooth processing ke liye.","cargo services"
"71","Pet ke liye facilities?","roman","facilities","departure","{""facility"":""pet services""}","Islamabad International Airport mein pet-specific facilities limited hain lekin pets ke saath traveling passengers services access kar sakte hain. Cabin mein travel karne wale pets ko approved carriers mein rehna chahiye jo seat ke neeche fit hon. Large pets checked baggage ya cargo mein travel karte hain. Outdoor areas mein aap apne pet ko short breaks ke liye le ja sakte hain though security re-screening zaruri hogi. Pets ke saath travel requires: tamam documents including health certificates aur vaccination records, approved carrier, aur airline aur destination policies ki confirmation. Service animals ke liye different rules apply hote hain. Pet travel preparation mein veterinary visit zaroori hai documents ke liye, carrier ko familiar environment banayein, aur sufficient food, water, comfort items pack karen. Airlines ki specific pet policies vary karti hain confirm karen advance mein.","pet facilities"
