182,Saman claim karte waqt kya original CNIC dikhana parta hai?,"Haan, shanakht ke liye original CNIC ya passport dikhana lazmi hai.",Lost_Found,Arrival,roman
183,Kya main phone call par apne samaan ki shanakht kar sakta hun?,"Behtar hai ke aap khud aakar shanakht karein, lekin kuch cases mein photo se ho jati hai.",Lost_Found,Arrival,roman
184,"Mere bachay ka school bag reh gaya hai, usmein kitabein hain.","Aap Lost & Found mein report karwayein, aisi cheezein aksar mil jati hain.",Lost_Found,Arrival,roman
185,Agar Lost & Found counter band ho to kya karein?,"Aam tor par ye 24 ghante khula rehta hai, agar nahi to airport information desk se pata karein.",Lost_Found,Arrival,roman
186,"Mujhe mera ghumshuda samaan mil gaya hai, kya koi form sign karna hoga?","Haan, aapko samaan wasool karne ki receiving deni hogi.",Lost_Found,Arrival,roman
187,"Airport Masjid mein meri topi (cap) reh gayi, kahan milegi?",Aap Masjid ke intezamia aur airport Lost & Found dono se pooch sakte hain.,Lost_Found,Arrival,roman
188,Kya security check ke dauran tray mein rakha samaan ghum ho sakta hai?,"Haan, ho sakta hai. Aap forun wahan mojood security staff ko batayein.",Lost_Found,Arrival,roman
189,Domestic aur international flights ka Lost & Found ek hi hai?,"Aam tor par ek hi hota hai, lekin bade airports par alag bhi ho sakta hai.",Lost_Found,Arrival,roman
190,Kya live animals (pet) ke ghum hone par bhi Lost & Found report letay hain?,"Haan, aap forun report karein, iske liye special teams hoti hain.",Lost_Found,Arrival,roman
191,"Mujhe 10 din ho gaye hain, samaan nahi mila, ab kya koi umeed hai?","Aap apne complaint number se status check karte rahein, kabhi kabhi waqt lag jata hai.",Lost_Found,Arrival,roman
192,Agar bag ke andar koi aisi cheez ho jo illegal ho to kya hoga?,Aisi soorat mein airport security qanooni karwai kar sakti hai.,Lost_Found,Arrival,roman
193,Kya main whatsapp video call par samaan ki shanakht kar sakta hun?,"Nahi, aam tor par iski ijazat nahi hoti. Aapko email par photo bhejni hogi.",Lost_Found,Arrival,roman
194,"Main ne samaan ki report late karwai, kya is se koi masla hoga?","Behtar hai jald report karwayein, lekin late report bhi darj ki jati hai.",Lost_Found,Arrival,roman
195,"Mera electronic saman (e.g. drone) mila hai, kya uski battery nikaal di jayegi?","Haan, hifazat ke tehat aam tor par electronic items se batteries nikaal di jati hain.",Lost_Found,Arrival,roman
196,Ghumshuda samaan ke liye claim ka process kitna lamba hota hai?,"Agar samaan mojood ho to shanakht ke baad forun mil jata hai, warna talash mein waqt lagta hai.",Lost_Found,Arrival,roman
197,"Maine boarding gate pe apna neck pillow chhor diya, kya karun?",Boarding staff ya Lost & Found counter se rabta karein.,Lost_Found,Arrival,roman
198,Kya samaan milne par koi delivery charges hain?,Agar airline home delivery kar rahi hai to unki policy ke mutabiq charges ho sakte hain.,Lost_Found,Arrival,roman
199,"Mera bag ajeeb (weird) shakal ka tha, kya main tasveer dikha sakta hun?","Haan, bilkul. Tasveer se aapka samaan dhoondne mein aasani hogi.",Lost_Found,Arrival,roman
200,"Food court mein mera khane ka parcel reh gaya, kahan milega?","Food court management aur Lost & Found counter, dono jagah maloom karein.",Lost_Found,Arrival,roman
