id,category,user_query,intent,airport,flight_number,origin_city,response,language
143,parking,Parking ka sawaal flight HM316 ke liye?,flight_information,Islamabad International Airport (ISB),HM316,Abu Dhabi,Short and long term parking areas available; follow parking signs.,Roman Urdu
144,parking,Parking ka sawaal flight UL684 ke liye?,flight_information,Islamabad International Airport (ISB),UL684,Doha,Short and long term parking areas available; follow parking signs.,Roman Urdu
145,parking,Parking ka sawaal flight QR981 ke liye?,flight_information,Islamabad International Airport (ISB),QR981,Riyadh,Short and long term parking areas available; follow parking signs.,Roman Urdu
146,parking,Parking ka sawaal flight EY116 ke liye?,flight_information,Islamabad International Airport (ISB),EY116,Doha,Short and long term parking areas available; follow parking signs.,Roman Urdu
147,online_checkin,Online checkin ka sawaal flight UL904 ke liye?,flight_information,Islamabad International Airport (ISB),UL904,Abu Dhabi,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
148,online_checkin,Online checkin ka sawaal flight QR655 ke liye?,flight_information,Islamabad International Airport (ISB),QR655,Riyadh,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
149,online_checkin,Online checkin ka sawaal flight UL397 ke liye?,flight_information,Islamabad International Airport (ISB),UL397,Doha,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
150,online_checkin,Online checkin ka sawaal flight EK650 ke liye?,flight_information,Islamabad International Airport (ISB),EK650,Karachi,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
151,online_checkin,Online checkin ka sawaal flight BA337 ke liye?,flight_information,Islamabad International Airport (ISB),BA337,Doha,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
152,online_checkin,Online checkin ka sawaal flight UL335 ke liye?,flight_information,Islamabad International Airport (ISB),UL335,Karachi,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
153,online_checkin,Online checkin ka sawaal flight GF870 ke liye?,flight_information,Islamabad International Airport (ISB),GF870,Doha,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
154,online_checkin,Online checkin ka sawaal flight HM215 ke liye?,flight_information,Islamabad International Airport (ISB),HM215,Doha,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
155,online_checkin,Online checkin ka sawaal flight UL777 ke liye?,flight_information,Islamabad International Airport (ISB),UL777,Dubai,Online check-in available 24 hours before departure on the airline website or app.,Roman Urdu
156,visa_requirements,Visa requirements ka sawaal flight EK517 ke liye?,flight_information,Islamabad International Airport (ISB),EK517,Karachi,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
157,visa_requirements,Visa requirements ka sawaal flight EY746 ke liye?,flight_information,Islamabad International Airport (ISB),EY746,London,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
158,visa_requirements,Visa requirements ka sawaal flight GF958 ke liye?,flight_information,Islamabad International Airport (ISB),GF958,Abu Dhabi,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
159,visa_requirements,Visa requirements ka sawaal flight QR777 ke liye?,flight_information,Islamabad International Airport (ISB),QR777,Abu Dhabi,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
160,visa_requirements,Visa requirements ka sawaal flight QR867 ke liye?,flight_information,Islamabad International Airport (ISB),QR867,Lahore,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
161,visa_requirements,Visa requirements ka sawaal flight GF651 ke liye?,flight_information,Islamabad International Airport (ISB),GF651,London,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
162,visa_requirements,Visa requirements ka sawaal flight HM176 ke liye?,flight_information,Islamabad International Airport (ISB),HM176,London,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
163,visa_requirements,Visa requirements ka sawaal flight HM879 ke liye?,flight_information,Islamabad International Airport (ISB),HM879,Abu Dhabi,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
164,visa_requirements,Visa requirements ka sawaal flight GF198 ke liye?,flight_information,Islamabad International Airport (ISB),GF198,Riyadh,Visa requirements vary by nationality; verify with the embassy or airline.,Roman Urdu
165,baggage_drop,Baggage drop ka sawaal flight EY284 ke liye?,flight_information,Islamabad International Airport (ISB),EY284,Lahore,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
166,baggage_drop,Baggage drop ka sawaal flight SV905 ke liye?,flight_information,Islamabad International Airport (ISB),SV905,Sharjah,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
167,baggage_drop,Baggage drop ka sawaal flight SV554 ke liye?,flight_information,Islamabad International Airport (ISB),SV554,London,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
168,baggage_drop,Baggage drop ka sawaal flight TK334 ke liye?,flight_information,Islamabad International Airport (ISB),TK334,Abu Dhabi,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
169,baggage_drop,Baggage drop ka sawaal flight QR682 ke liye?,flight_information,Islamabad International Airport (ISB),QR682,Lahore,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
170,baggage_drop,Baggage drop ka sawaal flight GF513 ke liye?,flight_information,Islamabad International Airport (ISB),GF513,Jeddah,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
171,baggage_drop,Baggage drop ka sawaal flight EK148 ke liye?,flight_information,Islamabad International Airport (ISB),EK148,Dubai,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
172,baggage_drop,Baggage drop ka sawaal flight QR389 ke liye?,flight_information,Islamabad International Airport (ISB),QR389,Abu Dhabi,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
173,baggage_drop,Baggage drop ka sawaal flight SV115 ke liye?,flight_information,Islamabad International Airport (ISB),SV115,London,Baggage drop counters are near the check-in hall and close about 60 minutes before departure.,Roman Urdu
174,contact_info,Contact info ka sawaal flight EY499 ke liye?,flight_information,Islamabad International Airport (ISB),EY499,Sharjah,Contact the operating airline's customer service for details on flight EY499.,Roman Urdu
175,contact_info,Contact info ka sawaal flight BA733 ke liye?,flight_information,Islamabad International Airport (ISB),BA733,London,Contact the operating airline's customer service for details on flight BA733.,Roman Urdu
176,contact_info,Contact info ka sawaal flight BA850 ke liye?,flight_information,Islamabad International Airport (ISB),BA850,London,Contact the operating airline's customer service for details on flight BA850.,Roman Urdu
177,contact_info,Contact info ka sawaal flight UL289 ke liye?,flight_information,Islamabad International Airport (ISB),UL289,London,Contact the operating airline's customer service for details on flight UL289.,Roman Urdu
178,contact_info,Contact info ka sawaal flight TK931 ke liye?,flight_information,Islamabad International Airport (ISB),TK931,Doha,Contact the operating airline's customer service for details on flight TK931.,Roman Urdu
179,contact_info,Contact info ka sawaal flight GF931 ke liye?,flight_information,Islamabad International Airport (ISB),GF931,Lahore,Contact the operating airline's customer service for details on flight GF931.,Roman Urdu
180,contact_info,Contact info ka sawaal flight TK714 ke liye?,flight_information,Islamabad International Airport (ISB),TK714,Karachi,Contact the operating airline's customer service for details on flight TK714.,Roman Urdu
181,contact_info,Contact info ka sawaal flight UL776 ke liye?,flight_information,Islamabad International Airport (ISB),UL776,London,Contact the operating airline's customer service for details on flight UL776.,Roman Urdu
182,contact_info,Contact info ka sawaal flight HM338 ke liye?,flight_information,Islamabad International Airport (ISB),HM338,Lahore,Contact the operating airline's customer service for details on flight HM338.,Roman Urdu
183,flight_date_change,Flight date change ka sawaal flight GF250 ke liye?,flight_information,Islamabad International Airport (ISB),GF250,Doha,Check airline communications or airport displays for any date changes.,Roman Urdu
184,flight_date_change,Flight date change ka sawaal flight HM566 ke liye?,flight_information,Islamabad International Airport (ISB),HM566,Dubai,Check airline communications or airport displays for any date changes.,Roman Urdu
185,flight_date_change,Flight date change ka sawaal flight BA649 ke liye?,flight_information,Islamabad International Airport (ISB),BA649,Jeddah,Check airline communications or airport displays for any date changes.,Roman Urdu
186,flight_date_change,Flight date change ka sawaal flight UL601 ke liye?,flight_information,Islamabad International Airport (ISB),UL601,Abu Dhabi,Check airline communications or airport displays for any date changes.,Roman Urdu
187,flight_date_change,Flight date change ka sawaal flight GF690 ke liye?,flight_information,Islamabad International Airport (ISB),GF690,Istanbul,Check airline communications or airport displays for any date changes.,Roman Urdu
188,flight_date_change,Flight date change ka sawaal flight EK108 ke liye?,flight_information,Islamabad International Airport (ISB),EK108,Dubai,Check airline communications or airport displays for any date changes.,Roman Urdu
189,flight_date_change,Flight date change ka sawaal flight BA327 ke liye?,flight_information,Islamabad International Airport (ISB),BA327,Istanbul,Check airline communications or airport displays for any date changes.,Roman Urdu
190,flight_date_change,Flight date change ka sawaal flight PK283 ke liye?,flight_information,Islamabad International Airport (ISB),PK283,Sharjah,Check airline communications or airport displays for any date changes.,Roman Urdu
191,flight_date_change,Flight date change ka sawaal flight PK277 ke liye?,flight_information,Islamabad International Airport (ISB),PK277,Lahore,Check airline communications or airport displays for any date changes.,Roman Urdu
192,misc,Misc ka sawaal flight EY900 ke liye?,flight_information,Islamabad International Airport (ISB),EY900,Karachi,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
193,misc,Misc ka sawaal flight EK598 ke liye?,flight_information,Islamabad International Airport (ISB),EK598,Doha,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
194,misc,Misc ka sawaal flight GF179 ke liye?,flight_information,Islamabad International Airport (ISB),GF179,Abu Dhabi,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
195,misc,Misc ka sawaal flight UL774 ke liye?,flight_information,Islamabad International Airport (ISB),UL774,Sharjah,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
196,misc,Misc ka sawaal flight EY644 ke liye?,flight_information,Islamabad International Airport (ISB),EY644,Karachi,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
197,misc,Misc ka sawaal flight TK165 ke liye?,flight_information,Islamabad International Airport (ISB),TK165,Dubai,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
198,misc,Misc ka sawaal flight BA144 ke liye?,flight_information,Islamabad International Airport (ISB),BA144,Doha,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
199,misc,Misc ka sawaal flight UL550 ke liye?,flight_information,Islamabad International Airport (ISB),UL550,Sharjah,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
200,misc,Misc ka sawaal flight GF881 ke liye?,flight_information,Islamabad International Airport (ISB),GF881,Abu Dhabi,Real-time updates are on airport displays and airline websites; ask staff for help.,Roman Urdu
