id,user_query,intent,airport,flight_number,origin_city,arrival_time,flight_status,response
107,فلائٹ PK255 کا آمد کا وقت کیا ہے؟,flight_information,اسلام آباد,PK255,ابو ظہبی,15:31,لینڈ ہو گئی,فلائٹ PK255 ابو ظہبی سے 15:31 بجے اسلام آباد پہنچے گی اور اس کی صورتحال لینڈ ہو گئی ہے۔
108,فلائٹ BA665 جدہ سے اسلام آباد کب پہنچے گی؟,flight_information,اسلام آباد,BA665,جدہ,02:52,لینڈ ہو گئی,فلائٹ BA665 جدہ سے 02:52 بجے اسلام آباد پہنچے گی اور اس کی صورتحال لینڈ ہو گئی ہے۔
109,فلائٹ SV793 کا آمد کا وقت کیا ہے؟,flight_information,اسلام آباد,SV793,دوحہ,09:59,تاخیر,فلائٹ SV793 دوحہ سے 09:59 بجے اسلام آباد پہنچے گی اور اس کی صورتحال تاخیر ہے۔
110,فلائٹ PK254 کس وقت اسلام آباد اترے گی؟,flight_information,اسلام آباد,PK254,دوحہ,19:27,وقت پر,فلائٹ PK254 دوحہ سے 19:27 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
111,کیا فلائٹ BA455 لاہور سے تاخیر کا شکار ہے؟,flight_information,اسلام آباد,BA455,لاہور,12:01,وقت پر,فلائٹ BA455 لاہور سے 12:01 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
112,فلائٹ PK128 جدہ سے اسلام آباد کب پہنچے گی؟,flight_information,اسلام آباد,PK128,جدہ,15:55,وقت پر,فلائٹ PK128 جدہ سے 15:55 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
113,فلائٹ BA776 کس وقت اسلام آباد اترے گی؟,flight_information,اسلام آباد,BA776,دبئی,03:29,وقت پر,فلائٹ BA776 دبئی سے 03:29 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
114,کیا فلائٹ BA917 دوحہ سے تاخیر کا شکار ہے؟,flight_information,اسلام آباد,BA917,دوحہ,08:04,وقت پر,فلائٹ BA917 دوحہ سے 08:04 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
115,فلائٹ EY328 کس وقت اسلام آباد اترے گی؟,flight_information,اسلام آباد,EY328,ابو ظہبی,08:52,لینڈ ہو گئی,فلائٹ EY328 ابو ظہبی سے 08:52 بجے اسلام آباد پہنچے گی اور اس کی صورتحال لینڈ ہو گئی ہے۔
116,فلائٹ TK431 کس وقت اسلام آباد اترے گی؟,flight_information,اسلام آباد,TK431,جدہ,15:11,وقت پر,فلائٹ TK431 جدہ سے 15:11 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
117,کیا فلائٹ TK674 جدہ سے تاخیر کا شکار ہے؟,flight_information,اسلام آباد,TK674,جدہ,05:00,لینڈ ہو گئی,فلائٹ TK674 جدہ سے 05:00 بجے اسلام آباد پہنچے گی اور اس کی صورتحال لینڈ ہو گئی ہے۔
118,فلائٹ TK198 لاہور سے اسلام آباد کب پہنچے گی؟,flight_information,اسلام آباد,TK198,لاہور,02:12,وقت پر,فلائٹ TK198 لاہور سے 02:12 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
119,فلائٹ TK646 کس وقت اسلام آباد اترے گی؟,flight_information,اسلام آباد,TK646,کراچی,10:13,تاخیر,فلائٹ TK646 کراچی سے 10:13 بجے اسلام آباد پہنچے گی اور اس کی صورتحال تاخیر ہے۔
120,کیا فلائٹ TK430 جدہ سے تاخیر کا شکار ہے؟,flight_information,اسلام آباد,TK430,جدہ,12:09,وقت پر,فلائٹ TK430 جدہ سے 12:09 بجے اسلام آباد پہنچے گی اور اس کی صورتحال وقت پر ہے۔
